TCGA.S9.A6U1	TCGA.HT.7483	TCGA.VW.A7QS	TCGA.HT.A5RA	TCGA.DH.A66G	TCGA.P5.A5EX	TCGA.DH.A7UR	TCGA.HT.7604	TCGA.IK.8125	TCGA.HT.A61C	TCGA.HT.A74K	TCGA.DB.A4XD	TCGA.HT.7477	TCGA.S9.A6TX	TCGA.DB.A75K	TCGA.HT.A619	TCGA.FN.7833	TCGA.HT.8114
ENSG00000010165	2512	2140	3081	2219	1987	2398	2800	3141	2843	2818	1790	1569	2886	2143	3580	2376	3029	4680
ENSG00000010219	1143	1167	1526	1068	853	1045	1144	2259	1174	1416	1455	720	2314	1312	986	867	1089	1892
ENSG00000010244	7937	6591	8145	6283	6030	4554	6651	7403	9012	7377	2474	5953	7779	6099	6634	7265	7793	11671
ENSG00000010256	8285	8981	13323	4814	5556	7734	9670	8142	10920	13111	13451	5099	9099	11046	11616	6017	7955	16899
ENSG00000010270	2546	3849	3832	3351	2751	4885	3157	3442	5068	5546	2405	2136	3290	3896	2921	4393	2755	6318
ENSG00000010278	8288	22517	12275	24086	7293	9993	2571	14798	17149	6956	9586	7488	10673	22007	8567	1032	4879	19258
ENSG00000010282	1823	474	459	53	650	255	1350	552	1608	1626	3597	1029	1053	5246	3302	50	682	517
ENSG00000010292	3616	2938	2400	4960	3416	2197	3935	13459	2340	6352	1491	2610	9024	2941	4034	2136	5258	6224
ENSG00000010295	1621	1665	3830	2586	1944	2128	2228	4330	2708	2560	2302	1732	2546	3685	3959	1617	2590	3929
ENSG00000010310	277	51	212	3	141	15	29	109	99	130	122	108	34	208	173	217	78	158
ENSG00000010318	245	367	408	155	201	108	468	304	389	184	88	116	458	268	364	267	293	667
ENSG00000010319	787	3194	59	570	447	560	1426	397	3002	301	240	316	1773	2220	1404	449	1261	1099
ENSG00000010322	11936	10126	10561	4250	12296	6281	11189	11618	11918	8370	6463	8234	11966	10202	13812	6540	11782	24300
ENSG00000010327	8940	3101	6638	4205	4527	6338	3193	3951	3230	4221	6039	4763	2701	3111	11860	1271	15897	14488
ENSG00000010361	2125	1658	1386	2184	1013	1070	1527	2310	1118	1507	1727	1177	4239	1569	2731	1141	1981	3468
ENSG00000010379	133	77	389	7	117	56	688	140	156	43	60	42	100	94	132	27	23	1277
ENSG00000010404	10904	10037	280	14517	38898	14334	12198	11609	50549	12289	5662	9481	8028	12604	11705	9726	10095	35034
ENSG00000010438	67	125	26	39	220	51	315	10	240	75	120	22	96	83	134	93	24	69
ENSG00000010539	565	559	716	651	403	284	637	547	542	896	217	465	594	430	578	419	597	675
ENSG00000010610	4693	2964	1416	2186	2582	4242	1124	2157	1890	2946	1733	1821	2075	2626	3714	719	10618	8255
ENSG00000010626	1128	1017	1150	781	808	1543	782	2987	894	804	1355	658	658	999	1271	485	1354	1848
ENSG00000010671	578	310	97	405	361	645	63	290	302	630	132	309	364	185	518	72	1474	1690
ENSG00000010704	116	157	35	772	165	177	126	94	184	296	82	74	112	104	153	45	321	330
ENSG00000010803	1317	1517	725	2280	1537	856	1281	1663	1255	1194	513	946	2690	853	974	715	1516	2377
ENSG00000010810	28162	25783	14744	23863	17815	20666	16025	31208	29056	18237	17394	25253	20911	23303	23140	16406	28556	40835
ENSG00000010818	1539	4611	3024	3448	5151	2650	1887	2509	5493	1167	971	2022	2087	2402	2749	1463	1213	8393
ENSG00000010932	8	15	11	21	5	11	129	5	9	8	8	9	10	4	6	13	10	89
ENSG00000011007	3567	3694	2183	3510	2521	1513	2236	4614	2446	2749	1258	2944	4671	1946	2216	2113	3251	5629
ENSG00000011009	1828	1408	1118	1961	1380	1094	1285	1746	1251	2583	1533	1346	2244	1041	1995	968	1800	2756
ENSG00000011021	5666	4594	3789	2057	5734	3410	4489	5555	5470	1913	1867	4228	4363	4046	4743	2889	5974	10317
ENSG00000011028	3777	3711	1970	16595	4781	11491	1618	4045	1505	13770	2721	948	3818	1295	1220	544	1185	10651
ENSG00000011052	142	265	438	376	72	47	130	692	117	437	323	152	437	172	164	149	135	285
ENSG00000011083	22	78	3	0	763	14	380	4	1048	19	2	4	230	5	59	2	13	73
ENSG00000011105	1584	2398	2362	2200	1230	1011	2842	2402	1605	1949	1075	811	2023	1755	1731	1102	1150	1880
ENSG00000011114	2187	2359	881	2287	2170	944	1663	2754	2391	711	384	2069	1755	1412	1524	1769	2577	4522
ENSG00000011132	881	522	1164	1266	532	636	1299	769	817	1049	820	856	998	1377	1491	1048	668	1148
ENSG00000011143	1312	951	1259	1212	740	584	1356	1180	1276	1834	715	817	1352	1095	1246	1493	1066	1832
ENSG00000011198	1137	1286	1349	776	835	753	705	738	1779	716	247	996	590	892	905	532	793	2676
ENSG00000011201	8872	13015	949	8081	7988	691	2044	9958	9240	1123	1120	6913	4007	1325	1687	340	3438	4081
ENSG00000011243	3628	3522	4484	2779	3070	2202	3923	4399	3431	4195	2699	3755	4784	5718	5841	2459	5004	6324
ENSG00000011258	3006	2436	1690	1265	1276	623	2208	2741	2612	1828	647	2152	2547	1187	1666	2724	2145	3699
ENSG00000011260	1979	2113	2297	1961	1303	1772	2118	1948	2315	3630	1359	1287	2692	1889	1650	2414	2063	2800
ENSG00000011275	5425	5640	6367	5374	4385	4349	5279	6191	5910	6431	3389	4179	4607	5806	7069	7267	5590	9108
ENSG00000011295	4499	5830	5647	5121	3961	2481	4826	4914	6919	4212	2603	3312	4576	3503	3121	5166	3961	8156
ENSG00000011304	8335	8649	8158	16771	5739	5583	9711	9965	6609	14862	4299	6990	19760	7066	9300	7330	7728	10763
ENSG00000011332	1402	1653	2115	1268	1517	147	2051	1391	1746	5737	2653	1440	2392	2269	1746	1639	968	1968
ENSG00000011347	412	3128	308	1670	9363	113	2091	365	7076	561	239	113	991	1102	1096	368	201	1776
ENSG00000011376	2904	2459	1905	1646	1802	2183	2004	2606	3775	1770	1032	1542	1896	3130	2764	1667	1788	5878
ENSG00000011405	5435	4864	3634	11115	4103	3555	3427	6092	7771	1669	779	5599	2877	2476	2466	4278	4464	10280
ENSG00000011422	189	478	190	720	1747	714	129	169	147	1530	355	89	355	116	805	74	974	518
ENSG00000011426	5904	520	373	3736	547	460	1396	1833	3062	4235	2620	5074	3634	9203	5556	709	2807	788
ENSG00000011451	5426	3578	3425	7233	3333	2827	5089	3863	3744	7228	1936	4560	7126	3941	4716	2609	3709	5154
ENSG00000011454	10053	15195	7274	5765	8371	5247	7143	11745	10584	4458	3278	9371	8215	8486	7229	5903	8890	22081
ENSG00000011465	1524	6477	5545	1868	2304	4783	6108	2836	5414	1780	1842	1106	2974	2051	3683	3108	3011	17228
ENSG00000011478	315	321	621	529	364	349	599	316	339	660	474	270	530	342	417	372	388	562
ENSG00000011485	4447	3789	5110	5038	2965	1362	3550	5024	3360	5573	2676	4290	4604	2952	3831	2578	5069	12617
ENSG00000011523	4060	4774	3246	3095	4220	3266	5068	4169	7556	1615	1157	3217	3082	3097	3102	4620	3139	6973
ENSG00000011566	2622	3189	1850	3245	2646	1128	2183	3464	3283	1171	553	2629	1837	1809	1584	2439	3251	5515
ENSG00000011590	32	21	15	15	12	13	39	87	9	6	13	26	35	28	15	67	19	32
ENSG00000011600	2381	1375	884	1961	1823	6475	615	1821	1185	3582	2957	1194	1457	1421	3444	271	6181	7439
ENSG00000011638	152	338	296	1752	271	139	236	283	338	1149	145	107	265	436	120	816	129	339
ENSG00000011677	912	2154	2206	1	2361	233	3604	1602	3555	1955	1886	705	1259	2626	2620	4194	699	1358
ENSG00000012048	867	647	716	1307	571	400	839	1221	653	1752	253	412	2133	462	486	425	966	1385
ENSG00000012061	4226	3932	2250	5392	2264	1901	2533	5105	2577	5337	2633	3044	3507	2269	3070	2168	3710	6023
ENSG00000012124	438	24	20	13	35	202	329	87	152	290	507	182	93	1266	944	14	124	26
ENSG00000012171	3666	1119	2103	587	1168	2704	5527	1861	2070	3272	7285	2004	3538	8896	5857	1237	1933	4616
ENSG00000012174	2007	2309	1791	1329	1735	1422	2067	2410	3494	1665	681	1866	1644	1832	1564	2899	1966	4093
ENSG00000012211	55	69	56	363	58	76	95	21	61	136	27	34	54	68	105	31	69	111
ENSG00000012223	114	23	6	114	2066	85	209	21	53	458	175	12	39	1295	677	9	30	370
ENSG00000012232	6191	5967	6320	8564	5306	4060	5010	7050	7013	10751	4292	4811	7863	5761	6331	5482	5289	9398
ENSG00000012504	15	30	20	24	38	3	522	9	43	5	1	17	3	5	3	22	7	56
ENSG00000012660	8173	9537	6513	4487	10122	8539	8002	9454	13089	7171	2450	5341	9086	7866	4333	5424	5152	14618
ENSG00000012779	469	426	183	847	879	1550	104	454	528	905	174	345	323	267	916	37	2401	2805
ENSG00000012817	1	2116	1	0	2	1	0	184	4103	2056	1	2984	2415	3752	0	0	3689	15738
ENSG00000012822	7143	6001	9188	4603	6993	6263	7062	7133	9757	3709	3705	6343	5690	10540	18912	7905	10799	20677
ENSG00000012963	3474	4813	2247	5563	3202	2099	3868	4360	4187	2914	1868	3046	3587	2776	3538	3512	3677	6895
ENSG00000012983	5450	4266	5096	1542	3774	1516	3483	5558	4382	1678	1306	4144	3989	3803	3833	3985	4496	8762
ENSG00000013016	2577	4521	4094	2181	5330	1329	2621	3489	7467	1410	1943	3040	2094	2807	2241	2039	2286	4291
ENSG00000013275	4671	4499	2908	7982	2963	2311	3451	4488	3534	6493	3583	3133	5695	3802	4889	2477	7116	7211
ENSG00000013288	3041	2373	2753	4433	2889	4038	2280	2896	3176	2306	1484	2213	2996	2978	3508	1457	4101	5856
ENSG00000013293	1224	1827	12382	17	3182	985	1614	296	7910	734	2241	1251	353	6404	5550	3518	1240	1298
ENSG00000013297	7526	505	1243	955	294	723	881	1318	1122	5628	5509	3430	2048	10230	6482	33	1556	3351
ENSG00000013306	4127	2875	5152	5192	2309	4232	4914	4568	3165	7382	5892	2532	4796	3122	5011	3045	3169	4651
ENSG00000013364	2279	3996	6974	5773	4985	9034	2660	2182	4175	4821	7866	1293	1996	5860	8775	1745	5270	9647
ENSG00000013374	3142	3491	3841	6228	3188	3951	3247	6854	3828	3918	2108	3263	3483	3157	4187	3949	4947	10110
ENSG00000013375	3534	5247	6472	3352	2980	4339	2829	3531	4761	3034	1203	2755	2948	2395	2115	2108	2674	6182
ENSG00000013392	934	1405	1607	799	922	1318	1092	1172	1497	803	649	996	918	821	974	851	1038	2223
ENSG00000013441	4626	1777	5111	2307	4321	2225	4509	3926	4500	3840	1791	6753	4221	5787	4911	6144	5291	7107
ENSG00000013503	1098	1155	722	1119	890	804	844	745	1099	570	314	938	978	613	593	918	1048	1544
ENSG00000013523	3293	2188	1179	1359	3737	1044	1606	4225	3913	1064	1175	2921	3760	4904	3859	4243	2811	6667
ENSG00000013561	2401	2940	4242	4549	2229	3342	2960	2658	3911	3897	1740	2422	2625	2609	2543	2475	2612	4713
ENSG00000013563	467	674	418	896	437	710	832	480	554	454	253	292	496	519	574	322	569	1157
ENSG00000013573	1426	1030	1369	964	627	541	2358	1229	698	1897	617	912	3017	2170	742	649	758	1003
ENSG00000013583	979	1396	120	1688	730	954	579	239	572	1479	670	404	557	613	606	95	1241	751
ENSG00000013588	5	581	1051	319	909	394	36	42	55	453	65	7	27	14	58	2	20	257
ENSG00000013619	1961	2212	1882	843	2110	1620	2038	2591	3812	1540	687	2157	3070	2110	2047	1534	2616	5708
ENSG00000013725	30	55	12	99	46	129	46	9	38	118	15	9	25	26	24	9	28	74
ENSG00000013810	1533	916	535	3552	445	498	2927	2265	716	6583	1448	392	14454	1234	1276	310	2303	1125
ENSG00000014123	2091	3083	2938	2384	2315	2596	1916	2941	3958	1244	945	2181	2517	2812	1794	2006	2203	4135
ENSG00000014138	975	832	617	1149	473	612	1634	986	806	3792	1143	419	2508	855	976	670	1093	1074
ENSG00000014164	1668	1459	2267	1277	1215	1026	1974	2653	1552	1702	1377	1653	5772	2342	2438	1589	1559	2112
ENSG00000014216	4596	5720	4984	7633	6122	7496	3091	4395	5433	6024	4744	4209	4473	3960	6707	4628	8327	9458
ENSG00000014257	10	28	1	57	53	63	3	26	20	20	4	3	19	2	57	2	226	123
ENSG00000014641	5433	10450	9282	7849	9722	6802	7531	6113	13073	7251	4673	3644	5205	5084	4485	5856	6147	13156
ENSG00000014824	6621	6714	6297	5965	4850	4213	5911	9106	8185	4796	2248	4892	8838	5173	3842	3790	4811	12666
ENSG00000014914	284	547	1670	1392	782	1461	539	431	544	557	269	395	1373	689	2119	379	527	866
ENSG00000014919	3281	3458	2904	1244	2618	2683	3444	3084	3797	1392	1605	2052	2306	2223	2413	3108	2778	5042
ENSG00000015133	1792	1303	97	654	994	322	802	1802	996	222	109	994	1401	263	314	244	1031	715
ENSG00000015153	2003	2035	2705	2630	1575	1193	1388	3674	2916	1276	903	2862	1645	2022	1190	2848	2611	5353
ENSG00000015171	10670	21300	7476	4050	9580	7468	8128	14264	14772	2940	3572	9539	4397	8755	6450	9152	9949	27025
ENSG00000015285	832	521	295	633	755	1069	288	425	445	1000	667	481	547	811	1619	115	2359	2111
ENSG00000015413	172	4	68	940	20	150	594	5	30	22	768	45	187	28	93	361	45	104
ENSG00000015475	5010	5353	8084	2863	2370	2575	4851	6227	5587	3506	4193	3423	3403	5065	5275	3873	2762	6254
ENSG00000015479	760	506	531	296	487	182	392	492	657	217	22	508	438	469	447	489	549	627
ENSG00000015520	17	11	56	13	7	8	17	4	3	17	7	3	31	4	5	11	3	21
ENSG00000015532	2080	1627	2296	2261	1060	1755	1830	1607	1546	1401	1383	1201	1236	1778	2203	1368	1729	2425
ENSG00000015568	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	3
ENSG00000015592	5248	5148	9121	379	5778	743	7546	858	9423	5697	19443	3318	2983	8742	5886	3797	2048	8605
ENSG00000015676	8216	10616	11198	5842	9696	6517	10871	10528	12842	10651	6302	6451	9356	11085	11038	11736	9833	16082
ENSG00000016082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016391	3855	2997	2006	581	2117	3105	884	1971	4605	1192	738	1797	1721	2766	4034	1858	3469	7515
ENSG00000016402	43	126	5	755	61	25	125	19	138	139	31	43	28	21	15	5	74	35
ENSG00000016490	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000016602	273	11	1	11	42	5	64	62	69	116	87	120	117	177	275	1	89	2
ENSG00000016864	3072	3714	3402	2490	2317	3964	2866	4175	3741	4177	2077	2485	3292	2755	2554	2765	3192	9139
ENSG00000017260	7669	9292	6047	6513	7348	7354	5229	9303	11437	4406	2349	6425	6733	5802	5009	7702	6794	15261
ENSG00000017427	101	70	8	23	42	36	10	40	38	19	30	22	25	35	33	8	91	125
ENSG00000017483	4209	4960	1453	5100	1821	3680	11594	3131	7181	1375	4544	1641	6837	5764	6461	6741	2783	5195
ENSG00000017797	3696	3555	3029	4896	3396	4926	3651	4692	5180	3251	1471	3362	4769	2622	4907	3928	5344	8613
ENSG00000018189	17950	21425	16748	15919	10251	5171	13010	18211	16849	9515	6541	13956	10287	15212	12536	12700	14297	24391
ENSG00000018236	25507	38555	3760	7883	24444	2847	3424	32010	32723	3974	7117	24026	19475	19014	4010	16153	30727	95392
ENSG00000018280	345	286	365	1257	3073	1150	78	233	251	3442	858	664	497	582	3608	48	2768	2406
ENSG00000018408	2465	2044	480	4118	7004	6372	1696	1057	3095	8819	1745	2505	4899	1168	1570	885	3763	3519
ENSG00000018510	3246	3322	2374	2603	2861	1924	1934	3378	4046	1703	1330	2633	2376	2251	1620	3051	2629	5387
ENSG00000018607	3	5	5	3	5	0	10	1	6	3	3	1	1	8	6	5	1	4
ENSG00000018610	1081	1376	1468	1315	905	1151	1434	1380	1395	1514	779	857	830	1269	1435	1180	1491	2145
ENSG00000018625	31686	71960	13190	104233	41859	31118	48320	19421	162373	14145	12853	58287	34971	24230	26434	3933	44119	157150
ENSG00000018699	708	773	830	771	741	754	900	754	1023	993	405	587	989	697	707	1307	813	1198
ENSG00000018869	464	275	188	475	228	153	281	493	290	387	145	292	433	159	186	161	369	429
ENSG00000019102	19	62	29	28	85	25	138	9	69	180	45	10	57	36	36	26	16	51
ENSG00000019144	11916	5985	6484	6589	5994	7340	5410	10998	9271	10353	4512	7810	6941	16438	25696	12595	7247	16548
ENSG00000019169	14	71	85	193	3	209	38	225	7	12	14	29	2	49	13	3	367	172
ENSG00000019186	21	14	13	6	17	13	53	25	87	20	7	3	13	41	33	44	12	11
ENSG00000019485	1512	1447	1101	1062	1574	857	1208	1786	1863	676	781	1535	824	1664	2443	1069	1429	2624
ENSG00000019505	129	2361	3260	72	4838	55	1511	138	3973	897	323	72	706	1302	1339	158	42	1029
ENSG00000019549	113	85	71	1397	30	133	96	256	90	297	133	222	146	66	99	335	76	265
ENSG00000019582	10877	21689	10967	48245	69891	173985	11324	10433	20317	67028	28194	6393	33187	24757	25813	4636	70399	134595
ENSG00000019991	109	132	11	44	888	1814	65	154	133	273	29	102	320	48	521	47	170	723
ENSG00000019995	1954	1449	1464	714	1729	946	1485	2620	2503	582	241	1536	2053	1133	1315	1534	1971	3369
ENSG00000020129	3721	6455	3876	4382	23820	3812	11578	5800	18079	6074	2273	2458	7557	3229	5943	2445	3489	11236
ENSG00000020181	925	1615	713	1304	584	1211	2943	691	1072	957	583	425	1558	1284	1236	1067	641	2241
ENSG00000020219	9	3	3	1	3	0	2	2	2	4	2	1	9	3	3	5	0	5
ENSG00000020256	1122	923	882	1135	794	633	1157	1066	1252	1269	470	941	1380	973	1132	837	912	1486
ENSG00000020426	1078	1235	574	933	646	513	875	1204	964	634	613	1173	1319	907	730	841	1011	1684
ENSG00000020577	1716	3356	3690	3158	5983	8076	1445	2650	5165	2832	2238	2017	4575	3388	4404	1719	3394	5324
ENSG00000020633	143	127	71	238	166	246	78	127	202	230	102	100	205	139	373	63	134	708
ENSG00000020922	1365	1410	722	1146	1042	821	1127	1558	1858	1004	600	1280	1504	922	821	1346	1318	2055
ENSG00000021300	30960	34527	8907	9067	12740	53518	21820	24119	53169	18623	31586	21850	18535	34685	32103	4833	20044	18442
ENSG00000021355	825	623	335	1590	893	1240	652	511	662	2342	748	480	664	529	971	232	2294	2325
ENSG00000021461	36	7	13	7	7	9	0	15	15	3	0	25	8	14	10	14	7	35
ENSG00000021488	48	12	22	30	38	12	9	22	7	47	9	23	60	5	20	13	23	47
ENSG00000021574	3159	3791	2345	2493	2164	1160	2818	3550	3954	2024	1326	2798	1588	2314	1845	4553	2878	4673
ENSG00000021645	149	2443	860	182	5059	189	742	271	2954	606	417	221	356	2057	1499	339	174	2630
ENSG00000021762	1561	1546	3128	2910	1051	1204	1657	1415	2212	2795	2652	1886	1104	3305	4004	1537	1244	3455
ENSG00000021776	3448	3428	3341	3327	3083	2777	3620	4456	4949	2743	859	2720	3624	2296	2461	1369	3702	6044
ENSG00000021826	1287	2345	432	1694	1793	274	327	6352	929	450	602	2289	2945	196	243	690	655	2406
ENSG00000021852	0	2	0	0	2	0	9	1	1	1	0	0	2	0	1	0	0	1
ENSG00000022267	26116	32819	23982	11954	21388	19249	12299	28645	31126	11291	7741	27065	16722	20085	14726	16490	25321	62429
ENSG00000022277	7825	9719	8162	7629	6346	8640	8122	10404	9804	7912	7516	5599	6081	9261	8792	6179	8928	15041
ENSG00000022355	110	3090	94	1	5161	84	1042	92	4553	170	70	57	732	102	251	338	35	915
ENSG00000022556	131	18	4	38	287	90	6	3	35	35	7	3	5	3	113	4	48	173
ENSG00000022567	769	776	1126	324	1108	890	770	1916	1070	1204	461	674	2367	651	1133	637	938	1539
ENSG00000022840	9230	8912	10198	8679	8000	7323	8720	4877	7985	10456	5711	6329	11102	7801	8355	7679	9586	15496
ENSG00000022976	660	724	399	463	404	191	795	727	456	343	310	431	612	573	677	692	501	816
ENSG00000023041	1516	841	1718	1396	1570	1865	1788	1885	2082	1380	962	1359	2247	1496	1567	1702	2046	2826
ENSG00000023171	1899	3656	6085	2241	4943	3867	5509	2781	8113	888	2149	2822	918	6504	11114	3343	3718	7337
ENSG00000023191	7969	8204	14832	10588	3900	11227	9861	9122	8346	9543	16055	5193	5911	12620	15042	8396	7620	12126
ENSG00000023228	8584	13074	10706	7628	7474	5581	5806	7341	14173	4548	3292	6259	6896	7417	5160	7601	6054	15586
ENSG00000023287	5252	5294	4160	4909	4866	2904	4487	5608	9006	2690	1117	4585	8131	2864	3147	4753	3948	8879
ENSG00000023318	2189	2462	2506	3288	1961	3184	2212	2300	2685	3042	1428	1640	3153	1880	2043	2334	3018	4003
ENSG00000023330	2720	3409	3110	2137	2410	2588	2438	2051	2746	1823	597	1603	2934	2431	2520	1128	3480	5034
ENSG00000023445	257	113	16	1319	138	695	98	65	137	290	101	70	112	202	176	48	94	156
ENSG00000023516	9346	7149	8083	6539	9809	5537	5669	12305	15728	3026	2387	8292	4044	5684	4605	10761	7506	19095
ENSG00000023572	181	275	413	209	176	307	240	190	249	369	177	114	280	186	218	209	138	337
ENSG00000023608	449	538	339	1895	450	325	435	588	485	483	304	514	531	477	422	463	512	1070
ENSG00000023697	1723	2101	1991	1465	1465	2479	1144	5386	2215	1386	808	1827	1780	1737	1432	1408	2471	4820
ENSG00000023734	8134	10220	9667	10009	6298	4892	7421	19640	11325	9542	4699	7051	8485	6947	5609	8011	6259	13789
ENSG00000023839	28	19	78	12	21	45	48	73	28	19	10	49	78	30	48	12	72	55
ENSG00000023892	527	328	108	592	413	878	203	367	329	909	347	238	432	269	650	53	1364	1379
ENSG00000023902	2833	2432	3347	1733	2457	4392	2924	2301	3638	8223	4904	2085	4980	2476	5797	1445	4199	6713
ENSG00000023909	568	1118	967	1304	1071	1345	775	703	1109	1206	481	551	815	491	364	447	953	1618
ENSG00000024048	3086	2743	3023	2501	2784	2197	2260	2899	3927	1509	967	2702	3223	2422	2770	2956	3486	5305
ENSG00000024422	3435	1456	4324	3468	1927	3486	3442	2636	1221	3052	2663	1127	8502	3696	2993	959	1282	4233
ENSG00000024526	149	115	19	491	57	18	152	257	56	463	29	36	1310	40	20	27	166	84
ENSG00000024862	494	794	449	957	950	1152	811	815	979	841	549	482	762	633	603	316	583	1797
ENSG00000025039	6298	8256	14998	1915	3793	4742	5179	9096	8615	2934	4250	4845	2833	5928	3641	5306	4733	9964
ENSG00000025156	1755	1600	2026	1182	1223	951	1761	2026	2102	1529	638	1382	1532	1379	1021	1576	773	2995
ENSG00000025293	4094	4513	4014	1934	3526	2723	3531	5792	5207	2801	1809	3197	3843	3531	3128	4195	3620	7787
ENSG00000025423	210	581	440	337	167	975	158	206	3003	92	461	175	526	754	400	657	170	272
ENSG00000025434	850	822	1042	795	660	971	1391	1217	1212	943	1253	558	481	1565	2099	1200	898	2181
ENSG00000025708	181	223	420	1927	997	1934	122	162	135	3569	896	125	1103	216	4999	137	8312	1389
ENSG00000025770	3013	2719	3980	3120	2646	2662	5538	4004	4194	6088	5743	2321	3549	5396	6332	4146	3924	4632
ENSG00000025772	1835	2766	2136	3614	1708	1772	1835	1948	2039	2661	1192	1181	2777	1312	1343	1322	1812	2178
ENSG00000025796	6447	8575	7309	6798	4834	8825	5945	7877	9809	6016	3152	5332	6985	6175	4437	5132	6272	12166
ENSG00000025800	4797	5757	2782	4130	4944	2031	2774	5336	3824	2736	1745	3697	5283	2626	2886	1965	5136	8552
ENSG00000026025	21210	52925	8475	161878	83338	72437	22998	45640	8957	85129	33419	21561	68398	6669	10447	8656	33205	166810
ENSG00000026036	233	93	396	105	294	81	421	162	285	233	58	177	584	359	615	230	239	295
ENSG00000026103	90	290	201	1418	565	1534	485	233	1193	822	192	85	344	559	331	122	385	464
ENSG00000026297	2522	1540	1346	1989	1614	3283	1270	1650	1666	4665	3153	1597	1959	2186	2904	653	3112	7128
ENSG00000026508	2729	10480	12897	31060	22055	46304	839	11679	4391	12643	7600	5358	5161	3875	13334	205	9297	39996
ENSG00000026559	53	97	935	329	159	8098	33	0	35	56	954	52	37	516	174	1	105	324
ENSG00000026652	4549	2366	3126	1999	2896	1350	3312	3017	3861	3239	3072	2769	4367	4163	3468	1903	1800	4524
ENSG00000026751	6	22	27	64	23	292	16	1	21	41	27	4	15	8	19	25	24	82
ENSG00000026950	1540	1049	1292	2653	1465	2156	1676	1536	1903	1343	491	636	1867	1635	4684	1014	3633	4959
ENSG00000027001	485	622	908	1620	458	757	404	656	642	869	347	445	457	372	537	340	706	1481
ENSG00000027075	511	980	293	854	378	975	1278	422	751	597	428	417	657	587	536	828	599	1500
ENSG00000027644	20	31	61	125	25	8	11	10	18	14	30	9	12	70	23	7	11	75
ENSG00000027697	6887	4988	3148	6342	4102	4507	2458	4715	5500	4071	2096	4144	3973	4377	4065	3637	6110	15385
ENSG00000027847	1407	1167	1851	1993	1001	2190	2068	1785	1655	2310	2194	971	1350	1590	2060	1203	1233	2355
