TCGA.A6.A565	TCGA.A6.2671	TCGA.AA.A02K	TCGA.AZ.4682	TCGA.AA.3973	TCGA.A6.5664	TCGA.A6.A566	TCGA.AZ.6600	TCGA.AA.3680	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.CM.4748	TCGA.AA.3692
ENSG00000230869	6	0	11	2	2	5	5	0	5	6	2	3	2	1
ENSG00000230870	9	7	32	3	7	1	8	4	2	11	1	13	0	14
ENSG00000230871	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000230872	24	4	27	5	5	6	8	19	4	6	2	3	1	8
ENSG00000230873	5	27	33	114	4	50	18	38	9	1	5	11	1	155
ENSG00000230876	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230879	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230881	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000230882	598	10	81	100	19	67	309	147	154	11	60	60	6	68
ENSG00000230886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230889	1	5	0	0	1	0	1	0	0	0	2	0	3	0
ENSG00000230891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230894	1	0	9	1	0	0	3	0	0	2	1	0	3	0
ENSG00000230896	92	21	69	104	27	40	35	64	55	54	40	39	2	78
ENSG00000230897	81	167	50	280	148	28	42	13	13	21	93	30	5	381
ENSG00000230898	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000230899	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000230902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230904	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230908	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230910	5	0	1	0	1	4	3	7	2	0	1	2	0	1
ENSG00000230911	4	7	3	1	1	0	1	1	1	2	6	2	0	5
ENSG00000230912	23	1	5	4	3	5	3	2	2	6	3	2	3	3
ENSG00000230913	2	2	1	2	0	1	0	0	0	0	0	0	0	0
ENSG00000230914	0	1	1	0	1	0	1	0	1	2	0	0	1	1
ENSG00000230916	47	4	20	8	0	130	11	396	3	48	2	4	2	2
ENSG00000230918	4	2	2	1	0	1	0	0	0	1	2	1	0	0
ENSG00000230920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230922	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230923	1	0	2	0	0	0	0	2	0	0	0	0	1	1
ENSG00000230926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230927	2	6	1	0	0	1	0	0	0	0	0	1	1	0
ENSG00000230928	4	0	0	0	1	1	0	1	0	3	0	0	1	0
ENSG00000230929	13	17	14	13	19	6	3	11	5	2	18	6	0	31
ENSG00000230931	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230932	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000230934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230935	0	0	0	5	0	0	1	0	0	0	0	0	0	6
ENSG00000230936	0	1	0	0	0	0	0	0	0	0	0	0	13	0
ENSG00000230937	6	0	1	0	0	1	1	0	1	0	0	0	1	0
ENSG00000230941	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230942	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230943	9	0	4	31	0	6	5	3	6	4	2	1	0	2
ENSG00000230944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230945	1	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000230946	6	0	0	2	1	1	0	1	0	2	0	0	0	0
ENSG00000230947	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000230948	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000230950	1	0	0	0	1	0	0	0	0	0	1	1	0	0
ENSG00000230951	3	0	1	4	1	1	0	0	6	1	0	0	6	2
ENSG00000230952	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000230953	57	9	12	9	3	12	5	19	8	13	4	7	0	3
ENSG00000230955	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230956	2	3	0	0	3	1	1	0	3	0	7	2	0	6
ENSG00000230958	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000230960	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ENSG00000230962	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230964	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000230965	0	0	1	0	0	0	0	1	1	0	0	0	0	2
ENSG00000230967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230969	1	0	0	0	0	1	1	0	0	1	0	0	3	0
ENSG00000230970	0	0	1	0	0	0	1	3	0	1	0	0	0	0
ENSG00000230972	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000230973	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230975	0	0	53	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230977	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230978	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230979	43	135	31	146	25	28	28	25	7	31	29	23	0	57
ENSG00000230980	2	1	4	3	0	0	0	0	0	0	0	0	0	3
ENSG00000230982	82	4	31	4	4	27	33	20	7	14	6	11	0	9
ENSG00000230986	0	0	1	1	1	0	0	0	0	0	0	0	0	0
ENSG00000230987	3	1	1	1	4	4	1	0	2	1	3	0	27	1
ENSG00000230988	3	0	2	2	1	0	1	1	0	2	1	0	0	3
ENSG00000230989	4445	3548	6702	10340	2714	4460	3684	3538	1819	4026	4805	3506	283	6020
ENSG00000230990	2	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000230991	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230992	0	1	0	1	1	2	0	0	0	1	0	2	3	1
ENSG00000230993	9	5	4	8	0	2	1	0	0	3	2	0	0	4
ENSG00000230994	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000230997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230999	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000231001	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231004	1	0	1	4	0	0	0	0	0	0	0	0	0	0
ENSG00000231005	0	1	1	1	0	0	0	0	0	0	0	2	0	1
ENSG00000231006	21	39	8	36	10	8	9	5	5	18	14	7	3	34
ENSG00000231007	11	82	37	9	4	30	8	10	13	3	15	29	2	20
ENSG00000231009	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231010	4	1	12	6	2	1	4	5	3	7	3	1	0	9
ENSG00000231011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231013	4	2	21	11	1	1	0	0	0	15	0	0	3	1
ENSG00000231015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231017	3	0	0	2	2	0	1	0	0	1	0	0	0	0
ENSG00000231018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231022	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000231023	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000231024	2	0	4	0	4	3	2	2	0	0	0	0	0	0
ENSG00000231026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231028	14	1	25	9	11	10	11	10	10	5	10	2	2	3
ENSG00000231029	1	0	0	2	1	0	0	0	0	0	1	0	0	0
ENSG00000231031	1	0	1	0	0	0	0	2	0	0	0	0	2	0
ENSG00000231032	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231034	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000231035	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000231039	7	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231043	59	54	28	30	73	16	22	7	46	7	80	65	5	90
ENSG00000231046	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231047	3	1	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000231049	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000231050	12	3	39	16	3	14	5	1	6	4	6	4	6	14
ENSG00000231051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231052	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231053	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231054	0	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000231056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231057	3	0	1	2	0	1	0	0	4	0	0	1	1	4
ENSG00000231058	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231060	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000231061	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231062	10	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000231063	1	1	2	0	0	1	1	0	0	1	0	1	2	0
ENSG00000231064	107	28	71	13	15	26	42	21	10	14	10	8	4	13
ENSG00000231066	4	4	23	30	1	6	7	1	0	4	3	3	0	9
ENSG00000231068	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231069	0	1	0	1	1	1	1	4	1	7	0	0	0	1
ENSG00000231070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231072	2	4	4	4	0	4	1	0	2	4	0	0	0	3
ENSG00000231073	12	0	7	2	0	2	3	3	0	3	1	0	2	0
ENSG00000231074	2205	491	1702	1126	514	988	885	859	473	1049	480	607	28	650
ENSG00000231078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231079	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231080	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231081	21	7	20	10	13	1	6	4	4	0	5	6	0	11
ENSG00000231082	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000231083	2	0	2	2	0	1	1	0	0	3	0	0	0	1
ENSG00000231084	25	5	11	6	7	8	26	9	5	9	15	5	0	5
ENSG00000231086	1	0	0	2	0	0	0	1	0	0	0	1	0	0
ENSG00000231087	6	0	1	2	0	1	1	4	1	2	5	2	0	0
ENSG00000231090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231092	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231093	2	9	0	1	4	0	0	0	2	0	4	1	3	2
ENSG00000231095	8	5	0	0	1	0	1	1	0	0	2	0	3	1
ENSG00000231096	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231098	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231099	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000231100	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231102	1	1	3	0	0	2	1	0	1	1	0	3	1	0
ENSG00000231103	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231104	7	1	5	0	0	4	2	0	1	9	1	4	1	1
ENSG00000231105	52	5	27	1	0	14	7	12	0	7	2	0	1	0
ENSG00000231106	43	5	4	128	0	22	31	31	0	1	12	23	1	6
ENSG00000231107	0	1	10	0	0	7	1	1	0	0	1	0	0	0
ENSG00000231108	0	0	1	0	1	2	0	0	0	3	1	0	0	1
ENSG00000231110	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231112	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231113	97	57	97	74	65	57	16	41	34	70	33	43	0	57
ENSG00000231114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231119	8	0	7	4	0	14	0	9	2	6	0	1	1	3
ENSG00000231120	9	14	5	12	14	6	4	3	3	3	17	3	1	18
ENSG00000231122	0	0	1	0	0	0	0	0	0	0	0	2	0	0
ENSG00000231123	3	0	1	1	2	0	55	0	1	0	0	0	1	0
ENSG00000231124	0	2	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000231125	31	2	35	21	16	9	11	9	7	27	6	6	1	6
ENSG00000231128	7	0	0	3	1	1	3	4	0	3	0	3	0	0
ENSG00000231130	4	1	1	2	1	1	4	2	0	0	2	0	0	0
ENSG00000231131	1	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000231132	0	0	0	0	2	0	0	0	0	1	0	0	0	0
ENSG00000231133	15	3	5	0	0	3	2	5	0	2	2	0	2	2
ENSG00000231134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231136	0	0	10	0	0	0	0	0	0	3	0	0	0	0
ENSG00000231137	3	0	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000231138	0	0	0	0	0	1	0	1	0	0	0	0	5	0
ENSG00000231139	0	0	0	0	0	0	0	0	0	0	2	0	0	1
ENSG00000231140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231144	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000231147	2	1	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000231148	1	0	2	0	0	1	0	0	1	0	0	0	1	0
ENSG00000231149	3	0	5	0	1	2	0	0	0	1	0	0	0	1
ENSG00000231150	5	0	0	0	0	0	0	1	0	2	0	0	0	0
ENSG00000231152	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231154	57	7	56	41	34	5	10	17	3	35	13	6	0	21
ENSG00000231156	0	0	1	0	1	2	1	0	1	0	0	0	0	1
ENSG00000231158	1	3	0	0	6	1	1	1	0	0	0	0	0	1
ENSG00000231159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231160	117	35	45	103	54	57	45	36	119	40	39	14	3	98
ENSG00000231162	1	3	0	0	0	0	1	0	0	0	2	0	0	2
ENSG00000231163	1	0	0	0	0	0	0	0	0	0	0	0	3	1
ENSG00000231164	0	0	2	3	0	1	0	1	0	1	0	0	0	1
ENSG00000231165	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231167	27	204	38	89	11	23	15	24	4	25	32	8	9	48
ENSG00000231169	7	0	8	9	2	3	2	2	0	2	5	0	0	10
ENSG00000231170	6	2	21	2	1	3	3	6	2	1	1	0	0	10
ENSG00000231171	0	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000231172	2	13	23	19	10	32	1	0	3	32	5	52	1	30
ENSG00000231173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231175	0	1	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000231177	78	30	55	25	13	43	42	63	7	51	9	7	6	15
ENSG00000231178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231181	19	8	14	6	4	6	11	16	4	18	7	5	1	4
ENSG00000231183	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231184	1	4	0	2	1	1	1	0	1	0	1	0	4	0
ENSG00000231185	31	4	159	15	4	11	20	3	8	12	7	12	1	5
ENSG00000231187	1	1	0	1	0	7	1	0	1	1	1	1	0	0
ENSG00000231188	4	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000231189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231193	0	0	3	0	3	1	0	3	0	1	0	0	1	0
ENSG00000231194	7	10	3	5	3	2	1	1	1	3	1	6	0	5
ENSG00000231195	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231198	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231199	1	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000231201	3	0	1	0	0	0	1	4	0	1	0	0	0	0
ENSG00000231202	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000231203	27	31	5	9	0	9	9	6	1	6	11	3	3	13
ENSG00000231204	1	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSG00000231205	119	6	7	18	8	31	31	23	10	7	11	6	2	11
ENSG00000231206	3	0	2	1	1	16	2	0	0	2	4	1	3	3
ENSG00000231207	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231208	0	0	1	0	0	0	0	0	0	0	0	1	1	1
ENSG00000231210	0	0	0	4	0	1	0	0	0	0	0	0	0	2
ENSG00000231211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231212	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000231213	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000231216	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000231219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231221	4	0	5	6	1	17	4	0	8	0	0	0	0	1
ENSG00000231222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231226	120	20	133	104	14	35	41	22	15	35	26	28	1	26
ENSG00000231227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231231	0	0	0	0	0	1	2	1	0	0	0	0	0	0
ENSG00000231232	0	1	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000231233	6	1	4	1	1	6	23	1	0	2	1	0	1	2
ENSG00000231234	39	80	40	23	37	12	18	2	19	12	47	23	3	46
ENSG00000231235	0	7	0	0	3	0	0	0	0	0	2	0	1	2
ENSG00000231236	1	0	1	0	0	2	6	0	0	0	0	0	0	0
ENSG00000231237	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231240	4	0	134	1	17	7	1	0	0	0	0	0	0	4
ENSG00000231241	2	0	1	1	0	1	3	0	0	0	1	2	3	1
ENSG00000231243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231244	0	4	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000231245	3	0	8	4	0	79	34	32	0	42	2	0	0	37
ENSG00000231246	5	3	0	1	1	10	2	16	0	1	0	0	1	2
ENSG00000231248	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231249	14	2	5	6	0	5	7	1	1	3	2	2	3	7
ENSG00000231251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231252	16	1	4	151	11	214	3	4	22	150	64	48	3	62
ENSG00000231253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231254	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000231255	0	0	0	0	0	0	1	0	4	0	0	0	0	1
ENSG00000231256	2	0	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000231258	0	0	1	0	0	1	0	0	0	1	0	0	2	0
ENSG00000231259	87	39	62	25	62	39	28	11	15	32	20	21	0	59
ENSG00000231261	1	4	0	1	0	0	0	0	0	0	1	0	0	1
ENSG00000231264	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231265	0	0	0	0	0	4	0	0	0	1	0	0	2	0
ENSG00000231266	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231270	1	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231271	3	0	4	5	0	0	5	6	1	5	1	0	0	1
ENSG00000231272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231274	8	2	4	0	3	4	5	11	1	1	0	1	2	0
ENSG00000231276	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000231278	0	1	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000231280	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000231290	5	6	2	4	6	8	52	4	0	2	2	0	0	3
ENSG00000231291	0	0	11	0	0	0	0	0	0	1	0	0	0	1
ENSG00000231292	80	3	5	20	2	59	5	323	29	10	19	1	0	15
ENSG00000231293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231295	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000231296	5	0	3	0	0	0	0	0	1	5	0	0	0	1
ENSG00000231297	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000231298	79	4	8	11	1	8	15	7	7	8	1	16	0	2
ENSG00000231299	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231300	0	4	0	0	1	0	0	0	0	0	2	1	0	2
ENSG00000231301	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231302	1	1	0	2	1	0	0	2	0	0	0	0	0	4
ENSG00000231304	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231305	44	15	126	8	5	8	19	6	4	13	1	2	5	1
ENSG00000231307	3	0	7	4	0	3	1	2	0	5	2	0	0	1
ENSG00000231310	6	1	10	1	4	6	4	0	1	0	0	0	2	1
ENSG00000231311	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000231312	448	38	488	380	183	320	221	275	86	170	190	148	9	128
ENSG00000231313	15	27	10	15	6	1	8	0	5	1	24	14	0	37
ENSG00000231316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231317	4	0	1	0	0	2	0	0	0	1	1	0	0	0
ENSG00000231322	3	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231324	0	0	39	0	1	0	1	0	1	1	1	0	3	0
ENSG00000231326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231327	28	4	72	28	6	17	15	19	12	17	13	4	0	38
ENSG00000231328	5	0	2	3	2	0	3	0	0	0	1	0	1	2
ENSG00000231329	32	5	2	3	1	11	10	14	3	12	2	1	1	1
ENSG00000231331	38	1	0	4	0	15	0	41	14	34	45	2	1	5
ENSG00000231332	0	0	0	1	0	0	0	0	0	0	0	0	2	0
ENSG00000231333	5	2	2	6	5	3	4	1	0	0	1	1	0	6
ENSG00000231334	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231336	1	0	1	0	0	0	3	1	0	1	0	0	0	0
ENSG00000231340	9	1	11	1	0	0	4	6	0	5	1	4	0	1
ENSG00000231341	5	41	2	1	4	3	0	2	0	1	7	2	0	5
ENSG00000231344	10	4	4	3	2	0	1	1	2	8	2	4	1	5
ENSG00000231345	89	0	164	261	8	74	13	18	78	154	62	25	9	118
ENSG00000231346	14	4	9	9	2	6	4	4	3	5	1	6	6	3
ENSG00000231349	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231351	1	0	4	1	0	0	0	0	0	0	1	0	0	2
ENSG00000231353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231355	3	0	1	2	0	0	0	0	0	2	0	0	0	1
ENSG00000231356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231357	0	1	0	0	0	0	1	0	0	0	1	0	3	1
ENSG00000231358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231359	14	5	26	12	17	2	1	5	4	1	2	4	0	19
ENSG00000231361	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000231362	4	3	2	7	0	3	2	0	0	3	1	0	0	2
ENSG00000231364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231365	413	85	615	298	21	232	200	117	103	234	181	120	16	204
ENSG00000231366	0	0	0	1	1	1	0	0	0	0	1	0	0	0
ENSG00000231367	1	1	9	7	3	5	0	1	0	0	5	3	2	1
ENSG00000231368	0	0	0	5	0	0	0	0	0	1	0	0	0	1
ENSG00000231369	18	311	7	24	173	7	8	3	17	5	148	27	11	176
ENSG00000231371	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000231373	1	1	0	0	0	0	1	15	0	0	0	2	0	2
ENSG00000231375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231376	0	0	0	1	0	1	1	0	0	0	0	0	0	1
ENSG00000231378	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000231381	4	1	0	5	2	0	0	0	0	0	1	0	0	8
ENSG00000231382	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000231383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231384	1	0	0	0	1	1	0	0	0	0	1	0	0	1
ENSG00000231386	0	0	0	0	1	0	1	0	0	0	1	0	0	2
ENSG00000231388	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000231389	10141	2529	1195	2182	1672	8855	12710	3684	2557	3049	1679	946	97	4941
ENSG00000231390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231392	1	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000231393	13	1	2	0	2	1	4	0	0	2	1	0	1	1
ENSG00000231394	0	0	0	0	0	0	0	0	0	1	0	1	1	0
ENSG00000231395	24	0	5	0	0	4	2	11	1	0	0	3	0	0
ENSG00000231396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231397	0	0	2	1	0	0	0	0	0	1	2	0	0	1
ENSG00000231398	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231401	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231402	2	0	0	3	1	0	0	0	0	0	0	0	1	2
ENSG00000231403	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231404	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231405	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231407	66	5	20	17	7	8	30	33	8	6	6	5	0	12
ENSG00000231409	15	3	15	57	12	7	11	8	4	13	3	1	0	19
ENSG00000231411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231412	275	2	131	41	1	19	42	85	4	3	7	1	0	22
ENSG00000231413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231414	7	1	8	34	3	5	7	5	0	7	5	1	0	9
ENSG00000231416	5	92	3	4	29	1	4	1	7	0	11	10	8	46
ENSG00000231417	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ENSG00000231418	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231419	3	3	2	8	1	21	0	3	5	3	0	2	9	2
ENSG00000231420	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231421	0	0	0	0	0	0	3	0	0	0	0	0	1	1
ENSG00000231422	1	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSG00000231423	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231424	0	1	2	1	0	2	2	2	1	2	0	1	0	1
ENSG00000231426	1	1	0	0	2	1	2	0	0	0	0	0	0	1
ENSG00000231427	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000231428	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231431	1	0	25	0	9	1	0	0	0	0	0	0	5	5
ENSG00000231434	9	9	3	5	3	6	11	13	3	3	7	1	1	10
