TCGA.EB.A6QZ	TCGA.EB.A5KH	TCGA.EB.A6QY	TCGA.EB.A553	TCGA.EB.A57M	TCGA.EB.A85J	TCGA.D3.A51H	TCGA.EB.A3Y6	TCGA.EB.A5SH	TCGA.EB.A5UL	TCGA.W3.A825	TCGA.EB.A3XC
ENSG00000225458	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225460	1	0	0	0	0	0	23	0	0	5	2	0
ENSG00000225462	3	1	3	0	1	1	0	3	1	0	0	1
ENSG00000225463	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225465	3	0	1	4	11	624	15	25	353	5	79	15
ENSG00000225466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225469	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225470	577	224	983	957	192	540	669	1487	402	1341	1540	452
ENSG00000225471	5	3	2	10	29	8	8	6	3	5	30	3
ENSG00000225472	2	2	4	0	4	0	5	1	0	2	3	0
ENSG00000225473	0	0	3	0	0	0	3	0	0	0	1	0
ENSG00000225475	0	3	0	2	2	0	1	0	2	0	1	0
ENSG00000225476	0	0	0	2	1	1	1	0	0	0	0	0
ENSG00000225477	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225480	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225482	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225483	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225484	291	445	599	205	437	402	475	439	261	428	344	228
ENSG00000225486	0	0	5	0	0	1	2	0	0	1	0	0
ENSG00000225487	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225488	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225489	15	20	4	1	5	38	62	15	0	59	15	37
ENSG00000225491	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225492	17	4	23	35	34	184	78	166	11	262	120	41
ENSG00000225493	0	0	0	0	1	1	1	0	1	0	10	0
ENSG00000225496	0	0	3	1	0	0	1	1	0	0	0	1
ENSG00000225497	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225498	1	0	2	0	0	1	0	1	0	4	3	0
ENSG00000225499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225501	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225502	0	0	0	0	0	0	0	2	1	1	0	0
ENSG00000225505	0	0	0	1	0	0	0	0	2	0	0	0
ENSG00000225506	10	2	8	2	0	4	1	7	0	5	22	2
ENSG00000225507	136	62	167	8	62	70	158	185	59	229	184	94
ENSG00000225508	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225509	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225510	0	0	0	1	0	1	1	1	0	0	0	0
ENSG00000225511	11	1	63	38	8	8	15	34	3	8	19	3
ENSG00000225513	0	0	0	0	0	0	1	1	0	6	0	2
ENSG00000225514	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225516	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225518	49	23	28	11	49	93	36	34	19	87	68	41
ENSG00000225519	0	0	3	0	0	0	0	0	1	0	0	0
ENSG00000225521	0	2	0	2	0	0	2	1	0	1	3	0
ENSG00000225522	0	1	0	3	0	0	0	0	0	0	0	0
ENSG00000225523	0	13	0	0	12	0	20	0	0	20	9	0
ENSG00000225526	14	3	13	3	7	9	4	33	6	10	14	14
ENSG00000225527	0	0	1	1	0	3	2	1	0	3	2	1
ENSG00000225528	19	2	9	11	6	5	23	21	6	10	12	2
ENSG00000225530	1	0	1	0	0	2	0	0	0	0	0	0
ENSG00000225531	6	1	4	0	7	1	43	8	0	5	5	3
ENSG00000225532	0	0	3	1	0	0	0	0	0	0	0	1
ENSG00000225533	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225535	7	6	16	10	7	8	22	4	0	9	0	6
ENSG00000225536	3	1	1	0	2	2	4	0	0	1	2	1
ENSG00000225537	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225538	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225539	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000225542	0	0	1	0	0	1	3	0	0	0	0	0
ENSG00000225544	1	0	1	0	18	0	0	19	0	33	3	0
ENSG00000225545	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225546	24	0	7	0	0	0	3	0	0	1	0	0
ENSG00000225548	1	0	0	0	0	0	1	0	0	0	0	4
ENSG00000225549	1	0	1	0	0	0	0	0	0	0	1	0
ENSG00000225551	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225552	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225555	1	1	1	2	1	1	2	11	0	5	2	1
ENSG00000225556	61	122	116	50	56	172	27	280	45	148	19	130
ENSG00000225557	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225558	3	4	11	5	3	1	1	9	7	5	1	8
ENSG00000225559	0	0	0	1	0	0	0	0	0	0	1	1
ENSG00000225560	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225561	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225563	2	0	9	0	0	0	0	0	0	0	1	1
ENSG00000225564	0	1	2	0	1	0	0	0	1	0	0	0
ENSG00000225568	0	0	0	0	0	0	2	0	0	1	2	0
ENSG00000225569	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000225570	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225572	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000225573	27	9	10	26	24	40	42	31	12	15	48	24
ENSG00000225574	0	0	0	0	0	0	0	0	0	0	61	0
ENSG00000225578	3	2	30	3	3	5	7	12	1	10	9	1
ENSG00000225579	2	1	5	0	0	1	4	1	0	3	3	1
ENSG00000225580	6	4	5	6	7	4	5	7	0	10	3	5
ENSG00000225581	0	0	0	0	0	1	0	0	2	0	0	0
ENSG00000225582	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225583	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225585	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225588	2	0	28	2	0	1	1	1	0	6	7	0
ENSG00000225591	2	3	0	1	2	6	9	2	1	2	6	1
ENSG00000225594	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225595	0	0	0	0	1	2	0	0	0	0	1	0
ENSG00000225598	1	0	1	0	0	0	0	0	0	2	0	0
ENSG00000225602	0	0	0	0	3	0	1	0	0	4	1	0
ENSG00000225603	0	0	9	0	0	1	34	5	0	3	14	1
ENSG00000225605	0	0	2	1	0	0	1	0	0	0	0	0
ENSG00000225606	0	1	0	6	137	129	3	1	428	0	0	29
ENSG00000225609	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225610	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225611	1	0	3	0	4	6	4	4	3	2	10	2
ENSG00000225612	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225613	0	0	0	0	0	0	2	0	3	0	1	0
ENSG00000225614	415	147	109	324	657	298	337	362	538	154	1831	167
ENSG00000225615	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225616	4	3	3	2	3	4	6	3	7	5	2	5
ENSG00000225619	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225620	0	0	0	0	0	2	0	1	0	0	0	0
ENSG00000225622	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225623	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225624	0	0	0	0	0	0	6	0	0	1	0	0
ENSG00000225625	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225626	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225630	7910	14558	9424	67198	18258	5322	43636	14514	18867	13712	921	2326
ENSG00000225632	0	0	1	0	0	0	4	0	0	0	0	0
ENSG00000225636	0	1	2	0	0	0	2	0	0	0	0	0
ENSG00000225637	4	1	7	1	7	12	2	5	2	7	2	1
ENSG00000225638	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225639	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225640	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225642	2	2	1	0	1	1	0	1	0	0	1	0
ENSG00000225643	55	7	2	1	10	17	6	8	14	4	15	21
ENSG00000225644	5	2	1	0	2	6	2	0	0	1	0	1
ENSG00000225647	1	2	13	0	1	2	0	2	6	5	0	1
ENSG00000225648	881	175	845	190	358	405	467	1033	154	1407	478	1113
ENSG00000225649	250	1	18	40	11	5	3	197	2	6	576	9
ENSG00000225650	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000225652	0	0	1	2	1	1	0	1	0	1	0	0
ENSG00000225653	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000225655	0	0	0	0	0	0	5	0	0	0	2	0
ENSG00000225656	0	0	0	0	1	0	0	2	0	0	0	0
ENSG00000225657	0	0	1	4	0	0	1	0	0	0	0	0
ENSG00000225658	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000225660	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225661	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000225662	0	0	0	3	1	0	3	0	0	0	0	0
ENSG00000225663	6700	9173	3171	4203	6433	7176	3554	5787	11687	8543	8737	2728
ENSG00000225664	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225665	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225669	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225670	5	0	15	24	29	1	154	3	4	4	8	15
ENSG00000225671	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225672	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225673	0	0	0	0	0	0	0	0	5	0	0	0
ENSG00000225674	4	4	1	0	1	3	3	1	0	2	1	4
ENSG00000225675	2	1	32	0	1	3	10	2	0	16	1	19
ENSG00000225676	1	0	4	1	0	0	2	0	0	5	0	0
ENSG00000225678	2	0	0	0	4	0	0	0	0	0	3	2
ENSG00000225680	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225683	0	0	1	0	0	1	3	0	0	1	0	2
ENSG00000225684	8	5	3	16	17	32	20	102	152	10	24	31
ENSG00000225685	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225689	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225690	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225693	2	10	1	0	1	1	11	2	1	9	4	16
ENSG00000225695	10	5	18	2	13	5	19	8	5	4	17	6
ENSG00000225697	581	200	1045	1980	1226	1436	647	1789	2625	2818	2532	1958
ENSG00000225698	0	50	8	20	73	8	208	1	34	26	22	8
ENSG00000225701	0	0	0	0	1	0	1	0	1	0	0	0
ENSG00000225703	2	0	1	0	0	2	0	1	0	2	0	0
ENSG00000225705	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225706	8	0	5	0	8	0	1	15	2	0	26	3
ENSG00000225708	0	0	1	0	1	0	0	0	0	0	1	0
ENSG00000225710	0	0	0	2	0	0	2	0	0	0	0	0
ENSG00000225711	0	0	1	0	0	3	0	0	0	2	0	0
ENSG00000225712	2	1	3	0	3	1	3	1	1	0	1	0
ENSG00000225713	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225715	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000225716	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225718	0	0	0	2	0	0	1	0	0	1	0	0
ENSG00000225719	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225720	1	1	3	6	3	50	44	6	3	29	14	4
ENSG00000225721	9	19	28	6	9	14	15	8	11	31	39	11
ENSG00000225722	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225723	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225724	0	0	0	0	0	0	8	1	0	1	4	0
ENSG00000225725	0	1	0	0	0	0	0	4	1	0	0	0
ENSG00000225726	0	0	1	2	0	0	0	0	0	0	0	1
ENSG00000225727	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225728	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225731	0	0	0	0	8	0	4	2	3	1	0	0
ENSG00000225733	4690	2569	6659	1363	3674	5088	3726	10060	4868	4782	8064	4021
ENSG00000225735	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225738	0	0	0	0	0	0	0	2	0	2	0	0
ENSG00000225739	0	1	1	0	2	1	2	2	0	1	0	1
ENSG00000225740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225741	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000225742	10	5	4	1	0	3	1	3	0	7	7	4
ENSG00000225744	1	2	1	9	0	0	0	0	1	1	0	1
ENSG00000225746	0	0	2	1	0	0	0	1	0	0	72	4
ENSG00000225750	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225751	4	0	1	0	0	0	1	1	0	0	1	1
ENSG00000225752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225755	0	0	1	0	0	0	2	0	0	1	0	0
ENSG00000225756	10	15	17	9	3	173	631	55	36	129	305	5
ENSG00000225758	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225759	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225760	1	0	6	3	0	0	5	0	1	7	0	14
ENSG00000225761	0	0	1	2	0	0	1	0	0	0	1	0
ENSG00000225762	73	6	8	7	15	10	8	5	2	6	13	20
ENSG00000225764	0	0	0	0	1	0	1	5	0	0	18	0
ENSG00000225765	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225766	9	8	9	6	9	14	6	6	12	2	10	17
ENSG00000225767	1	0	0	0	0	0	1	2	0	0	0	0
ENSG00000225768	46	21	63	15	13	33	21	41	17	106	36	41
ENSG00000225769	0	0	0	0	0	0	0	0	1	2	3	0
ENSG00000225770	0	0	2	0	3	2	6	0	2	1	1	1
ENSG00000225774	12	25	20	0	30	15	6	25	12	25	4	8
ENSG00000225775	0	2	22	1	7	2	1	5	9	4	0	18
ENSG00000225777	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225778	17	83	6	20	10	285	10	12	3	44	4	11
ENSG00000225779	1	0	1	0	1	0	3	0	0	2	2	0
ENSG00000225781	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000225783	20	15	90	167	22	465	1650	84	12	1151	949	33
ENSG00000225785	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000225787	0	0	0	0	0	2	0	0	3	0	0	2
ENSG00000225790	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225791	476	145	293	31	217	456	207	769	163	118	346	166
ENSG00000225792	120	1	16	3	15	3	15	35	2	17	7	11
ENSG00000225793	10	8	142	14	6	15	29	10	13	23	18	16
ENSG00000225794	1	0	0	0	0	0	0	0	4	0	2	0
ENSG00000225795	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225796	0	0	0	1	0	0	6	0	0	1	0	0
ENSG00000225797	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225798	1	0	5	0	0	2	2	1	0	4	3	1
ENSG00000225801	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225802	1	0	0	0	0	2	11	0	0	0	0	0
ENSG00000225803	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225805	2	0	1	0	0	1	3	0	0	4	0	0
ENSG00000225806	14	8	2	0	1	0	20	3	3	0	8	2
ENSG00000225807	0	1	0	1	1	0	2	0	0	1	2	0
ENSG00000225808	11	0	7	2	0	5	7	3	1	11	18	3
ENSG00000225809	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225811	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225813	0	0	0	0	0	0	1	0	2	1	0	1
ENSG00000225814	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225815	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225816	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225818	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225819	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225822	0	3	2	4	0	1	7	3	3	3	2	0
ENSG00000225823	0	0	0	0	0	0	0	0	1	1	0	1
ENSG00000225825	0	0	0	0	0	4	14	0	0	10	2	0
ENSG00000225826	13	0	0	0	2	0	0	3	0	0	10	0
ENSG00000225827	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225828	131	34	120	167	27	660	377	257	302	385	322	31
ENSG00000225830	140	338	631	160	301	333	416	299	146	327	355	254
ENSG00000225831	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000225832	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225833	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225836	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225839	1	3	0	0	0	0	3	1	0	0	0	0
ENSG00000225840	2	4	1	10	5	1088	5	1	5	1	3	1
ENSG00000225842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225843	1	0	9	0	0	0	0	0	0	0	0	0
ENSG00000225846	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225849	0	0	6	0	0	0	0	0	0	0	26	2
ENSG00000225850	1	1	2	0	1	7	5	0	7	2	3	1
ENSG00000225851	5	0	1	1	1	11	4	7	0	7	3	5
ENSG00000225854	1	0	0	0	1	0	1	0	1	0	1	0
ENSG00000225855	189	48	285	192	90	153	320	446	83	565	175	98
ENSG00000225856	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225857	1	1	0	0	0	1	4	1	0	0	1	0
ENSG00000225858	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225864	4	0	4	3	3	32	101	15	3	53	18	0
ENSG00000225867	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225868	0	0	2	2	0	8	1	0	0	2	1	0
ENSG00000225869	2	0	0	0	0	2	0	3	0	0	2	0
ENSG00000225870	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225871	2	2	12	0	2	1	28	11	0	6	9	0
ENSG00000225872	8	1	47	3	15	0	2	0	1	69	11	0
ENSG00000225873	1	3	1	7	3	1	12	0	1	0	5	0
ENSG00000225876	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225877	0	0	9	0	0	0	1	0	0	1	0	0
ENSG00000225878	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225879	0	0	2	0	0	0	1	0	0	0	0	0
ENSG00000225880	16	12	32	29	7	27	79	38	24	95	80	24
ENSG00000225881	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225882	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225883	0	0	0	0	1	1	0	1	0	1	3	0
ENSG00000225884	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000225885	1	0	0	3	0	7	208	3	0	14	5	1
ENSG00000225886	41	1	15	1	4	2	11	8	151	32	0	25
ENSG00000225889	121	78	221	116	38	90	420	206	67	147	153	24
ENSG00000225891	12	2	5	8	3	3	21	4	2	6	9	1
ENSG00000225893	1	0	1	0	1	0	1	0	2	0	0	0
ENSG00000225895	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225896	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225898	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000225899	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225900	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000225901	1	0	0	0	1	0	0	1	0	0	0	0
ENSG00000225903	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000225904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225905	0	3	3	2	9	16	11	2	7	1	9	1
ENSG00000225906	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225907	0	0	1	0	4	2	1	0	1	2	1	1
ENSG00000225911	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225912	1	0	4	1	0	3	4	0	1	4	4	1
ENSG00000225913	47	0	20	0	0	0	5	2	0	3	3	0
ENSG00000225914	1	1	0	0	0	2	15	0	0	1	5	5
ENSG00000225916	0	0	1	0	0	0	2	0	0	0	4	0
ENSG00000225918	0	0	1	0	2	1	2	2	1	0	0	0
ENSG00000225919	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225920	10	2	18	2	4	9	16	11	4	24	11	4
ENSG00000225921	2714	2237	3551	2200	2081	4873	2262	3712	2097	5492	2629	3078
ENSG00000225922	0	0	0	0	2	0	0	1	0	0	0	0
ENSG00000225923	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225924	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225925	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225928	0	0	0	1	0	0	2	0	0	0	0	0
ENSG00000225929	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225930	3	15	22	2	2	6	1	6	1	22	30	1
ENSG00000225931	13	2	128	163	9	27	105	16	3	370	5	29
ENSG00000225932	1	1	4	0	0	0	0	1	0	4	0	1
ENSG00000225933	1	1	0	0	0	0	0	0	1	1	0	1
ENSG00000225934	0	0	1	0	0	0	3	0	0	2	0	1
ENSG00000225935	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000225936	0	0	1	0	1	0	1	0	0	0	0	0
ENSG00000225937	1	0	6	3	0	0	2	1	0	0	1	0
ENSG00000225938	2	1	4	6	14	3	47	5	6	6	11	3
ENSG00000225940	38	6	1	2	41	2	4	1	7	3	31	4
ENSG00000225942	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000225943	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225944	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225945	3	2	10	0	2	4	11	7	10	12	10	6
ENSG00000225947	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225948	0	0	1	0	0	4	52	0	1	4	2	0
ENSG00000225949	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225950	8	7	24	5	22	4	0	3	53	6	4	12
ENSG00000225951	5	0	1	6	1	2	0	6	2	4	6	1
ENSG00000225952	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225953	15	39	26	4	18	33	7	68	28	58	22	10
ENSG00000225956	1	0	0	0	2	0	0	0	0	1	2	0
ENSG00000225957	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225959	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225960	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225963	63	0	26	39	27	42	182	46	9	80	23	21
ENSG00000225964	2	0	65	3	1	2	27	0	0	13	5	4
ENSG00000225965	0	0	0	0	0	0	0	0	1	1	4	1
ENSG00000225968	1369	1200	32	278	3072	1115	47	126	3065	52	302	56
ENSG00000225969	1	2	23	126	13	69	19	29	33	22	22	20
ENSG00000225970	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225971	2	0	0	1	1	0	3	0	0	0	1	0
ENSG00000225972	72	69	36	252	61	30	63	15	22	18	3	0
ENSG00000225973	516	164	935	210	231	733	363	664	172	636	433	316
ENSG00000225974	1	0	0	0	1	0	2	0	0	0	1	0
ENSG00000225975	69	4	104	31	15	26	67	47	13	53	23	12
ENSG00000225976	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000225978	7	4	4	5	8	44	69	18	74	37	22	5
ENSG00000225979	0	0	0	0	0	0	5	0	0	0	1	0
ENSG00000225980	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225981	0	0	2	0	5	0	1	2	2	7	2	1
ENSG00000225982	1	0	2	0	1	0	0	0	0	6	0	1
ENSG00000225984	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000225986	30	10	0	8	22	30	14	127	0	47	30	13
ENSG00000225988	1	0	1	0	0	0	0	2	0	1	4	1
ENSG00000225990	0	1	1	1	0	0	0	0	0	1	0	0
ENSG00000225991	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225992	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000225997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226002	30	7	22	6	7	6	8	21	4	35	16	24
ENSG00000226003	0	0	0	0	0	0	1	1	0	0	0	1
ENSG00000226004	0	0	1	3	0	7	11	3	1	12	26	1
ENSG00000226005	2	0	2	0	1	2	2	1	0	2	0	1
ENSG00000226007	8	0	5	0	0	5	9	7	0	17	9	2
ENSG00000226008	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226009	2	3	9	1	1	11	27	3	8	5	5	3
ENSG00000226010	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226011	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226012	1	0	0	0	2	1	10	13	0	3	1	5
ENSG00000226013	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226015	37	9	42	16	26	41	72	127	7	28	50	25
ENSG00000226016	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226017	3	0	4	0	0	0	0	2	0	2	2	0
ENSG00000226020	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226022	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226023	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226024	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226025	2	0	5	1	3	82	65	20	0	12	11	1
ENSG00000226026	3	7	43	6	9	15	8	19	2	27	1	7
ENSG00000226028	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000226029	35	2	13	19	15	25	47	27	18	56	106	6
ENSG00000226030	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226031	11	5	9	26	0	5	8	11	3	15	1	11
ENSG00000226032	0	1	2	2	0	2	3	0	1	1	0	0
ENSG00000226034	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226036	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000226037	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226038	8	27	12	5	27	3	2	5	16	20	1	5
ENSG00000226040	2	3	1	0	0	10	1	2	0	17	14	3
ENSG00000226041	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226042	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000226043	0	0	0	0	0	0	1	0	0	2	0	5
ENSG00000226045	0	0	1	0	1	1	0	0	2	2	0	5
ENSG00000226046	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226047	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000226048	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000226049	14	6	13	0	6	6	9	30	6	41	27	10
ENSG00000226051	99	0	25	2	24	14	2	307	1	2	923	15
ENSG00000226053	0	0	0	0	0	0	0	3	0	1	36	0
ENSG00000226054	56	14	80	6	58	41	56	121	23	108	58	108
ENSG00000226055	5	11	12	7	7	8	8	7	4	19	16	7
ENSG00000226056	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226057	2	0	2	0	0	0	16	1	0	0	27	1
ENSG00000226058	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000226059	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226061	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226063	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226064	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226065	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226066	0	0	14	1	0	0	0	0	0	2	1	0
