TCGA.3B.A9HP	TCGA.X9.A971	TCGA.3B.A9I0	TCGA.K1.A3PN	TCGA.IE.A3OV	TCGA.3B.A9HR	TCGA.DX.A8BV	TCGA.3B.A9HL	TCGA.X6.A8C4	TCGA.DX.A6YX	TCGA.DX.A3LU	TCGA.3B.A9HV	TCGA.FX.A48G	TCGA.DX.A3UC	TCGA.DX.A8BU
ENSG00000183632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183638	19	1	2	6	17	3	41	26	4	4	0	7	3	2	6
ENSG00000183640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183643	0	1	0	0	3	0	0	0	1	0	0	0	0	0	1
ENSG00000183644	8	22	3	14	1	2	14	7	2	20	0	2	4	3	5
ENSG00000183647	225	689	163	144	219	577	214	204	170	266	137	556	111	157	506
ENSG00000183648	1656	2857	3375	3346	2328	3577	1851	1869	2707	2126	2852	2432	5317	1542	1014
ENSG00000183654	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSG00000183655	623	2222	1286	731	908	667	516	302	607	720	288	553	774	1028	862
ENSG00000183662	6	1	12	21	35	642	11	5	0	0	0	3	62	21	9
ENSG00000183663	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000183665	738	379	552	575	835	747	473	501	411	227	340	728	896	178	554
ENSG00000183666	381	499	315	197	539	375	938	231	620	199	109	294	385	180	255
ENSG00000183668	0	21	0	0	0	0	0	0	6	1	0	0	0	0	0
ENSG00000183671	173	3	12	17	69	6	707	380	663	706	1052	43	2	17	34
ENSG00000183674	0	5	0	0	0	1	0	0	1	1	0	0	0	0	0
ENSG00000183682	19	44	23	3	19	16	29	11	33	7	4	20	6	12	54
ENSG00000183684	3081	7011	4729	7832	1520	2500	4439	3528	2102	5746	4233	7387	7752	1912	3981
ENSG00000183688	4038	3910	455	795	875	1294	6002	6315	7872	1106	827	5836	785	176	6803
ENSG00000183690	24	0	64	55	172	464	11	8	2	62	6	203	26	90	29
ENSG00000183691	26	2	9	5	17	2	9	0	1	1165	0	112	2	1	191
ENSG00000183695	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000183696	1244	765	1197	1386	518	674	747	1182	3798	1101	892	127	2320	528	1824
ENSG00000183704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183709	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000183715	34	40	107	27	1561	6	153	6	0	10	33	302	3	285	166
ENSG00000183718	948	854	848	893	998	2101	429	375	1421	756	375	680	505	509	379
ENSG00000183722	4882	2843	1590	1695	5081	1831	15721	4056	2869	1789	3614	506	3251	2341	2348
ENSG00000183723	544	3155	670	358	2572	696	595	589	621	1061	56	976	325	525	2793
ENSG00000183726	4476	7060	6175	4790	7597	5138	6672	7398	9021	8521	6371	4061	2215	3552	7895
ENSG00000183733	4	0	2	0	3	0	1	0	0	0	0	0	1	2	2
ENSG00000183734	57	8	59	8	22	1	44	14	18	15	350	1	89	20	10
ENSG00000183735	1475	1451	1258	1157	1704	1707	1369	1259	2090	1475	773	2348	481	960	2100
ENSG00000183741	8844	13167	11317	9009	19680	6337	2671	8626	12899	6029	1119	12383	5153	7100	5397
ENSG00000183742	19	16	4	6	134	4	1	9	8	10	23	43	27	2	18
ENSG00000183747	3	0	2	0	3	2	1	1	0	3	0	0	4	3	0
ENSG00000183751	2716	2342	3394	4211	5432	3003	2324	2832	2567	3925	2943	2478	7190	1153	2032
ENSG00000183753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183760	1	0	0	0	0	1	10	0	5	10	0	9	0	1	1
ENSG00000183762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183763	251	1148	537	845	644	953	365	207	552	673	422	812	543	414	387
ENSG00000183765	693	901	553	633	361	753	940	867	1024	1128	1549	1162	910	441	1124
ENSG00000183770	2	174	1	6	9	13	4	5	1	0	6	1538	1323	2537	21
ENSG00000183773	44	12	67	14	38	5	51	43	32	19	178	39	74	48	257
ENSG00000183775	231	210	97	374	92	124	28	13	10	12	29	72	1	35	10
ENSG00000183778	612	490	11	659	3	1348	103	18	187	5	0	5	53	30	6
ENSG00000183779	5854	2827	3905	9442	5807	4476	2836	1344	777	2967	4723	5828	1482	2305	7509
ENSG00000183780	17	2	5	2	1	4	7	2	4	1	7	2	2	28	0
ENSG00000183783	0	2	0	0	0	0	102	85	1	1	0	0	8	42	2
ENSG00000183784	17	3	5	5	7	0	55	11	4	8	50	2	11	0	8
ENSG00000183785	7	29	21	4	10	21	12	13	29	3	0	5	2	4	4
ENSG00000183793	10	8	153	490	222	14	73	45	96	75	71	7	266	76	135
ENSG00000183795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183798	61	679	810	676	73	123	16	396	6	2	28	255	7	382	6953
ENSG00000183801	1053	187	858	156	2125	603	3995	2274	25	29	3712	56	1378	489	123
ENSG00000183807	317	58	32	63	24	26	893	1350	9	42	146	38	60	9	28
ENSG00000183808	747	1153	482	548	1062	1669	767	500	929	478	205	1000	162	402	703
ENSG00000183813	30	9	39	8	127	8	7	6	12	15	16	6	1	8	23
ENSG00000183814	289	1530	487	659	893	1150	412	293	963	537	208	707	46	353	375
ENSG00000183822	2	0	2	1	0	0	0	1	2	0	0	0	0	0	0
ENSG00000183826	1405	1037	1150	474	1340	1777	881	784	1411	1184	353	1080	509	223	1689
ENSG00000183828	740	554	515	1374	164	81	865	424	400	105	507	417	859	40	398
ENSG00000183831	43	770	13	36	2063	1099	17	36	1	9	5	596	135	162	21
ENSG00000183833	571	60	369	164	522	2439	24	29	0	107	73	124	119	145	596
ENSG00000183837	22	35	76	7	26	96	4	60	2	0	29	7	6	8	5
ENSG00000183840	184	1	2	1	2	3	24	9	589	484	3	99	10	1	12
ENSG00000183844	8	5	8	3	3	10	14	8	14	10	7	12	1	6	18
ENSG00000183850	27	86	38	22	1	91	57	42	30	0	6	68	1	62	3
ENSG00000183853	6587	10805	5162	3534	10002	5758	10171	8644	11835	8610	590	2689	1735	2818	10973
ENSG00000183856	787	10875	3688	4197	4342	5809	1839	1263	2995	4508	361	5534	455	2404	3945
ENSG00000183862	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0
ENSG00000183864	3092	2924	3590	1529	14520	2582	3137	5103	4866	5357	1748	3991	960	1515	6426
ENSG00000183873	51	127	2	246	29	46	39	250	18	1	74	104	165	171	3245
ENSG00000183876	447	1181	762	1016	353	788	708	394	1024	224	425	171	2782	638	318
ENSG00000183878	0	1	770	0	156	0	890	1057	0	0	351	1	0	0	674
ENSG00000183888	0	0	0	0	5	1	0	1	0	1	1	3	32	0	8
ENSG00000183889	38	62	26	13	217	50	20	14	10	25	4	55	8	23	44
ENSG00000183891	406	741	962	636	813	1004	250	242	442	148	55	770	20	173	365
ENSG00000183908	25	61	9	19	51	36	100	41	3	2	1	13	90	94	2
ENSG00000183909	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000183911	2	3	0	1	0	1	1	1	0	0	0	0	0	0	0
ENSG00000183914	140	66	16	14	259	9	155	59	1	11	1	7	57	0	4
ENSG00000183918	57	6	151	9	257	3	115	68	9	34	430	4	31	26	52
ENSG00000183921	7	6	9	3	6	5	1	2	4	4	1	3	10	1	2
ENSG00000183929	6	104	3	2	4	0	4	5	3	18	0	71	0	147	3
ENSG00000183935	224	200	158	88	231	138	277	406	286	654	152	116	149	117	79
ENSG00000183938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183943	759	1019	416	481	909	307	972	742	904	200	653	408	361	267	3221
ENSG00000183955	1848	3393	2121	2575	2868	2518	1429	1756	2409	4176	1280	5452	2244	3867	2706
ENSG00000183960	6	5	1	42	217	39	0	13	1	0	0	1	1	38	9
ENSG00000183963	36022	22963	58998	105659	43215	19087	13915	12067	3468	9695	5847	74989	54553	47734	4462
ENSG00000183971	6	23	1	69	1	0	2	5	8	2	6	23	51	2	9
ENSG00000183977	9	13	6	4	12	24	9	9	4	7	2	8	2	6	10
ENSG00000183978	2495	1731	2453	2879	1837	2411	1859	2763	1855	1285	5060	2721	8492	1047	961
ENSG00000183979	0	5	3	4	1	1	3	0	5	3	0	7	7	1	2
ENSG00000183981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000184005	285	136	305	183	382	320	491	880	594	71	71	278	151	46	221
ENSG00000184007	6377	10988	7091	15643	10587	11851	10885	15622	23486	18780	10650	11369	4984	5740	11844
ENSG00000184009	183553	155985	111799	106835	76622	73742	166984	189582	217187	241627	125090	194865	150954	26107	90720
ENSG00000184012	2	24	1	0	0	3	0	8	2	1	0	7	34	1	55
ENSG00000184014	5016	7950	4313	9687	9932	13053	7981	7031	4188	16140	2562	9650	1349	5120	9081
ENSG00000184022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000184029	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184047	338	408	390	436	600	377	332	463	472	746	164	759	84	185	457
ENSG00000184055	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184056	912	1725	975	896	1040	1104	651	781	1604	1365	887	855	349	535	582
ENSG00000184058	64	66	5	18	3	52	56	20	6	569	125	24	3	3	9
ENSG00000184060	921	338	1350	371	1082	123	2049	1403	657	1294	7053	130	547	264	306
ENSG00000184068	216	338	211	113	173	231	128	80	291	271	55	196	84	116	443
ENSG00000184076	3068	4839	3777	5708	2619	3614	1731	2848	5024	2673	7080	5431	12538	2144	3198
ENSG00000184083	583	459	796	678	2486	1339	547	786	1156	2795	353	1343	792	740	3158
ENSG00000184084	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000184100	7	17	9	7	23	12	9	5	16	9	5	20	7	5	6
ENSG00000184106	7	0	0	0	0	0	4	9	0	4	39	0	3	3	1
ENSG00000184108	2	0	0	0	2	0	1	0	1	0	0	0	0	0	0
ENSG00000184110	254	228	299	115	488	279	136	351	461	789	56	464	46	61	461
ENSG00000184111	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000184113	10236	474	1721	1003	759	821	12034	3851	69	77	409	1017	7817	185	10777
ENSG00000184115	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0
ENSG00000184117	1652	285	1460	847	1701	1973	409	1546	3087	2541	1041	1784	2715	244	1989
ENSG00000184139	2	0	1	4	4	461	0	121	9	7	13	1	1	125	2
ENSG00000184140	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000184144	16	991	39	46	21	9	0	5	1	0	1	2	1	44	31
ENSG00000184148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184154	385	362	900	1786	366	548	213	262	502	472	177	256	523	289	621
ENSG00000184155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184156	904	97	46	46	53	1660	477	246	61	319	54	53	25	19	213
ENSG00000184160	48	240	1537	47	2600	533	53	114	1	0	126	9	263	27	3
ENSG00000184162	1131	1694	1952	3044	1740	2623	1020	611	906	1455	1420	1815	961	1417	1411
ENSG00000184163	72	33	107	37	7	24	43	64	9	22	29	19	67	2	8
ENSG00000184164	1724	3462	2282	1233	2410	1273	1475	2526	3702	3307	4655	2567	2949	1812	1011
ENSG00000184166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184178	923	1121	710	542	1186	1275	1239	1062	1424	1693	905	1050	636	334	1758
ENSG00000184182	1000	684	1351	1311	738	514	847	979	1780	1325	2795	501	3474	743	729
ENSG00000184185	186	229	263	105	136	74	1058	1676	7	14	331	67	53	166	107
ENSG00000184188	5	8	10	30	12	19	3	6	5	4	9	10	0	9	2
ENSG00000184194	423	305	262	99	364	400	264	657	776	211	239	283	211	550	391
ENSG00000184203	2226	3859	2033	2441	2302	5973	2167	1886	1012	3386	1367	3453	1085	1338	2538
ENSG00000184205	6546	2610	7196	1932	3380	6770	2429	2009	1824	2961	1599	6870	4479	10027	1802
ENSG00000184206	4	54	2	1	1	5	2	2	4	5	3	5	21	1	3
ENSG00000184207	584	1484	1419	3377	1032	1014	704	1106	777	1967	1557	1559	3325	1975	912
ENSG00000184208	1210	2525	2004	1381	1912	2283	1141	1340	2340	1921	1346	1017	591	1522	913
ENSG00000184209	1360	822	943	764	1015	851	936	1096	1277	634	1494	1321	3164	423	391
ENSG00000184210	2	9	0	2	0	0	0	0	1	29	0	0	0	0	1
ENSG00000184216	5042	4663	4726	8152	4758	5964	8063	6399	15255	24131	2677	10303	4615	4129	13209
ENSG00000184220	1368	2083	1433	1616	1371	1282	1280	876	2190	3798	633	2630	1695	476	2190
ENSG00000184221	3	0	2	0	1	2	2	0	1	0	0	0	0	0	11
ENSG00000184224	1	1	0	6	1	8	0	2	0	1	3	1	1	1	1
ENSG00000184226	36	26	0	187	329	10	914	647	2180	1209	62	13	1	50	750
ENSG00000184227	136	2806	322	1455	747	523	122	101	130	278	139	401	133	234	80
ENSG00000184232	2458	713	442	628	988	512	4894	2867	7371	3893	10096	314	1716	155	639
ENSG00000184254	221	324	26	143	104	38	4133	76140	56	587	2941	486	17	13	1590
ENSG00000184260	35	31	11	35	39	40	53	25	25	55	58	31	101	25	10
ENSG00000184261	7	31	7	10	3	9	8	1	2	3	1	4	115	8	6
ENSG00000184270	0	2	2	0	5	2	1	2	2	3	0	0	0	0	0
ENSG00000184271	1365	857	1610	645	1408	1352	835	695	569	611	403	1667	1241	489	257
ENSG00000184274	10	3	1	8	4	1	10	18	8	6	0	1	2	0	4
ENSG00000184276	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSG00000184277	2338	2987	2974	2111	1961	2815	1598	5640	978	2927	1482	2107	1238	1642	2301
ENSG00000184281	2845	1888	1743	3960	3130	3953	1865	2244	1663	3067	3451	2304	11145	1495	1709
ENSG00000184292	96	401	55	22	62	57	17	56	11	19	10	29	24	40	4081
ENSG00000184293	29	9	25	8	35	3	19	4	28	13	190	3	9	14	9
ENSG00000184302	1	0	1	0	1	0	3	1	0	0	0	18	28	0	2
ENSG00000184303	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ENSG00000184304	828	3377	1618	988	2247	4425	775	1036	503	1582	248	4989	338	677	1974
ENSG00000184305	12	5	22	143	27	5	27	49	1	0	4	3	0	71	40
ENSG00000184307	193	618	396	533	288	2817	49	24	4	117	13	289	17	156	131
ENSG00000184313	226	25	119	83	27	144	6	14	6	4	3	18	9	87	16
ENSG00000184319	441	528	487	307	587	611	271	215	3962	769	220	320	867	153	628
ENSG00000184321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184343	824	133	21	41	69	27	56	166	9	13	88	697	224	287	6171
ENSG00000184344	2	2	0	3	3	11	2	0	0	2	1	4	22	6	0
ENSG00000184345	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000184347	4079	4437	7582	3146	10911	4387	1594	3305	1612	99	4241	1475	518	1404	5028
ENSG00000184349	1244	7	505	4569	1398	5654	958	316	2303	1001	6	2694	4154	863	2377
ENSG00000184350	40	15	5	3	33	0	1	1	0	0	0	0	0	0	0
ENSG00000184351	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000184357	0	11	4	31	1	6	3	0	18	20	9	4	2	2	4
ENSG00000184361	1	4	1	0	2	3	1	0	0	1	0	5	0	2	3
ENSG00000184363	26	57	11	2	6	2	127	9	71	1523	28	81	77	5	76
ENSG00000184368	15	147	2	69	29	127	11	9	483	8	1	250	160	30	255
ENSG00000184371	2925	1171	5221	703	10675	437	8237	13767	11715	11331	12514	912	1357	1579	2704
ENSG00000184374	4	0	0	6	10	20	1	1	0	3	3	0	3	0	6
ENSG00000184378	58	145	23	35	374	98	73	53	115	316	43	176	114	45	190
ENSG00000184381	932	892	1243	547	831	728	405	407	457	194	464	908	734	254	570
ENSG00000184384	1473	1993	1711	671	2353	2857	1807	1803	911	2789	566	295	275	536	1281
ENSG00000184385	0	1	2	1	0	7	0	0	1	0	0	0	0	0	0
ENSG00000184388	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000184389	5	9	3	0	0	2	4	2	18	3	0	3	0	1	8
ENSG00000184394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184402	730	740	874	742	1237	1573	671	918	941	928	338	1758	396	716	2094
ENSG00000184408	172	11	4	25	231	4	898	210	0	9	108	1945	88	56	64
ENSG00000184414	3	2	1	0	1	1	0	1	0	1	0	2	4	4	2
ENSG00000184423	0	0	0	0	1	0	0	0	1	1	0	0	6	1	0
ENSG00000184428	2461	598	1211	680	882	600	1218	420	750	4928	528	1247	3804	326	1004
ENSG00000184432	6001	5645	5023	4324	9273	10186	7788	7361	8789	17412	4480	8314	4140	2597	15223
ENSG00000184434	1	14	6	1	5	0	0	1	2	4	7	0	7	1	10
ENSG00000184436	2315	1166	3439	4196	3601	1617	1928	1619	3047	1687	2567	2463	3184	1783	6456
ENSG00000184441	171	269	232	91	100	259	87	93	199	114	89	73	264	230	61
ENSG00000184445	1183	3666	2416	2046	2853	3640	2120	1625	2503	4981	373	3697	241	2179	2026
ENSG00000184451	173	665	439	575	361	217	345	150	26	41	231	346	529	514	116
ENSG00000184454	0	1	2	5	2	4	0	0	2	1	0	1	0	0	2
ENSG00000184459	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0
ENSG00000184465	1052	533	1110	203	326	449	719	625	603	633	281	435	342	573	828
ENSG00000184470	1257	1493	2076	1755	3061	1032	1210	1115	2661	1314	2234	900	1506	541	1625
ENSG00000184471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000184481	1266	928	1224	509	1136	5972	822	758	251	1411	428	615	565	793	1434
ENSG00000184486	253	221	37	21	55	944	3	0	83	2	8	4	4	158	4
ENSG00000184489	4287	2876	815	6759	1096	2639	8229	1711	413	852	554	4518	5165	285	850
ENSG00000184492	6	40	6	2	3	3	4	4	29	1	6	30	0	5	3
ENSG00000184497	1278	556	489	403	315	238	1296	811	135	221	242	234	830	212	117
ENSG00000184500	4640	9726	14238	4682	4072	675	7068	2081	485	1928	1715	861	1126	1891	2749
ENSG00000184502	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0
ENSG00000184507	1	0	3	7	1	0	0	0	0	1	0	1	2	7	0
ENSG00000184508	471	521	265	475	442	365	293	477	454	600	595	402	204	215	253
ENSG00000184515	27	905	1224	189	496	150	7	33	8	0	0	7	44	211	18
ENSG00000184517	542	1427	754	437	1440	921	667	327	429	522	270	1256	330	221	455
ENSG00000184523	1	1	2	1	2	0	0	1	0	0	0	1	0	2	0
ENSG00000184524	595	28	480	25775	227	57	10	6	139	5	8	141	2074	2281	17
ENSG00000184530	14	1	6	0	3	0	12	21	11	13	28	17	2	1	9
ENSG00000184544	1	0	0	1	2	0	1	37	0	0	5	0	0	0	1
ENSG00000184545	561	1038	406	2260	1612	2137	498	1220	49	61	201	1649	461	761	459
ENSG00000184557	5125	943	727	2267	557	1759	7002	22865	7055	10364	1456	915	1334	171	946
ENSG00000184560	1	1	1	0	0	3	1	1	0	0	0	0	1	0	2
ENSG00000184564	0	0	1	0	3	0	159	46	18	1	4	3	0	0	2
ENSG00000184566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184571	4	1	0	0	3	11	1	0	2	0	0	0	0	1	1
ENSG00000184574	108	80	143	32	217	32	106	206	205	280	824	11	54	51	70
ENSG00000184575	2952	4267	2137	2950	5202	5568	5488	4372	14448	9291	2463	8786	1752	1278	10753
ENSG00000184584	4938	1789	7515	3796	4177	2035	4865	2453	1428	5028	4084	2140	5628	1682	5403
ENSG00000184588	1054	2470	1021	2900	15044	5122	2998	3612	394	1006	540	985	128	662	1710
ENSG00000184599	16	11	2	8	1	4	0	8	9	47	0	2	24	16	1
ENSG00000184601	2	7	519	15	1095	17	1	2	0	0	0	3	0	2	1
ENSG00000184602	1768	2291	2452	5856	4037	2482	2672	3481	621	1102	2631	2260	1194	2922	1267
ENSG00000184608	1	0	0	0	0	1	0	0	4	17	2	0	0	0	0
ENSG00000184611	4	5	2	1	7	15	4	0	0	2	0	1	0	44	2
ENSG00000184612	2	8	3	0	2	9	3	0	9	1	1	4	6	0	2
ENSG00000184613	32	9	96	1327	170	290	18	70	5	6	41	962	59	744	17
ENSG00000184616	22	22	20	81	53	44	34	26	43	45	4	23	22	34	21
ENSG00000184617	3	11	4	0	1	4	1	9	0	0	0	0	1	5	1
ENSG00000184619	18	31	10	25	74	531	48	32	33	24	0	73	3	33	23
ENSG00000184624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184634	2493	2758	2461	1755	2455	4990	2828	3210	1313	4421	1108	4361	1475	1244	3095
ENSG00000184635	340	1657	416	774	1047	901	340	262	517	400	382	789	91	557	575
ENSG00000184640	20119	21438	26371	27687	28990	15997	17053	33077	24445	23520	15907	32377	22130	18488	16373
ENSG00000184647	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000184650	0	1	1	0	0	8	0	1	0	0	0	0	0	2	1
ENSG00000184659	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000184661	112	2318	280	1100	687	467	559	179	646	455	256	433	183	320	1476
ENSG00000184669	2	87	21	56	10	35	1	6	0	0	6	32	6	20	2
ENSG00000184672	2	10	1	17	26	3	0	0	1	0	0	1	2	84	42
ENSG00000184675	486	605	404	237	701	751	404	316	184	637	135	833	399	283	1261
ENSG00000184677	4207	4111	5397	1680	4642	5925	2082	1726	2505	2908	433	1647	726	4119	2429
ENSG00000184678	440	257	757	3866	735	2197	465	225	979	247	1027	965	418	470	229
ENSG00000184697	3	9	7	21	13	3	2	2	19	8	1	4	6	8	7
ENSG00000184698	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000184702	2191	5098	4521	7150	3476	2356	3477	5208	203	702	1042	4399	2127	3780	5369
ENSG00000184708	1858	2905	1770	1845	2623	2987	1146	2050	2647	1974	819	2592	1201	1055	2292
ENSG00000184709	0	0	0	2	0	1	0	0	0	0	0	3	5	1	2
ENSG00000184716	0	0	0	9	0	2	0	0	1	0	0	0	0	0	0
ENSG00000184719	94	112	104	232	189	128	217	232	455	397	249	172	173	81	134
ENSG00000184724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184730	578	301	565	180	382	51	357	277	383	371	733	85	191	170	144
ENSG00000184731	3	4	2	0	8	2	3	2	2	0	2	27	57	0	3
ENSG00000184735	0	0	0	0	0	1	0	0	4	2	0	1	0	0	1
ENSG00000184741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184743	4971	12524	12502	11092	11400	16624	7589	5223	8153	10876	3225	7532	3467	4065	6896
ENSG00000184752	1778	2605	2698	4182	2481	3198	1508	2285	3833	2371	2282	5086	4559	1499	1994
ENSG00000184761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184774	3	25	2	2	1	1	0	0	1	1	0	1	6	0	1
ENSG00000184785	1130	2293	1096	1160	1232	1789	904	344	600	856	273	821	643	925	445
ENSG00000184786	160	244	166	55	180	200	89	71	79	46	53	172	69	120	72
ENSG00000184787	6116	6440	5699	5678	5977	10096	4621	4513	4053	3282	2530	4533	4321	3368	3191
ENSG00000184788	1	8	11	7	1	2	0	0	1	0	0	22	1	10	5
ENSG00000184789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184792	286	661	495	276	206	568	500	195	544	391	113	677	33	665	201
ENSG00000184795	0	0	1	0	2	1	0	0	0	0	6	0	2	1	2
ENSG00000184809	270	62	1	93	0	246	33	0	0	0	0	0	13	25	1
ENSG00000184811	3	11	2	0	30	1	2	0	0	0	1	0	0	0	0
ENSG00000184814	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000184828	257	621	621	287	102	82	24	36	17	4	38	804	634	102	546
ENSG00000184831	436	1757	420	946	457	480	435	479	373	1064	533	1959	963	1202	985
ENSG00000184838	859	31	227	101	510	15	243	250	1424	941	3	46	373	29	353
ENSG00000184840	9370	10952	9953	7798	8933	9289	9978	14079	10803	13514	17474	6707	10211	4291	7408
ENSG00000184844	5	1	0	0	0	0	0	1	4	0	0	1	0	0	1
ENSG00000184845	49	88	64	112	177	0	2	0	0	0	0	2	0	126	0
ENSG00000184856	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ENSG00000184857	718	814	692	1468	1068	535	409	500	496	466	364	682	1037	270	488
ENSG00000184860	485	893	680	4	125	6	113	6	9	5	27	9	1	326	284
ENSG00000184863	2774	3757	2560	1578	2348	5431	1602	3082	2250	2497	786	2346	871	1504	2320
ENSG00000184867	2679	985	589	3802	2232	4364	2239	872	2494	3939	767	2486	1743	1094	3782
ENSG00000184887	1898	9397	5787	7556	3109	5564	4367	4924	4855	7118	2460	4273	2501	4511	2975
ENSG00000184895	0	0	2	0	1	0	0	12	0	0	3	0	0	0	2
ENSG00000184897	8669	9179	13392	12830	6332	7622	8839	7343	5584	9967	5843	14037	16897	6099	10232
ENSG00000184898	1051	919	1232	624	2586	826	984	623	306	893	364	839	121	308	873
ENSG00000184900	2876	2517	3390	2558	3743	5340	7144	5953	5159	5559	4509	3157	3422	548	6143
ENSG00000184903	637	333	719	827	426	482	341	346	166	540	206	342	333	271	703
ENSG00000184905	1827	5343	7497	3496	572	8639	3	0	4	0	0	5906	4	4120	305
ENSG00000184906	0	1	2	5	0	0	0	17	0	0	0	0	0	0	0
ENSG00000184908	14	10	103	187	6	49	0	6	2	0	0	4	20	2	9
ENSG00000184911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184916	2063	4511	657	1187	752	982	2815	1064	322	534	220	524	1454	171	946
ENSG00000184922	944	397	2234	524	1436	125	3497	2638	2641	4065	4643	761	374	476	3936
ENSG00000184923	3	8	10	16	12	23	14	6	14	12	9	5	16	5	4
ENSG00000184924	563	557	589	608	739	432	546	707	771	522	935	588	811	94	350
ENSG00000184925	182	4	16	23	3	2	0	0	0	2	15	4	2	5	2
ENSG00000184933	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000184937	73	1	0	30	11	0	15	5190	0	0	1787	161	2776	123	2
ENSG00000184939	1414	2942	2045	795	2627	1691	1465	949	1071	1435	851	1944	1226	428	1253
ENSG00000184945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184949	138	56	47	8	96	156	35	177	167	69	46	61	31	70	183
ENSG00000184954	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000184956	12	5	3	3	0	32	1	54	2	4	0	104	2	1	86
ENSG00000184961	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0
ENSG00000184967	1207	1093	1683	1486	1285	1137	1035	767	2029	1864	1607	1627	4155	613	839
ENSG00000184979	355	650	787	385	640	226	650	206	1599	731	450	290	8	141	208
ENSG00000184983	3037	6182	4410	4502	4705	3624	2710	3515	6115	2845	5176	4620	4874	2043	3053
ENSG00000184984	7	3	7	3	4	10	5	5	2	14	0	1	7	1	9
ENSG00000184985	253	173	400	28	165	44	290	353	6297	159	242	182	18	9	68
ENSG00000184986	65	175	33	42	18	20	71	108	52	90	19	269	268	5	88
ENSG00000184988	414	201	620	404	465	189	563	653	315	732	2357	94	512	174	191
