TCGA.50.5066	TCGA.55.6712	TCGA.50.5068	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.55.8615	TCGA.73.A9RS	TCGA.50.5936	TCGA.53.7813	TCGA.95.A4VP
ENSG00000221390	1	0	0	0	0	0	0	0	1	0	1
ENSG00000221393	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221394	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221398	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221400	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221406	7	0	0	0	0	0	0	0	0	5	2
ENSG00000221410	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221411	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221420	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221421	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221430	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221436	0	0	0	1	0	0	0	0	0	0	0
ENSG00000221439	2	0	1	0	0	0	0	0	0	2	3
ENSG00000221440	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221442	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221445	0	0	0	0	0	0	1	1	0	0	0
ENSG00000221455	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221456	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221459	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221461	0	0	0	0	0	0	0	0	0	0	2
ENSG00000221463	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221464	0	0	0	0	0	1	0	0	0	0	0
ENSG00000221466	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221468	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221475	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221476	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221479	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221491	3	0	4	1	4	3	4	2	2	5	4
ENSG00000221493	7	0	0	0	0	0	0	0	1	1	0
ENSG00000221494	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221496	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221498	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221500	26	4	1	5	9	0	10	4	1	10	20
ENSG00000221502	1	0	4	0	0	0	0	0	0	0	0
ENSG00000221507	0	0	1	3	0	0	0	0	0	0	0
ENSG00000221510	2	0	0	0	0	0	1	3	0	0	0
ENSG00000221514	0	0	0	0	0	0	0	0	0	1	0
ENSG00000221518	12	1	0	1	0	0	0	2	0	1	0
ENSG00000221520	10	0	0	2	0	0	2	2	2	5	1
ENSG00000221525	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221527	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221533	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221537	0	0	0	0	0	0	1	0	0	2	0
ENSG00000221539	70	2	9	6	14	4	19	8	1	16	47
ENSG00000221540	1	0	0	0	0	0	2	1	0	0	0
ENSG00000221545	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221548	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221552	1	0	0	0	0	0	0	1	0	3	0
ENSG00000221562	2	1	0	0	0	0	0	0	1	0	0
ENSG00000221563	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221564	0	0	0	0	0	0	0	0	0	1	0
ENSG00000221571	8	1	2	4	8	0	3	0	1	8	11
ENSG00000221574	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221583	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221585	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221586	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221594	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221598	12	0	0	0	0	1	2	2	0	7	11
ENSG00000221601	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221603	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221604	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221611	2	1	1	3	1	0	4	1	2	3	6
ENSG00000221614	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221616	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221628	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221630	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221633	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221634	2	0	0	0	2	0	0	1	0	0	0
ENSG00000221638	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221639	2	1	0	0	0	1	0	0	1	2	0
ENSG00000221641	1	0	0	0	0	0	0	0	0	1	0
ENSG00000221643	14	1	1	1	4	1	1	1	3	3	0
ENSG00000221649	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221650	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221656	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221669	0	1	0	0	0	0	0	0	0	0	0
ENSG00000221673	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221676	4	0	0	0	1	0	0	0	1	2	0
ENSG00000221680	2	0	0	0	0	0	0	0	0	0	0
ENSG00000221697	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221698	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221703	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221705	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221710	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221711	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221716	6	1	8	0	1	0	17	4	2	10	4
ENSG00000221719	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221725	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221737	0	0	0	0	0	0	0	0	1	0	0
ENSG00000221739	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221740	3	2	0	0	7	0	3	5	1	2	1
ENSG00000221745	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221750	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221753	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221754	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221760	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221763	0	1	0	0	0	0	0	1	0	0	0
ENSG00000221768	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221771	3	0	0	1	0	0	0	0	0	0	0
ENSG00000221782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221783	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221788	0	0	0	0	0	0	0	0	1	0	0
ENSG00000221792	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221801	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221803	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221806	0	0	0	0	0	0	0	0	0	1	0
ENSG00000221808	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221813	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221817	859	186	126	194	178	117	124	76	296	238	251
ENSG00000221818	123	15	7	14	39	26	60	9	29	25	73
ENSG00000221819	19	0	0	1	5	0	14	15	3	21	6
ENSG00000221821	241	65	244	89	255	196	299	134	142	40	215
ENSG00000221823	8326	1402	1606	1448	3195	1576	1837	1496	1760	1509	2015
ENSG00000221826	1	40	0	0	9	0	0	1	0	1	3
ENSG00000221829	1568	352	374	212	1155	419	765	485	202	544	685
ENSG00000221836	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221837	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221838	2309	719	895	365	1049	611	966	530	512	468	911
ENSG00000221840	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221843	357	85	46	41	137	28	89	92	46	37	32
ENSG00000221844	0	0	0	0	1	0	0	0	0	0	0
ENSG00000221845	1	0	0	0	0	2	0	0	0	0	0
ENSG00000221849	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221852	9	0	0	0	0	0	0	1	0	0	0
ENSG00000221855	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221857	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221858	0	0	0	0	0	0	1	0	0	0	0
ENSG00000221859	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221864	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221866	989	100	27	112	255	101	116	7	178	25	381
ENSG00000221867	32	12	0	0	563	0	64	5	0	0	2
ENSG00000221869	9754	2387	2761	7100	4379	1576	8530	2030	7042	3205	20989
ENSG00000221874	1	1	0	0	0	0	0	0	0	0	0
ENSG00000221878	1	0	0	0	0	0	0	0	0	0	0
ENSG00000221879	1	0	0	0	1	0	1	0	0	0	0
ENSG00000221880	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221882	3	0	0	1	2	0	0	0	0	0	0
ENSG00000221883	119	11	102	15	35	60	54	47	46	17	94
ENSG00000221886	560	111	345	86	237	85	215	165	166	113	167
ENSG00000221887	6	63	195	21	67	41	105	1	39	26	31
ENSG00000221888	0	0	0	0	0	0	0	0	1	0	0
ENSG00000221890	1017	448	43	137	1014	445	74	49	190	29	191
ENSG00000221891	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221900	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221909	877	288	640	172	243	339	378	257	249	320	264
ENSG00000221910	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221914	1987	1987	2733	1265	3256	1204	1648	734	1502	1620	2317
ENSG00000221916	63	14	37	5	27	12	44	28	11	9	62
ENSG00000221923	1875	101	161	257	756	308	759	17	268	42	385
ENSG00000221926	4101	663	297	224	2609	442	1624	1491	352	155	716
ENSG00000221930	17	8	5	4	17	2	6	0	2	2	3
ENSG00000221931	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221932	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221933	0	0	0	0	0	0	0	1	0	0	0
ENSG00000221937	1	1	0	0	0	0	1	1	0	0	0
ENSG00000221938	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221944	490	44	274	56	250	84	164	221	117	166	407
ENSG00000221946	20	5	6	4	6	32	6	1	6	3	19
ENSG00000221947	1722	772	400	47	93	25	11	43	30	34	57
ENSG00000221949	29	9	11	13	168	16	30	16	22	16	21
ENSG00000221953	14	5	21	3	19	2	52	18	6	7	26
ENSG00000221954	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221955	1848	324	403	179	1855	1119	1709	932	376	847	1334
ENSG00000221957	19	4	0	5	11	0	2	5	60	0	8
ENSG00000221962	1	1	0	0	0	0	0	1	0	0	1
ENSG00000221963	10446	10713	2615	4597	4361	2156	1431	1526	4445	3175	3384
ENSG00000221968	3416	624	664	472	547	626	768	649	1627	224	1373
ENSG00000221970	2	0	1	0	0	0	0	0	1	0	2
ENSG00000221971	1	2	0	0	1	4	4	0	0	0	0
ENSG00000221977	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221978	13720	2056	3939	1469	2065	1561	7608	3466	1370	4321	11063
ENSG00000221983	25648	11304	16636	8628	15132	18028	23120	7971	10322	5912	18791
ENSG00000221986	770	23	56	55	14	150	42	2	91	10	52
ENSG00000221988	637	63	76	54	386	175	151	311	155	152	417
ENSG00000221989	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221990	943	170	398	69	160	119	238	77	110	34	195
ENSG00000221994	463	71	194	54	103	73	235	228	72	130	148
ENSG00000221995	818	57	4	73	49	31	70	35	58	164	234
ENSG00000221996	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222000	4	0	68	0	9	1	33	0	0	7	20
ENSG00000222001	0	0	0	0	6	11	1	0	2	0	16
ENSG00000222004	2	1	0	2	1	0	0	0	0	0	1
ENSG00000222005	10	2	6	3	2	3	2	0	5	2	15
ENSG00000222007	0	0	0	0	2	0	3	0	0	0	0
ENSG00000222009	1119	137	39	158	137	87	214	63	186	65	295
ENSG00000222011	407	161	208	78	141	108	126	186	93	91	187
ENSG00000222012	4	2	0	1	12	7	3	0	1	0	0
ENSG00000222014	13	2	1	2	10	0	0	0	3	5	2
ENSG00000222017	8	5	13	5	2	10	41	8	3	3	13
ENSG00000222018	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222019	120	20	33	9	33	15	79	95	14	25	112
ENSG00000222020	13	3	24	4	8	5	14	19	8	0	31
ENSG00000222022	5	5	2	3	4	0	0	0	0	0	0
ENSG00000222024	0	0	0	0	0	0	0	0	0	0	2
ENSG00000222028	2	0	0	0	0	0	0	2	0	1	0
ENSG00000222030	2	0	0	0	8	0	0	0	0	0	0
ENSG00000222031	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222032	4	5	0	1	5	2	0	0	0	8	14
ENSG00000222033	73	80	175	42	330	13	99	24	45	93	134
ENSG00000222035	11	2	0	0	1	3	0	0	1	1	2
ENSG00000222036	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222037	100	29	26	5	37	48	3	3	12	21	33
ENSG00000222038	5	0	0	1	2	1	1	0	0	0	3
ENSG00000222041	951	326	1346	94	785	779	180	153	99	368	673
ENSG00000222042	0	0	2	0	0	2	0	0	0	0	0
ENSG00000222043	13	2	7	1	35	6	9	9	9	0	7
ENSG00000222044	3	2	0	0	1	0	0	0	1	0	1
ENSG00000222046	95	12	54	16	1	81	3	9	20	14	10
ENSG00000222047	74	49	50	4	26	22	2	0	12	15	7
ENSG00000222051	2	1	0	2	0	0	1	0	3	2	0
ENSG00000222054	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222057	6	2	1	10	7	3	0	1	1	11	18
ENSG00000222067	0	2	0	0	0	0	0	0	0	0	0
ENSG00000222068	0	0	0	1	0	0	0	0	1	0	0
ENSG00000222069	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222071	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222072	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222076	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222078	1	0	0	0	0	0	0	0	1	0	1
ENSG00000222087	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222092	0	0	0	0	0	0	0	1	0	0	0
ENSG00000222094	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222095	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222099	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222102	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222107	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222108	10	1	0	0	1	2	7	2	3	2	0
ENSG00000222111	0	0	0	0	0	0	1	0	0	0	0
ENSG00000222112	61	12	1	4	5	0	17	7	4	6	14
ENSG00000222114	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222118	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222122	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222123	0	1	0	0	0	0	0	0	1	0	1
ENSG00000222126	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222129	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222139	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222145	0	1	0	0	0	0	0	0	0	0	0
ENSG00000222146	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222148	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222150	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222154	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222160	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222162	2	0	0	0	0	0	0	0	0	0	0
ENSG00000222164	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222170	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222174	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222177	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222178	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222179	0	0	0	3	0	0	0	0	0	3	4
ENSG00000222182	3	1	0	0	0	0	0	0	0	0	0
ENSG00000222185	2	0	0	0	0	0	0	0	0	0	0
ENSG00000222202	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222205	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222206	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222207	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222208	2	0	0	0	0	0	0	0	0	0	0
ENSG00000222209	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222210	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222213	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222220	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222222	2	0	1	0	4	0	1	1	0	2	1
ENSG00000222224	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222225	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222230	0	0	3	0	0	0	0	0	0	0	0
ENSG00000222231	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222232	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222236	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222238	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222240	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222244	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222246	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222248	3	1	0	2	0	0	2	1	0	2	1
ENSG00000222249	5	0	0	0	0	0	0	0	0	0	0
ENSG00000222251	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222255	1	0	0	0	0	0	1	0	1	5	0
ENSG00000222257	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222259	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222266	1	0	0	0	0	0	2	2	1	0	1
ENSG00000222267	2	0	0	0	0	0	2	1	3	2	0
ENSG00000222268	2	1	0	2	0	0	2	0	0	5	1
ENSG00000222276	6	2	0	0	0	1	0	0	0	0	0
ENSG00000222281	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222282	10	1	1	4	0	0	0	0	1	4	0
ENSG00000222285	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222287	7	0	0	0	0	0	0	1	0	0	1
ENSG00000222293	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222297	3	0	0	0	0	0	0	0	0	0	0
ENSG00000222300	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222302	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222303	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222305	0	0	0	0	0	0	0	0	0	1	0
ENSG00000222308	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222312	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222313	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222314	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222317	36	0	0	0	1	0	0	0	1	8	1
ENSG00000222320	0	0	2	0	0	0	0	0	0	0	0
ENSG00000222321	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222327	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222328	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222329	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222335	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222337	0	0	0	0	0	0	0	0	1	0	0
ENSG00000222338	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222343	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222344	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222345	41	3	4	1	8	0	12	18	4	9	9
ENSG00000222346	0	0	0	2	0	0	0	0	0	0	0
ENSG00000222351	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222352	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222355	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222356	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222357	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222359	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222361	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222363	0	0	1	1	0	0	0	0	0	1	0
ENSG00000222365	29	4	1	1	10	0	3	8	4	5	4
ENSG00000222370	1	0	0	0	0	0	0	0	0	0	1
ENSG00000222371	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222375	0	0	0	2	0	0	0	0	1	0	0
ENSG00000222376	0	0	0	2	0	0	0	0	0	0	0
ENSG00000222378	0	0	0	3	0	0	1	0	0	1	2
ENSG00000222383	11	1	2	0	1	0	5	5	1	4	1
ENSG00000222385	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222386	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222389	3	0	0	0	1	0	0	0	1	2	0
ENSG00000222394	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222395	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222397	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222398	3	0	0	0	0	0	0	0	0	0	0
ENSG00000222399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222404	1	0	0	2	0	0	1	0	0	0	0
ENSG00000222405	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222407	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222412	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222413	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222414	0	0	0	1	0	0	0	0	0	0	0
ENSG00000222416	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222418	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222419	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222421	3	3	0	2	2	0	0	0	1	2	6
ENSG00000222426	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222427	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222428	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222429	0	0	0	5	0	0	0	0	4	0	4
ENSG00000222430	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222431	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222432	0	0	0	0	0	0	0	0	0	0	1
ENSG00000222436	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222438	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222439	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222440	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222445	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222448	15	2	0	1	2	0	3	5	2	2	4
ENSG00000222449	0	0	0	0	0	0	1	0	2	0	0
ENSG00000222451	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222452	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222455	1	0	0	2	0	0	0	0	1	0	0
ENSG00000222457	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222459	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222460	10	0	1	1	0	0	2	2	0	6	5
ENSG00000222465	1	0	0	4	1	0	0	0	0	5	2
ENSG00000222467	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222468	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222472	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222477	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222486	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222488	0	0	0	0	0	0	0	0	0	1	0
ENSG00000222489	5	0	1	2	1	0	2	2	4	3	3
ENSG00000222490	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222496	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222499	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222500	0	0	0	1	0	0	0	0	0	0	0
ENSG00000222501	9	0	1	0	0	1	1	0	0	2	0
ENSG00000222503	5	1	0	0	0	0	1	0	0	0	0
ENSG00000222506	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222509	0	0	0	0	0	0	0	0	0	1	0
ENSG00000222511	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222514	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222515	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222520	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222522	0	1	0	0	0	0	0	0	0	0	0
ENSG00000222524	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222529	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222532	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222533	1	0	0	0	2	0	0	0	0	0	0
ENSG00000222536	0	0	0	0	0	0	0	0	0	2	0
ENSG00000222543	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222544	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222546	0	0	0	0	0	0	0	0	0	1	0
ENSG00000222552	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222558	1	0	0	0	0	0	1	0	0	0	2
ENSG00000222560	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222561	1	0	0	0	0	0	1	0	0	0	0
ENSG00000222574	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222578	2	0	0	0	0	0	0	0	0	0	0
ENSG00000222579	0	0	0	0	0	0	1	0	0	1	0
ENSG00000222581	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222582	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222583	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222585	5	0	0	1	1	0	2	2	3	4	2
ENSG00000222588	2	0	0	0	0	0	1	0	0	0	0
ENSG00000222589	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222592	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222594	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222598	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222601	2	0	1	0	1	1	0	1	0	3	0
ENSG00000222604	3	0	0	0	0	1	0	0	0	0	0
ENSG00000222607	2	0	0	1	0	1	0	0	0	0	0
ENSG00000222608	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222609	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222610	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222612	0	0	0	0	0	0	0	0	1	0	0
ENSG00000222613	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222614	5	0	0	0	0	0	0	0	0	0	0
ENSG00000222616	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222617	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222623	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222624	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222626	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222627	1	0	0	0	1	0	0	0	1	0	1
ENSG00000222629	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222630	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222635	2	0	0	0	1	0	0	1	1	0	0
ENSG00000222636	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222640	4	0	1	0	1	0	0	1	0	2	0
ENSG00000222644	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222649	1	0	0	2	0	0	0	0	0	0	0
ENSG00000222650	2	0	0	0	0	0	0	1	0	1	0
ENSG00000222652	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222658	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222659	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222663	0	0	0	0	0	0	0	0	0	3	0
ENSG00000222664	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222666	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222667	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222675	2	0	0	1	1	0	0	0	1	0	0
ENSG00000222678	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222679	2	0	0	0	0	0	0	0	0	0	0
ENSG00000222682	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222685	0	1	0	0	0	0	0	1	0	0	0
ENSG00000222686	0	1	0	0	0	0	0	0	0	0	0
ENSG00000222691	0	0	0	3	0	0	0	0	2	0	0
ENSG00000222693	0	0	0	0	0	0	0	0	0	0	0
