TCGA.NH.A50U	TCGA.A6.A565	TCGA.AA.A02K	TCGA.AZ.6606	TCGA.NH.A8F8	TCGA.AZ.4682	TCGA.AA.3973	TCGA.AZ.6600	TCGA.NH.A6GB	TCGA.AA.3844	TCGA.AA.3972	TCGA.AA.3692
ENSG00000206701	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206702	0	0	0	0	0	0	7	0	0	0	0	0
ENSG00000206703	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206704	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206705	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206706	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000206708	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206709	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206710	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206711	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206712	4	3	2	0	0	0	0	0	2	0	2	0
ENSG00000206713	0	2	0	0	0	0	0	0	0	0	0	1
ENSG00000206714	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206715	0	1	0	1	0	0	0	0	1	1	1	0
ENSG00000206716	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206717	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206718	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206719	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206721	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206722	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206723	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000206724	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206725	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206726	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206727	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206728	0	1	0	0	0	0	1	0	1	0	0	1
ENSG00000206729	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206730	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206731	0	3	0	2	0	1	0	0	0	1	0	0
ENSG00000206732	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000206733	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206734	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000206737	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206738	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206739	2	7	2	2	2	0	0	1	2	0	1	0
ENSG00000206741	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206743	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206744	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206745	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206747	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000206749	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206751	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206752	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206754	46	20	17	12	33	13	7	4	20	2	8	2
ENSG00000206755	1	0	0	1	1	0	1	0	0	0	0	0
ENSG00000206756	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206758	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206759	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206760	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206762	4	29	16	14	8	4	0	3	6	1	2	3
ENSG00000206763	2	0	2	0	1	0	1	0	0	1	0	1
ENSG00000206764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206765	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206766	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206767	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206768	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206769	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206770	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206772	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206774	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206775	1	2	0	2	1	0	0	1	1	0	1	0
ENSG00000206776	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206777	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000206778	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000206779	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206780	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206781	1	1	0	0	0	0	0	1	0	0	0	0
ENSG00000206782	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206784	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000206785	4	2	3	0	0	1	0	1	0	2	0	0
ENSG00000206786	1	0	0	0	0	0	0	0	0	1	3	0
ENSG00000206787	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206788	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206790	4	0	1	0	0	0	0	0	2	0	0	0
ENSG00000206791	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000206792	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206795	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206796	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206797	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000206799	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206800	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206801	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206802	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206803	0	0	0	1	0	0	0	1	0	0	1	0
ENSG00000206804	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206805	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000206806	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206807	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206808	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206811	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206812	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206813	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206814	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206815	6	2	2	0	0	3	0	1	2	1	1	0
ENSG00000206816	3	1	1	0	2	0	2	0	0	0	0	2
ENSG00000206817	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206818	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206819	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000206820	3	0	5	1	0	0	0	0	0	0	0	0
ENSG00000206822	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206824	1	1	1	1	1	0	0	1	0	2	0	0
ENSG00000206826	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206827	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206828	0	7	19	9	11	26	6	1	7	3	4	2
ENSG00000206832	1	5	4	2	2	0	0	0	1	2	0	0
ENSG00000206833	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000206834	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206835	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206836	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206838	27	9	11	1	13	18	7	4	8	9	10	7
ENSG00000206839	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206840	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206841	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206842	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206843	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206844	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000206845	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206846	0	1	1	2	1	0	0	1	1	0	0	0
ENSG00000206847	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206848	2	2	1	1	2	0	0	1	1	2	0	0
ENSG00000206849	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206850	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206852	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206853	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206854	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206855	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206857	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000206858	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206859	0	2	1	0	4	0	0	1	1	0	0	0
ENSG00000206862	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206863	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206864	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206865	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206867	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206869	1	4	5	1	4	2	0	0	1	3	0	0
ENSG00000206870	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206871	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206875	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000206877	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206878	1	3	6	2	0	0	0	0	0	0	0	0
ENSG00000206880	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000206881	8	2	1	0	4	1	1	2	2	2	0	0
ENSG00000206882	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206885	26	16	12	5	12	2	1	2	9	3	3	7
ENSG00000206886	1	0	0	0	0	0	0	0	0	2	0	0
ENSG00000206887	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206888	3	1	0	1	0	0	0	1	1	0	0	0
ENSG00000206889	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206891	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206892	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206895	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206896	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206897	10	3	3	3	7	4	1	10	3	6	3	3
ENSG00000206898	0	1	0	0	1	0	0	0	1	0	2	0
ENSG00000206899	0	0	1	0	1	1	0	0	0	0	0	0
ENSG00000206900	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206901	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206903	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000206905	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206906	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206907	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206908	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206909	0	0	0	0	0	0	14	0	0	0	0	0
ENSG00000206910	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206911	1	2	0	1	0	0	0	0	0	0	0	0
ENSG00000206912	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206913	19	18	5	2	14	1	3	13	4	1	1	0
ENSG00000206914	6	9	1	0	3	0	0	0	0	2	0	1
ENSG00000206915	1	0	1	0	0	0	0	0	0	0	2	0
ENSG00000206917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206918	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206920	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206921	0	4	4	2	1	1	1	3	0	0	0	1
ENSG00000206922	2	1	1	0	2	0	0	0	2	0	0	0
ENSG00000206923	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000206924	13	3	4	1	4	1	2	2	1	0	0	0
ENSG00000206925	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000206926	2	5	0	0	4	1	0	0	6	0	1	1
ENSG00000206927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206929	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206931	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000206932	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000206935	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000206936	9	3	6	0	3	1	0	1	1	0	0	1
ENSG00000206937	1	0	1	0	0	0	0	0	0	1	2	1
ENSG00000206938	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000206939	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206941	1	1	3	1	2	0	1	0	0	0	1	1
ENSG00000206944	0	0	2	0	0	0	0	1	0	0	0	0
ENSG00000206947	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206948	0	0	0	0	1	0	2	0	0	1	1	0
ENSG00000206949	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206950	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206951	1	0	1	1	0	0	0	0	0	1	0	0
ENSG00000206952	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206954	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000206957	1	3	0	0	2	1	0	0	0	0	0	0
ENSG00000206958	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206959	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206960	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206962	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206963	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206964	2	0	3	2	2	0	1	0	2	2	1	0
ENSG00000206965	0	5	1	0	1	2	0	2	1	0	0	0
ENSG00000206967	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000206969	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000206970	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206972	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206973	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206974	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206975	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206976	1	0	0	1	1	0	0	0	0	0	0	0
ENSG00000206977	1	0	4	0	0	0	0	0	1	0	0	0
ENSG00000206978	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000206979	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206980	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206981	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206982	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206983	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206985	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206987	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206989	13	6	18	2	11	3	2	2	7	8	5	5
ENSG00000206990	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206991	5	1	13	1	7	0	0	1	0	0	1	1
ENSG00000206992	6	4	6	2	3	2	3	2	4	1	0	1
ENSG00000206995	0	0	0	0	1	0	0	2	0	1	0	0
ENSG00000206996	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206997	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000206998	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206999	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207000	0	1	2	0	0	0	0	3	0	1	0	0
ENSG00000207001	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207002	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207003	1	14	3	5	5	1	1	5	2	0	3	1
ENSG00000207004	0	1	1	0	1	0	0	0	0	0	0	0
ENSG00000207005	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000207007	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207008	3	1	1	0	2	1	10	0	0	0	0	2
ENSG00000207009	1	2	1	0	1	1	0	0	0	0	0	0
ENSG00000207010	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000207011	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207012	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207013	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207016	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207019	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207020	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207021	1	3	1	0	1	0	1	1	1	1	0	0
ENSG00000207022	1	2	1	0	1	0	0	0	0	0	0	0
ENSG00000207023	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000207024	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207025	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207026	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207027	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207029	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000207031	24	8	0	1	9	3	1	3	6	10	3	3
ENSG00000207032	1	2	0	0	0	0	1	0	0	0	0	1
ENSG00000207033	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000207034	1	9	0	1	3	0	0	1	1	3	0	1
ENSG00000207036	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207037	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000207039	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207041	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000207042	0	0	0	0	0	0	0	3	0	0	1	0
ENSG00000207044	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207045	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207046	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207047	6	4	6	1	3	4	0	2	3	7	4	3
ENSG00000207049	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207051	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207052	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207053	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000207056	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207058	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207060	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207061	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000207062	1	1	4	0	1	0	1	0	0	0	0	0
ENSG00000207063	1	0	0	0	1	1	0	0	0	0	0	0
ENSG00000207065	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207067	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207068	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207069	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207071	0	2	1	0	0	0	0	0	0	0	0	0
ENSG00000207072	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000207073	1	4	0	0	0	1	0	0	0	0	0	0
ENSG00000207075	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207076	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207080	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207081	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207082	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000207083	0	0	2	0	0	0	0	0	0	1	0	0
ENSG00000207084	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207086	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207087	0	3	0	1	0	0	0	2	0	1	0	0
ENSG00000207088	5	5	4	1	2	2	0	2	0	0	0	0
ENSG00000207089	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000207090	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000207091	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207092	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000207093	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207094	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207097	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207098	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000207099	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207105	0	0	0	1	1	0	0	0	1	0	0	0
ENSG00000207108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207109	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207110	26	7	12	6	14	7	5	0	16	3	2	11
ENSG00000207112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207113	0	0	1	1	0	1	0	0	1	0	0	1
ENSG00000207114	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207115	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207116	0	0	0	0	0	1	0	0	0	1	0	1
ENSG00000207117	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207119	2	1	2	1	1	0	0	0	1	3	0	0
ENSG00000207121	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207122	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207123	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207124	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207127	1	0	1	0	0	0	0	0	1	0	0	0
ENSG00000207128	0	2	0	1	3	0	1	0	0	0	0	1
ENSG00000207129	7	19	13	6	7	0	0	2	5	3	3	1
ENSG00000207130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207131	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207132	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207133	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207134	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000207135	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207137	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207138	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207139	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207145	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207146	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000207147	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207148	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207149	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207150	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207151	1	4	6	1	1	1	0	2	0	0	0	0
ENSG00000207153	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207154	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207155	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207158	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207160	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207161	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207162	0	1	1	0	0	0	0	1	1	0	0	0
ENSG00000207163	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207164	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207165	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207166	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207167	0	0	1	0	0	1	0	1	0	0	0	0
ENSG00000207168	0	2	2	1	0	0	0	0	1	0	3	1
ENSG00000207169	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207170	1	0	0	0	1	0	0	0	1	0	0	0
ENSG00000207171	1	4	1	0	0	0	0	1	0	0	1	0
ENSG00000207172	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207173	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000207174	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000207175	1	4	22	1	1	4	20	3	0	0	0	0
ENSG00000207176	0	2	0	0	0	0	0	0	0	1	0	0
ENSG00000207177	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207178	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207180	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207181	3	5	10	11	4	21	13	3	7	5	3	8
ENSG00000207182	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207183	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207185	4	12	1	1	0	1	1	0	3	0	0	0
ENSG00000207186	3	9	21	0	6	1	0	0	0	3	2	1
ENSG00000207187	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207189	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000207190	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207191	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207192	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207193	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207194	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207195	3	3	0	0	2	0	0	0	0	0	0	0
ENSG00000207196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207197	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000207198	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207199	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207200	1	5	17	4	3	1	0	1	1	0	1	0
ENSG00000207201	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207202	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207203	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207204	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207205	1	4	9	0	0	0	0	3	0	2	0	3
ENSG00000207206	1	1	2	4	5	2	1	1	0	0	0	0
ENSG00000207207	0	8	0	7	1	0	0	11	0	0	0	10
ENSG00000207208	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207210	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207214	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207215	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207217	2	4	5	3	2	4	0	1	0	1	2	1
ENSG00000207218	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207220	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207221	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000207222	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207223	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000207225	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207227	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207231	1	2	1	0	0	0	0	1	0	0	0	1
ENSG00000207233	0	1	3	0	0	1	2	2	1	1	0	0
ENSG00000207234	0	5	2	0	0	0	0	1	1	0	0	0
ENSG00000207235	0	0	0	0	0	0	0	0	0	0	0	0
