TCGA.FS.A1ZE	TCGA.W3.AA1O	TCGA.EE.A185	TCGA.GN.A8LK	TCGA.EE.A2MD	TCGA.EE.A2MQ	TCGA.HR.A2OH	TCGA.EB.A5FP	TCGA.EE.A3JI	TCGA.FS.A4F0	TCGA.EE.A29Q	TCGA.EE.A29V	TCGA.EE.A2ML	TCGA.ER.A19H
ENSG00000225344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225345	0	0	1	0	0	0	1	0	4	0	0	0	1	4
ENSG00000225347	2	0	0	1	0	1	1	0	5	2	5	1	0	1
ENSG00000225349	0	0	0	0	0	0	0	2	2	1	0	0	1	0
ENSG00000225350	0	0	0	0	0	4	0	1	0	0	0	0	0	0
ENSG00000225352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225355	2	2	0	0	0	0	2	3	3	0	0	0	0	2
ENSG00000225356	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225357	3	1	0	2	2	1	5	5	9	2	1	4	0	0
ENSG00000225358	1	0	0	0	2	0	0	0	1	0	0	1	0	0
ENSG00000225359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225361	176	160	116	49	359	31	47	301	138	102	157	168	32	69
ENSG00000225362	0	2	0	0	0	0	0	2	0	0	1	0	0	1
ENSG00000225364	0	0	0	0	0	1	0	2	1	0	0	0	0	0
ENSG00000225365	1	1	0	2	0	8	2	1	0	1	7	0	0	1
ENSG00000225366	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225369	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225370	2	3	0	0	0	4	5	1	6	2	9	1	7	0
ENSG00000225371	1	3	0	0	0	0	1	0	5	1	1	0	2	1
ENSG00000225376	4	0	0	0	8	2	2	2	8	12	5	4	25	47
ENSG00000225377	143	238	69	69	98	139	200	222	209	349	385	249	110	260
ENSG00000225378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225380	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000225381	1	0	0	0	1	0	0	0	2	0	1	0	0	0
ENSG00000225383	4	5	10	13	4	15	92	3	3	4	7	7	11	21
ENSG00000225384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225385	0	0	0	1	1	0	2	0	0	0	0	0	0	2
ENSG00000225386	1	0	0	0	2	0	0	0	0	6	0	0	0	1
ENSG00000225387	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225391	0	0	0	0	85	2	0	0	0	0	0	0	8	1
ENSG00000225392	3	0	0	2	0	1	0	0	2	0	0	0	0	0
ENSG00000225393	1	0	0	0	0	1	0	0	0	0	3	2	0	1
ENSG00000225394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225398	2	1	0	0	1	0	0	0	0	2	0	0	2	2
ENSG00000225399	22	127	35	0	118	50	24	101	2	129	162	3	2	181
ENSG00000225400	29	10	6	4	18	9	11	1	39	21	24	3	11	15
ENSG00000225401	6	3	2	1	0	5	3	1	6	0	6	0	0	3
ENSG00000225402	2	1	1	2	3	1	0	0	5	1	3	3	0	3
ENSG00000225404	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225405	5	0	3	2	2	5	8	5	3	3	8	4	3	2
ENSG00000225406	0	0	0	0	1	1	1	0	1	0	0	0	1	5
ENSG00000225407	38	2	0	0	4	0	5	0	68	12	4	1	33	26
ENSG00000225408	11	4	0	0	0	3	3	1	1	7	2	0	3	1
ENSG00000225411	35	22	3	3	8	2	10	9	6	40	39	26	4	32
ENSG00000225413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225415	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000225416	6	0	1	1	2	5	6	1	2	0	12	0	0	1
ENSG00000225417	2	12	24	72	18	0	0	0	0	9	13	19	2	0
ENSG00000225418	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225419	13	4	1	3	5	5	10	3	13	19	5	0	0	6
ENSG00000225420	1	2	4	4	0	3	4	1	1	6	1	0	1	19
ENSG00000225421	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ENSG00000225422	37	11	16	14	38	52	24	17	57	39	42	39	42	116
ENSG00000225423	4	2	0	0	2	5	3	0	6	1	2	0	1	3
ENSG00000225424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225428	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225431	0	0	1	0	0	0	0	2	3	0	0	1	0	0
ENSG00000225433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225434	32	10	0	2	9	187	24	83	11	4	11	1	13	10
ENSG00000225437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225438	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225439	386	157	369	625	101	448	152	388	1426	1499	2135	172	876	388
ENSG00000225442	0	4	0	1	2	1	0	4	5	1	1	0	0	0
ENSG00000225443	1	0	0	0	0	0	0	2	1	1	2	0	0	0
ENSG00000225444	0	1	0	0	0	0	0	0	0	1	0	0	1	29
ENSG00000225446	0	4	0	0	0	1	0	1	0	10	5	3	0	2
ENSG00000225447	6	1	1	2	11	7	7	11	9	24	8	1	1	8
ENSG00000225448	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225449	0	0	1	1	4	0	0	0	1	2	1	0	0	7
ENSG00000225450	4	4	0	1	0	3	0	1	4	4	9	2	1	4
ENSG00000225451	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225455	1	0	0	0	0	0	1	0	1	0	1	1	0	0
ENSG00000225457	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225460	0	0	0	0	0	0	5	0	1	0	0	0	0	2
ENSG00000225462	2	5	0	1	3	0	2	1	5	4	3	2	0	2
ENSG00000225463	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225465	334	2	0	164	158	4	323	8	10	1	505	2	13	175
ENSG00000225466	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225469	0	0	0	0	0	2	0	0	0	6	0	0	0	0
ENSG00000225470	1092	724	309	550	1408	1068	741	1576	1632	1185	1898	322	710	818
ENSG00000225471	24	6	2	6	7	11	19	4	60	9	33	8	5	18
ENSG00000225472	2	1	0	0	1	1	1	3	1	1	0	0	2	0
ENSG00000225473	0	0	0	0	1	0	0	0	0	0	0	2	0	0
ENSG00000225475	0	0	2	0	0	0	0	0	3	1	6	1	1	0
ENSG00000225476	0	0	0	0	0	0	0	0	1	0	0	3	0	0
ENSG00000225477	0	0	0	0	0	0	0	0	4	0	0	0	2	0
ENSG00000225478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225479	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225482	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225483	0	2	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000225484	759	398	174	424	738	577	315	528	700	908	1426	493	482	289
ENSG00000225486	0	1	0	0	2	0	0	1	1	0	3	0	0	0
ENSG00000225487	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000225488	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225489	26	3	7	1	9	2	70	23	7	1	335	5	3	5
ENSG00000225491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225492	26	9	1	0	72	47	1281	11	103	501	12	4	196	748
ENSG00000225493	1	0	0	3	0	0	0	0	7	0	0	0	0	0
ENSG00000225496	1	0	0	2	0	0	2	2	4	0	1	3	0	2
ENSG00000225497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225498	5	4	0	0	0	0	0	0	3	7	7	0	0	2
ENSG00000225499	1	1	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000225501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225502	2	0	0	0	0	0	0	1	2	1	0	0	0	0
ENSG00000225505	0	1	0	0	1	0	0	1	6	2	1	0	0	0
ENSG00000225506	0	36	2	3	28	0	2	2	27	50	55	2	24	4
ENSG00000225507	197	424	59	99	127	205	148	233	184	257	203	62	57	157
ENSG00000225508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225509	0	0	0	0	0	0	1	0	0	0	0	1	1	0
ENSG00000225510	0	0	0	0	0	0	0	2	0	0	1	0	0	0
ENSG00000225511	4	6	5	11	24	0	6	5	10	1	14	9	2	11
ENSG00000225513	1	1	0	2	3	0	1	1	4	0	0	1	0	0
ENSG00000225514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225516	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225518	18	123	10	40	29	19	24	48	2	120	234	107	22	67
ENSG00000225519	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225521	0	0	0	1	0	0	0	0	4	1	2	2	1	1
ENSG00000225522	0	0	0	0	0	0	0	1	0	0	0	1	1	2
ENSG00000225523	0	1	0	0	109	1	1	0	3	0	0	0	2	1
ENSG00000225526	39	11	4	5	6	10	1	14	16	40	21	4	5	11
ENSG00000225527	5	3	0	4	2	3	0	2	7	11	0	0	1	0
ENSG00000225528	2	3	2	6	17	128	29	8	29	2	9	6	5	41
ENSG00000225530	0	0	0	0	1	0	0	0	2	0	0	0	0	0
ENSG00000225531	15	7	3	1	13	0	3	9	17	19	5	1	7	12
ENSG00000225532	0	0	0	0	0	0	2	0	0	0	0	0	2	0
ENSG00000225533	0	0	0	2	0	0	0	0	0	0	2	0	0	0
ENSG00000225535	3	13	0	4	2	3	13	4	15	4	20	4	1	1
ENSG00000225536	4	2	1	8	1	1	5	4	14	1	4	16	0	4
ENSG00000225537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225538	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225542	0	0	0	0	4	0	0	0	0	11	1	0	20	0
ENSG00000225544	1	19	0	0	0	0	0	2	18	4	5	0	0	0
ENSG00000225545	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225546	0	0	0	1	1	1	0	3	0	7	1	1	0	4
ENSG00000225548	0	0	0	0	2	0	0	0	1	0	0	0	1	0
ENSG00000225549	1	0	1	0	3	0	0	0	0	1	0	0	1	0
ENSG00000225551	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225555	0	8	3	1	3	6	4	7	3	6	30	3	3	1
ENSG00000225556	59	347	153	157	82	212	108	219	80	131	232	119	60	192
ENSG00000225557	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225558	14	3	6	3	11	2	12	12	14	13	23	5	8	15
ENSG00000225559	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000225560	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ENSG00000225561	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000225563	0	0	0	1	0	3	2	1	0	1	0	4	0	0
ENSG00000225564	0	0	0	1	0	0	2	1	1	0	0	0	0	1
ENSG00000225568	3	0	0	1	0	0	5	2	12	0	5	0	1	4
ENSG00000225569	0	0	0	0	0	0	0	0	1	2	0	0	0	0
ENSG00000225570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225572	0	0	0	0	0	0	0	0	0	1	1	0	0	2
ENSG00000225573	49	17	29	44	31	11	33	17	70	14	37	51	1	33
ENSG00000225574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225578	4	15	1	1	2	3	5	33	5	60	23	2	6	9
ENSG00000225579	3	0	0	0	0	0	3	0	4	18	0	0	1	2
ENSG00000225580	10	11	4	6	4	8	9	3	13	3	10	11	5	11
ENSG00000225581	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSG00000225582	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225585	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225588	1	1	0	4	5	11	0	2	0	3	0	1	4	0
ENSG00000225591	3	4	2	4	0	3	8	1	13	9	16	4	0	4
ENSG00000225594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225595	1	2	0	0	0	0	0	2	0	0	0	1	1	1
ENSG00000225598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225602	0	0	1	0	0	0	0	1	3	1	0	0	0	0
ENSG00000225603	1	1	0	1	1	2	2	37	3	2	5	1	0	14
ENSG00000225605	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000225606	0	3	3	47	269	0	1	1	1	0	4	3	0	11
ENSG00000225609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225610	0	0	0	0	0	0	0	0	0	0	2	0	0	1
ENSG00000225611	2	0	1	0	2	5	6	1	3	8	3	5	5	7
ENSG00000225612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225613	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225614	418	273	74	574	270	413	398	87	125	49	249	773	228	430
ENSG00000225615	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225616	18	8	4	5	8	1	12	0	27	8	21	7	2	5
ENSG00000225619	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225622	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225623	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225625	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225626	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225630	7697	14792	7572	219	10927	310	2372	14690	6781	155	14274	11278	316	3210
ENSG00000225632	0	0	0	0	1	0	0	0	0	0	1	0	4	0
ENSG00000225636	1	2	0	1	0	2	0	0	1	5	1	0	0	0
ENSG00000225637	20	9	4	23	2	11	17	7	5	0	1	17	0	6
ENSG00000225638	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000225639	1	1	0	1	1	1	1	1	2	0	1	0	0	1
ENSG00000225640	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225642	1	0	1	0	0	0	1	1	2	1	2	0	0	1
ENSG00000225643	18	6	1	30	9	57	4	1	25	38	30	28	70	26
ENSG00000225644	0	0	0	0	1	3	0	2	0	1	0	0	2	2
ENSG00000225647	2	4	1	1	2	2	6	4	2	1	1	4	0	0
ENSG00000225648	826	1007	381	551	579	1030	659	1588	1120	658	537	203	440	1001
ENSG00000225649	866	576	20	25	25	109	4	177	1796	596	127	19	189	935
ENSG00000225650	2	2	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225652	1	0	1	0	0	1	1	1	0	1	1	0	0	0
ENSG00000225653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225656	0	0	0	0	0	1	1	1	0	1	1	2	1	0
ENSG00000225657	0	0	1	0	0	0	0	1	0	0	0	1	0	0
ENSG00000225658	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225661	2	0	0	0	0	1	0	0	6	0	4	0	0	0
ENSG00000225662	1	0	0	1	2	0	0	1	14	0	4	0	0	0
ENSG00000225663	8136	3799	3847	13689	10839	4475	6109	5426	8897	7096	10032	15681	6224	9594
ENSG00000225664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225665	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225669	0	0	0	0	0	0	0	0	4	0	2	0	0	0
ENSG00000225670	13	8	0	0	13	11	10	1	1	3	4	6	20	9
ENSG00000225671	0	0	0	0	1	1	0	0	1	0	0	1	0	0
ENSG00000225672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225673	0	1	0	0	0	0	0	1	2	0	0	0	0	0
ENSG00000225674	9	5	1	2	8	0	7	7	21	6	10	2	0	4
ENSG00000225675	4	27	2	0	17	2	9	20	16	2	29	17	4	0
ENSG00000225676	2	14	0	0	0	1	0	1	0	0	43	0	4	0
ENSG00000225678	0	0	0	0	0	0	0	0	0	1	0	5	0	22
ENSG00000225680	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000225681	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225683	1	0	1	0	1	1	0	1	1	0	0	2	2	4
ENSG00000225684	14	12	2	6	10	9	10	14	13	1	27	72	3	24
ENSG00000225685	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ENSG00000225689	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000225690	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225693	9	6	4	1	2	6	2	5	1	5	3	2	2	2
ENSG00000225695	18	16	4	5	7	7	22	9	107	13	33	12	1	19
ENSG00000225697	3199	2052	1106	1541	1088	2323	1216	3659	6254	3208	3082	2790	1154	1415
ENSG00000225698	4	1	5	0	48	140	58	0	46	2	51	2	12	11
ENSG00000225701	1	0	0	0	0	0	1	0	4	0	0	0	1	0
ENSG00000225703	0	0	0	0	0	0	0	5	0	1	1	0	0	0
ENSG00000225705	1	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000225706	1	5	0	0	0	7	1	0	0	0	1	0	0	3
ENSG00000225708	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000225710	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225712	2	2	1	0	0	0	0	0	3	3	4	1	1	2
ENSG00000225713	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225715	0	1	0	0	0	1	0	1	2	6	1	0	0	0
ENSG00000225716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225718	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000225719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225720	1	0	0	0	4	1	38	0	2	3	2	2	2	18
ENSG00000225721	29	25	20	12	18	27	7	19	39	20	11	17	4	18
ENSG00000225722	1	0	0	1	0	0	1	0	0	0	1	1	0	0
ENSG00000225723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225724	30	0	0	0	0	1	0	0	0	1	3	0	0	0
ENSG00000225725	0	2	0	1	0	3	1	0	3	6	20	1	0	1
ENSG00000225726	3	3	0	0	1	0	0	2	1	4	1	0	0	6
ENSG00000225727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225731	7	4	1	1	5	2	1	0	2	5	3	4	7	3
ENSG00000225733	11413	3396	4060	3387	5229	8846	6896	13449	12269	9610	15223	2870	13162	8106
ENSG00000225735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225738	0	1	0	0	0	1	0	4	0	0	2	0	0	7
ENSG00000225739	6	3	0	1	4	0	3	0	8	0	10	1	0	0
ENSG00000225740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225741	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225742	1	18	1	5	10	2	6	8	0	1	3	3	5	34
ENSG00000225744	0	2	1	0	0	0	1	1	2	1	7	1	0	0
ENSG00000225746	3	4	0	0	1	1	0	0	1	0	0	0	0	8
ENSG00000225750	0	1	0	0	0	2	0	0	0	1	0	0	0	1
ENSG00000225751	2	0	1	3	0	2	2	4	3	1	3	0	0	1
ENSG00000225752	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000225755	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000225756	5	9	4	4	26	18	247	2	0	1	10	87	60	47
ENSG00000225758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225759	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225760	28	0	2	1	24	4	13	0	1	0	2	12	1	0
ENSG00000225761	1	0	0	0	2	1	3	0	2	0	1	0	0	1
ENSG00000225762	6	41	0	5	8	12	7	9	37	106	6	24	9	16
ENSG00000225764	249	0	0	0	2	0	0	1	0	0	14	2	1	0
ENSG00000225765	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000225766	5	15	1	16	1	8	3	5	17	30	33	8	3	4
ENSG00000225767	1	0	0	0	0	2	0	1	3	0	0	0	0	1
ENSG00000225768	26	20	0	37	108	54	16	35	42	45	278	97	35	37
ENSG00000225769	0	2	0	13	0	1	0	0	1	0	2	0	0	1
ENSG00000225770	3	1	1	3	0	0	4	2	10	2	5	2	1	0
ENSG00000225774	32	27	19	23	22	15	53	130	22	14	32	48	10	8
ENSG00000225775	0	0	0	5	0	0	0	1	42	63	7	11	0	1
ENSG00000225777	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225778	11	8	6	13	48	14	42	13	10	13	10	23	5	10
ENSG00000225779	3	0	0	1	0	1	0	0	2	1	0	0	1	0
ENSG00000225781	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000225783	35	78	15	23	194	181	1033	79	45	25	61	10	381	386
ENSG00000225785	0	0	0	0	9	0	0	0	1	2	0	0	4	3
ENSG00000225787	1	0	0	2	0	0	0	2	3	1	2	0	0	0
ENSG00000225790	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000225791	653	315	176	153	256	171	107	385	534	409	597	311	330	591
ENSG00000225792	21	44	1	5	9	15	17	17	21	13	57	10	6	13
ENSG00000225793	45	44	8	22	24	32	18	43	32	66	53	20	15	38
ENSG00000225794	0	0	0	0	0	0	0	2	1	0	1	1	0	0
ENSG00000225795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225796	0	2	0	0	0	0	2	0	1	2	0	0	0	1
ENSG00000225797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225798	1	1	0	0	2	2	0	2	4	5	0	0	0	3
ENSG00000225801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225802	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000225803	0	0	0	0	0	0	1	0	0	0	0	0	0	4
ENSG00000225805	4	1	1	0	3	1	4	4	4	12	2	0	6	2
ENSG00000225806	1	23	0	0	3	0	1	2	2	1	107	0	1	1
ENSG00000225807	0	0	0	1	1	0	1	0	0	0	0	3	0	4
ENSG00000225808	15	4	1	2	4	11	5	5	10	5	9	5	5	20
ENSG00000225809	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225811	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225813	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000225814	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225815	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000225816	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ENSG00000225818	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225822	2	18	2	0	4	3	1	7	3	6	4	9	1	3
ENSG00000225823	2	0	0	0	0	0	0	0	2	0	1	0	0	0
ENSG00000225825	0	0	0	0	1	0	9	0	0	0	0	0	0	1
ENSG00000225826	0	0	0	0	1	0	0	0	0	0	19	0	0	0
ENSG00000225827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225828	260	254	29	162	261	128	76	127	322	601	209	52	65	161
ENSG00000225830	699	668	308	245	655	612	388	584	2054	1569	1444	400	1503	590
ENSG00000225831	1	0	0	0	0	0	0	0	6	0	1	0	0	0
ENSG00000225832	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225833	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225836	0	1	0	2	0	0	0	0	0	2	1	1	0	0
ENSG00000225839	1	2	0	1	0	0	1	3	1	2	0	0	0	0
ENSG00000225840	0	6	0	0	1	0	3	2	22	0	1	7	0	1
ENSG00000225842	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSG00000225843	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000225846	1	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000225849	0	0	0	0	2	0	2	0	0	1	0	3	0	0
ENSG00000225850	7	0	1	1	1	1	1	2	0	4	3	3	5	0
ENSG00000225851	0	2	0	5	1	4	16	0	4	3	2	0	4	2
ENSG00000225854	1	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000225855	139	548	108	233	87	226	125	349	520	1035	235	107	92	225
ENSG00000225856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225857	3	3	1	1	8	1	0	0	2	0	10	0	0	4
ENSG00000225858	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000225864	1	16	0	4	3	2	40	3	19	69	5	1	14	7
ENSG00000225867	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225868	2	0	2	1	6	0	0	3	6	2	2	1	0	0
ENSG00000225869	0	0	0	1	3	0	0	0	2	1	1	0	0	3
ENSG00000225870	0	0	0	1	0	0	0	0	1	0	0	0	0	1
ENSG00000225871	4	22	0	3	2	12	12	17	5	10	8	2	14	15
ENSG00000225872	0	1	0	0	3	3	0	55	2	0	1	0	1	12
ENSG00000225873	1	4	0	1	2	0	1	0	4	1	1	6	2	1
ENSG00000225876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225877	0	1	0	0	3	0	0	1	0	6	6	0	0	4
ENSG00000225878	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSG00000225879	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000225880	51	83	11	56	22	31	32	19	65	115	53	17	26	26
ENSG00000225881	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000225882	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000225883	0	0	0	0	1	1	1	0	0	1	3	1	0	1
ENSG00000225884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225885	3	0	0	0	2	3	72	0	1	6	3	0	11	12
ENSG00000225886	1	9	3	6	5	31	42	11	197	844	29	5	27	21
ENSG00000225889	52	50	28	26	100	205	67	123	110	194	152	27	44	301
ENSG00000225891	5	14	5	4	6	4	6	6	13	18	6	3	4	3
ENSG00000225893	2	0	0	0	0	0	0	0	6	1	1	0	1	1
ENSG00000225895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225898	0	0	0	0	0	3	0	2	0	0	0	0	0	0
ENSG00000225899	21	0	1	1	0	4	0	0	0	0	2	0	0	0
