TCGA.L9.A7SV	TCGA.69.7973	TCGA.55.8505	TCGA.55.8508	TCGA.91.7771	TCGA.97.8176	TCGA.64.5815	TCGA.86.A4P8	TCGA.64.5779	TCGA.50.8459	TCGA.73.4675	TCGA.73.7498	TCGA.55.8205	TCGA.55.7283	TCGA.55.A48Y	TCGA.55.A48X	TCGA.55.7576
ENSG00000226004	2	6	0	0	2	0	2	2	4	3	0	2	37	2	4	3	10
ENSG00000226005	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1
ENSG00000226007	6	1	9	0	0	1	2	12	2	2	2	9	4	3	0	6	0
ENSG00000226008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226009	19	7	6	7	10	6	2	12	10	4	16	21	13	3	4	7	14
ENSG00000226010	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
ENSG00000226011	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000226012	1	25	12	8	2	4	24	9	8	8	12	39	19	2	28	2	13
ENSG00000226013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226015	207	311	99	91	318	320	170	240	124	191	49	2967	101	128	169	599	283
ENSG00000226016	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000226017	3	2	1	0	0	1	0	3	1	2	3	9	0	2	0	2	4
ENSG00000226020	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226022	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226025	3	20	2	6	22	2	1	26	4	5	4	5	188	19	11	6	15
ENSG00000226026	31	4	1	0	5	5	3	21	3	28	29	23	3	5	0	36	19
ENSG00000226028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226029	169	47	21	39	46	27	11	128	134	39	100	257	46	26	20	111	99
ENSG00000226030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226031	4	1	0	0	4	2	4	10	3	0	3	13	3	0	1	2	6
ENSG00000226032	2	1	0	0	3	1	3	14	0	8	6	4	10	3	0	0	6
ENSG00000226034	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226036	0	0	1	0	0	0	0	1	0	1	0	3	0	0	0	0	0
ENSG00000226037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226038	34	4	3	4	4	1	1	0	5	1	11	3	5	8	3	4	21
ENSG00000226040	0	1	0	7	1	4	0	1	4	0	3	17	0	0	2	6	0
ENSG00000226041	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000226042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226043	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0
ENSG00000226045	2	1	1	1	1	0	0	1	2	2	4	1	7	1	0	0	4
ENSG00000226046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226048	1	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	1
ENSG00000226049	48	26	24	11	17	7	16	20	31	13	19	9	17	26	19	36	32
ENSG00000226051	35	110	23	41	30	349	60	167	87	118	882	275	2367	42	158	201	15
ENSG00000226053	10	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	23
ENSG00000226054	110	128	66	30	34	50	31	39	37	46	91	67	100	59	54	42	106
ENSG00000226055	22	25	8	10	1	4	5	13	13	12	11	27	17	6	5	14	11
ENSG00000226056	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226057	0	0	1	0	1	4	0	2	0	1	1	0	1	0	0	1	2
ENSG00000226058	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226059	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000226061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226065	3	5	0	0	2	0	0	0	1	0	1	0	0	2	0	3	1
ENSG00000226066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226067	16	357	181	107	239	151	123	253	151	250	244	76	278	151	88	143	203
ENSG00000226068	1	1	0	1	1	0	0	0	0	0	4	0	2	0	1	2	1
ENSG00000226070	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226072	0	0	1	0	0	1	0	2	1	1	0	0	2	2	1	2	1
ENSG00000226074	29	14	16	3	7	3	3	2	8	1	8	1	2	9	1	27	77
ENSG00000226075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226080	1	5	1	0	2	3	2	1	6	0	14	2	2	2	2	0	0
ENSG00000226081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ENSG00000226082	0	1	1	1	0	0	1	0	1	0	6	2	1	2	3	0	3
ENSG00000226083	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000226084	1572	992	214	405	460	369	432	324	550	715	895	599	1440	258	403	294	512
ENSG00000226085	2	7	17	5	0	5	2	6	10	4	11	2	11	4	31	6	3
ENSG00000226086	4	4	2	3	2	2	1	5	1	3	7	7	2	5	1	5	2
ENSG00000226087	2	19	0	0	2	2	0	3	0	0	2	0	7	1	0	3	10
ENSG00000226088	15	2	5	4	6	3	1	3	3	2	5	1	3	4	0	12	11
ENSG00000226089	0	1	0	1	0	0	0	2	1	1	0	3	2	0	0	0	0
ENSG00000226091	13	26	8	30	8	46	10	69	27	16	20	36	95	12	2	71	79
ENSG00000226092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226094	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000226096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226097	1	0	0	1	0	0	2	0	0	2	0	2	0	0	0	2	1
ENSG00000226098	1	3	2	0	2	1	1	0	3	1	4	1	0	3	2	0	1
ENSG00000226101	2	3	0	0	1	1	0	4	1	1	15	0	0	1	0	0	2
ENSG00000226102	1	0	0	0	0	0	0	0	0	1	1	1	3	0	0	1	1
ENSG00000226107	0	2	2	0	3	0	0	1	1	0	1	5	1	1	1	0	3
ENSG00000226108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226112	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000226114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226115	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226117	1	1	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0
ENSG00000226118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226121	25	49	14	8	24	9	18	14	9	16	37	78	28	18	12	18	129
ENSG00000226122	1	49	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226124	99	215	78	55	110	71	45	190	20	62	223	121	125	161	109	130	328
ENSG00000226125	7	6	3	0	2	3	2	6	7	1	3	4	41	2	1	1	15
ENSG00000226126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000226128	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1
ENSG00000226130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226131	1	0	0	0	2	0	1	1	1	2	9	0	1	2	2	0	2
ENSG00000226132	2	2	0	0	1	2	0	0	1	0	0	7	1	0	0	2	0
ENSG00000226133	1	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0
ENSG00000226134	0	0	0	0	0	0	3	5	0	0	0	4	0	0	0	2	0
ENSG00000226137	4394	7199	935	1951	1204	2669	3265	2112	1481	1452	8784	11340	2147	5398	1358	5690	13587
ENSG00000226138	1	2	0	2	0	2	0	1	0	0	1	1	0	2	1	2	2
ENSG00000226140	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226142	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
ENSG00000226143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226144	0	2	0	0	0	1	0	0	1	0	8	0	2	3	0	1	1
ENSG00000226145	4	2	2	3	0	2	1	2	0	67	5	11	9	0	0	11	0
ENSG00000226147	9	1	2	4	1	0	0	1	1	1	5	7	2	0	0	4	0
ENSG00000226148	1	8	0	0	6	2	0	5	4	0	3	13	0	0	0	2	2
ENSG00000226149	7	9	2	1	4	5	3	15	3	18	3	7	8	2	1	2	3
ENSG00000226153	0	4	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
ENSG00000226155	5	5	0	2	1	3	0	5	1	3	4	4	5	0	4	3	5
ENSG00000226156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226158	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	2	1
ENSG00000226159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226160	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226161	1	2	2	1	0	1	1	1	1	1	7	0	3	1	5	1	0
ENSG00000226163	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1
ENSG00000226164	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226166	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226167	108	28	19	20	21	19	3	72	24	15	22	26	36	15	9	95	21
ENSG00000226168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226169	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226172	4	13	1	2	4	5	1	0	7	2	2	2	1	3	9	0	15
ENSG00000226174	64	39	12	15	6	44	19	39	13	22	50	46	19	17	5	32	23
ENSG00000226179	23	19	19	34	12	11	2	39	62	20	78	91	19	20	36	16	37
ENSG00000226180	63	140	18	17	38	37	5	21	31	11	39	41	25	9	56	37	27
ENSG00000226181	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ENSG00000226183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226185	12	2	0	0	1	0	0	3	1	0	1	2	0	6	0	1	2
ENSG00000226186	0	23	2	0	3	0	0	2	5	0	20	7	5	0	3	1	1
ENSG00000226188	0	2	0	0	3	0	0	2	0	1	1	0	0	1	0	0	2
ENSG00000226191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226193	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226194	22	17	28	11	93	8	22	42	44	43	65	104	22	11	9	13	39
ENSG00000226196	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226197	3	2	1	1	3	1	1	0	6	1	3	4	1	1	6	8	7
ENSG00000226199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226200	819	349	168	65	436	228	107	402	190	190	809	1087	326	355	184	347	613
ENSG00000226203	3	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1
ENSG00000226204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226205	3	0	1	0	1	0	1	3	1	0	7	3	1	0	0	0	2
ENSG00000226206	0	6	1	0	0	0	0	1	1	0	3	0	1	0	0	0	0
ENSG00000226207	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226209	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226210	2333	164	275	281	192	62	188	232	579	311	244	982	286	478	129	863	694
ENSG00000226211	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226212	0	1	0	0	3	2	1	8	3	0	0	2	5	1	0	1	3
ENSG00000226213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226216	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1
ENSG00000226217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226220	5	2	6	2	7	0	0	7	4	0	3	0	2	1	0	3	4
ENSG00000226221	82	70	22	35	41	43	21	44	35	23	155	40	82	112	25	23	47
ENSG00000226222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226226	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000226229	11	0	1	0	0	1	0	0	0	0	2	0	0	2	1	1	0
ENSG00000226230	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000226232	66	37	12	12	23	6	1	40	28	7	42	48	38	2	4	46	21
ENSG00000226233	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226234	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1
ENSG00000226235	1	0	4	3	1	5	8	11	1	6	40	19	1	19	0	8	1
ENSG00000226237	0	9	7	11	18	1	19	42	18	14	8	45	6	11	9	12	9
ENSG00000226238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226239	9	7	4	3	2	4	2	50	2	5	2	17	12	5	1	11	7
ENSG00000226240	1	0	0	1	0	0	0	1	0	0	1	1	6	0	0	1	0
ENSG00000226241	0	0	1	0	3	1	0	6	1	1	1	3	0	1	0	0	0
ENSG00000226242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226243	38	13	3	4	32	5	8	15	6	4	128	11	12	38	10	6	24
ENSG00000226245	42	16	5	3	3	0	1	19	16	7	4	24	6	3	3	15	4
ENSG00000226246	1	2	2	0	1	0	0	0	1	0	3	0	2	0	2	0	0
ENSG00000226247	1	3	1	0	1	1	0	2	4	1	0	2	1	0	0	1	0
ENSG00000226249	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000226250	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ENSG00000226251	37	1	6	0	10	53	3	72	0	1	7	77	4	22	0	10	10
ENSG00000226252	11	14	5	3	5	1	1	138	7	6	6	40	14	5	10	7	9
ENSG00000226253	3	2	0	0	4	1	0	5	0	0	2	8	8	7	1	1	1
ENSG00000226254	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000226255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226258	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000226259	20	7	11	34	52	37	1	65	9	12	67	88	22	40	11	17	53
ENSG00000226261	25	6	3	1	2	2	0	6	7	2	0	10	1	1	0	8	2
ENSG00000226262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226263	2	2	2	0	3	3	0	5	2	2	4	4	5	0	1	8	2
ENSG00000226266	44	40	27	5	21	27	8	33	30	18	88	47	30	32	12	41	35
ENSG00000226268	21	11	27	3	8	3	1	12	14	6	14	3	4	10	10	8	19
ENSG00000226270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226272	1	22	0	2	10	4	0	2	3	4	7	1	1	0	0	0	0
ENSG00000226273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226276	25	4	3	3	8	3	0	12	2	1	6	11	7	8	5	4	6
ENSG00000226277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226278	639	0	0	288	0	249	0	0	1	0	1057	0	0	0	0	0	719
ENSG00000226279	15	2	2	0	6	4	3	4	2	1	8	6	5	3	1	2	14
ENSG00000226280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226281	49	12	8	2	12	9	5	26	2	15	12	19	17	2	16	7	10
ENSG00000226284	7	10	6	2	10	7	5	9	14	2	25	22	11	2	5	7	13
ENSG00000226285	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226286	0	13	0	0	15	1	0	30	1	4	12	19	5	44	1	3	0
ENSG00000226287	134	125	86	22	46	51	60	209	24	89	401	188	119	103	19	194	147
ENSG00000226288	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226289	0	10	0	10	3	5	0	0	6	0	0	0	1	0	0	0	0
ENSG00000226291	0	0	1	0	0	1	0	1	1	0	4	5	0	0	3	3	3
ENSG00000226292	0	1	2	1	1	0	0	0	1	0	4	2	0	3	2	0	0
ENSG00000226296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226298	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
ENSG00000226299	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000226301	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000226302	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	1
ENSG00000226304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226306	30	2	3	7	4	6	0	25	4	1	1	8	4	4	0	9	0
ENSG00000226307	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
ENSG00000226308	1	0	1	0	1	4	0	0	0	0	0	0	1	1	0	0	1
ENSG00000226309	8	0	3	2	0	0	0	0	3	0	2	0	3	0	0	0	3
ENSG00000226310	26	13	5	5	7	13	3	7	10	7	22	30	13	11	6	7	7
ENSG00000226312	201	51	14	10	115	20	15	217	67	29	49	164	136	36	19	90	94
ENSG00000226313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226314	23	21	6	8	8	10	5	45	30	12	6	72	28	35	18	24	12
ENSG00000226317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226318	15	8	6	3	6	5	1	23	14	4	7	30	21	3	5	13	9
ENSG00000226320	0	1	0	4	0	0	0	4	0	1	0	0	0	0	0	3	0
ENSG00000226321	20	91	41	8	51	80	3	217	43	174	196	101	23	27	25	306	12
ENSG00000226323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226324	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000226327	1	3	3	2	11	1	1	2	3	0	7	1	1	6	3	0	1
ENSG00000226328	443	407	263	219	313	497	116	377	108	314	640	435	468	146	103	378	236
ENSG00000226329	167	31	20	13	25	20	53	58	36	18	98	39	23	132	21	27	55
ENSG00000226330	2	26	68	2	30	73	10	25	7	6	59	14	78	16	29	16	36
ENSG00000226331	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
ENSG00000226332	378	75	52	147	80	112	15	535	88	76	250	317	80	33	13	151	102
ENSG00000226334	11	17	3	1	4	8	14	17	16	5	4	25	29	1	2	22	8
ENSG00000226336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226337	0	0	0	0	2	2	0	0	2	0	1	0	1	0	0	2	0
ENSG00000226338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226339	1	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ENSG00000226340	0	57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226342	10	17	1	0	3	4	0	12	4	3	2	1	9	7	1	6	9
ENSG00000226344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226345	5	0	0	0	0	0	0	0	0	1	2	5	1	0	7	1	2
ENSG00000226348	5	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	1
ENSG00000226349	1	1	2	0	0	0	1	1	0	2	0	0	0	0	0	0	3
ENSG00000226352	24	9	4	7	25	9	0	42	23	9	12	37	22	12	9	27	7
ENSG00000226353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226355	1	9	0	1	1	1	0	2	4	2	1	4	0	4	0	1	1
ENSG00000226356	1	1	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0
ENSG00000226358	0	0	0	0	0	3	2	0	0	1	0	0	4	1	0	1	1
ENSG00000226359	54	6	4	8	3	8	1	1	2	4	16	17	8	14	0	22	7
ENSG00000226360	76	98	58	88	66	96	41	68	63	61	229	115	62	231	43	64	65
ENSG00000226361	0	0	1	0	0	0	0	1	2	1	2	0	1	0	0	1	0
ENSG00000226362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226363	142	16	11	10	1	0	9	14	10	3	14	115	4	24	6	23	34
ENSG00000226364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226367	2	3	0	1	5	3	0	5	2	0	9	11	0	3	0	2	1
ENSG00000226369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226370	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000226372	0	0	1	1	0	2	0	0	12	0	1	0	24	1	0	0	0
ENSG00000226374	1	72	0	39	0	0	0	0	107	1	1	0	0	0	0	0	0
ENSG00000226375	0	0	0	0	2	0	1	5	1	0	1	0	1	0	0	5	1
ENSG00000226376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226377	28	16	18	5	6	7	7	16	2	19	17	14	13	14	3	17	36
ENSG00000226380	28	86	49	46	84	62	25	132	62	81	314	317	631	60	56	122	81
ENSG00000226383	137	81	17	40	137	19	1	52	20	2	262	141	9	2	33	118	160
ENSG00000226386	29	2	3	3	0	11	1	7	5	5	7	22	2	0	0	2	3
ENSG00000226387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226389	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226390	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0
ENSG00000226392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226393	1	8	1	0	7	3	4	13	3	4	6	14	9	14	2	9	4
ENSG00000226394	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1
ENSG00000226395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226396	126	43	12	22	27	31	14	52	63	14	109	33	31	42	13	54	31
ENSG00000226397	1	1	0	0	0	0	0	0	0	1	1	4	0	0	0	1	0
ENSG00000226398	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	1	1
ENSG00000226400	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000226401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226403	3	4	1	1	1	0	0	1	4	2	0	2	1	0	0	3	1
ENSG00000226405	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000226406	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000226407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226409	1	0	0	0	2	0	1	0	0	1	0	0	2	1	0	0	0
ENSG00000226410	1	0	0	0	0	0	0	1	1	2	0	0	0	0	5	0	0
ENSG00000226411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226413	8	1	1	4	1	5	4	15	2	5	26	3	4	4	0	5	6
ENSG00000226414	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000226415	9	68	93	56	79	25	34	18	68	32	246	31	84	33	38	21	75
ENSG00000226416	11	1	1	23	4	4	0	20	1	2	0	4	2	0	1	2	4
ENSG00000226419	29	81	18	42	56	42	58	162	138	126	49	76	369	11	31	101	91
ENSG00000226420	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000226421	24	41	24	16	11	20	47	3	0	1	17	2	36	63	15	0	3
ENSG00000226423	0	1	1	0	2	0	0	1	2	0	2	3	0	0	0	5	0
ENSG00000226425	1	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000226426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226427	0	0	0	1	0	0	0	2	1	1	5	2	2	3	0	0	0
ENSG00000226428	0	0	2	0	1	0	1	2	0	0	1	0	0	2	0	1	0
ENSG00000226429	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000226430	0	3	0	1	0	0	0	2	1	0	1	2	0	0	0	1	1
ENSG00000226431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226432	2	3	0	2	3	0	0	11	15	1	7	2	9	3	0	0	3
ENSG00000226433	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226435	1	0	0	1	1	4	0	4	4	3	3	0	1	0	1	3	3
ENSG00000226436	2	1	0	2	0	0	0	1	1	0	8	5	1	5	6	4	5
ENSG00000226438	2	0	0	0	3	0	0	0	3	0	0	4	0	0	0	0	0
ENSG00000226439	2	2	1	1	1	0	3	1	0	0	14	2	0	7	3	2	0
ENSG00000226440	3	5	4	3	4	3	4	16	8	5	2	14	9	6	6	6	3
ENSG00000226441	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000226442	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000226443	4	3	0	0	1	5	0	6	2	3	3	2	2	1	3	9	0
ENSG00000226444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226445	6	34	43	30	22	16	17	21	8	60	51	15	21	8	18	29	43
ENSG00000226446	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000226447	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000226448	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000226449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
