TCGA.86.7954	TCGA.55.5899	TCGA.97.8547	TCGA.50.6590	TCGA.55.7281	TCGA.49.AAR4	TCGA.55.8301	TCGA.86.8054	TCGA.55.7994	TCGA.50.5933	TCGA.50.5051	TCGA.55.7995	TCGA.55.1596	TCGA.49.AAR2
ENSG00000199030	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199032	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199035	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000199036	0	2	1	6	2	1	0	2	3	6	1	3	1	6
ENSG00000199038	0	1	8	1	2	9	0	7	3	0	1	16	1	19
ENSG00000199043	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199047	2	0	0	0	0	0	0	0	3	0	0	7	0	0
ENSG00000199051	1	0	0	0	0	0	0	2	0	0	0	2	0	0
ENSG00000199053	8	0	1	0	0	10	3	5	4	0	4	6	0	14
ENSG00000199059	3	0	2	3	4	1	1	2	6	2	0	1	0	0
ENSG00000199065	0	0	0	1	0	0	1	0	1	0	0	0	0	0
ENSG00000199069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199072	0	0	0	1	0	3	0	0	1	2	0	1	0	0
ENSG00000199075	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199082	1	0	0	0	0	1	1	0	0	1	2	3	0	0
ENSG00000199085	6	5	15	3	2	1	3	2	0	0	0	3	0	20
ENSG00000199088	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000199090	0	0	1	0	0	0	0	0	2	0	2	4	0	0
ENSG00000199092	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199094	2	1	3	1	0	2	1	9	0	0	1	0	0	2
ENSG00000199095	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199102	0	0	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000199104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199109	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ENSG00000199121	1	0	0	1	1	1	2	7	4	0	1	5	1	10
ENSG00000199122	1	1	0	2	0	0	0	1	1	0	1	3	0	0
ENSG00000199127	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199130	2	1	0	0	0	0	1	0	0	0	0	3	0	0
ENSG00000199132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199133	7	1	4	6	9	14	19	4	11	1	16	32	1	24
ENSG00000199135	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199145	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199150	0	0	0	0	0	0	2	0	2	0	0	1	0	0
ENSG00000199151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199153	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199156	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199161	2	0	0	1	1	2	3	0	1	4	1	8	1	6
ENSG00000199165	0	0	0	0	1	0	0	0	1	0	0	1	0	0
ENSG00000199168	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199169	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199172	6	0	6	2	3	5	5	9	14	1	6	4	4	1
ENSG00000199177	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199179	1	0	3	0	0	0	0	0	0	0	1	3	0	0
ENSG00000199196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199197	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199201	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199203	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199226	5	0	1	1	0	0	6	2	2	0	2	11	0	9
ENSG00000199231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199237	4	1	0	0	1	0	4	0	5	0	1	7	0	2
ENSG00000199240	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000199241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199245	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199248	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199260	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199263	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199266	20	5	7	4	1	10	13	3	13	1	3	33	7	14
ENSG00000199270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199272	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199273	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199279	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199283	1	0	2	0	0	0	0	0	0	0	2	5	0	0
ENSG00000199285	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199289	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ENSG00000199290	1	0	0	1	0	0	2	0	1	1	0	1	1	0
ENSG00000199291	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199299	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199301	0	1	1	0	0	0	0	1	0	0	0	0	0	0
ENSG00000199303	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199306	0	1	2	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199313	2	0	3	4	0	0	2	1	6	0	2	10	1	0
ENSG00000199315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199318	2	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199319	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000199321	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199325	3	1	1	0	0	0	2	2	2	1	1	3	1	2
ENSG00000199326	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199327	3	0	0	0	0	0	0	1	2	2	2	4	0	0
ENSG00000199331	3	1	0	2	4	1	2	8	4	0	1	9	2	1
ENSG00000199332	6	0	3	2	0	0	14	2	39	2	1	22	0	0
ENSG00000199334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199335	1	0	0	1	0	1	1	1	1	1	0	2	1	0
ENSG00000199337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199347	0	1	0	0	0	0	1	0	0	0	0	0	1	22
ENSG00000199348	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199349	0	0	0	0	0	0	0	2	0	0	1	2	0	0
ENSG00000199350	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000199352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199354	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199357	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000199360	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199363	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199366	0	0	1	1	0	0	0	1	1	0	1	3	0	0
ENSG00000199368	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199370	2	0	0	1	0	0	0	3	4	0	7	12	5	2
ENSG00000199373	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000199377	1	0	3	0	0	6	0	4	3	0	3	4	1	66
ENSG00000199378	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199381	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199392	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199394	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000199395	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199398	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199400	2	4	0	0	0	0	0	91	2	0	9	3	0	10
ENSG00000199402	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199405	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000199407	1	0	0	1	0	1	0	2	0	0	1	0	1	3
ENSG00000199409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199411	0	0	2	0	0	0	0	1	1	0	0	1	0	0
ENSG00000199415	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000199420	1	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000199422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199436	1	0	2	0	0	5	5	4	7	0	1	3	0	5
ENSG00000199440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199444	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199446	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199453	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199459	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000199460	0	0	0	0	1	0	0	1	0	1	0	0	0	0
ENSG00000199461	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199466	4	2	0	1	0	6	1	0	0	0	5	2	0	1
ENSG00000199468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199470	1	0	1	0	0	0	0	0	2	0	1	0	0	0
ENSG00000199471	3	0	1	0	0	0	4	3	6	0	1	9	0	1
ENSG00000199472	0	0	0	0	0	0	0	1	4	0	0	1	0	0
ENSG00000199473	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199476	5	3	4	0	0	0	2	3	3	0	0	1	0	0
ENSG00000199477	10	3	5	2	10	25	10	9	7	6	7	18	2	32
ENSG00000199480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199482	0	0	0	0	0	0	0	0	0	0	0	8	0	1
ENSG00000199483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199487	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199488	1	1	0	3	0	0	7	3	0	0	0	1	17	0
ENSG00000199489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199490	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199492	3	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199497	4	0	0	0	0	1	1	2	0	0	0	0	0	0
ENSG00000199506	5	0	0	0	1	2	1	15	5	0	0	0	7	1
ENSG00000199508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199509	0	0	1	2	0	0	2	0	0	0	0	0	1	0
ENSG00000199512	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000199514	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199523	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSG00000199525	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199529	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199530	3	1	0	1	0	1	0	1	0	0	0	3	0	1
ENSG00000199535	0	0	0	0	0	0	1	1	1	1	0	0	0	0
ENSG00000199536	1	1	0	2	0	0	1	1	1	1	0	4	1	3
ENSG00000199540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199545	4	0	0	0	0	0	3	4	0	0	0	1	0	1
ENSG00000199546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199550	0	0	0	2	0	0	3	0	1	0	1	1	0	0
ENSG00000199551	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199562	2	1	1	0	7	0	2	2	1	0	4	2	0	1
ENSG00000199564	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199566	1	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000199567	1	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSG00000199568	0	0	0	1	0	1	0	11	0	0	0	1	0	23
ENSG00000199570	0	0	0	0	0	0	2	2	0	0	1	1	0	0
ENSG00000199571	1	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000199572	0	1	2	37	4	0	0	0	0	1	0	0	8	2
ENSG00000199574	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199580	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000199584	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199585	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199591	0	0	1	0	0	0	1	0	0	0	0	1	0	0
ENSG00000199592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199593	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199594	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199595	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199598	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199601	2	0	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000199603	2	1	0	0	1	1	0	0	2	0	0	0	0	1
ENSG00000199605	0	0	0	0	1	0	1	0	0	0	1	0	0	0
ENSG00000199609	0	3	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199622	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199626	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199627	2	0	1	0	10	6	3	0	0	0	7	2	0	10
ENSG00000199629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199630	0	0	0	0	0	0	0	1	2	0	0	4	0	0
ENSG00000199631	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199634	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199635	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000199636	0	0	1	0	0	0	0	4	0	0	0	0	0	0
ENSG00000199638	2	0	0	0	0	0	0	0	0	0	0	3	0	1
ENSG00000199640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199643	0	0	6	1	0	0	1	0	1	0	0	2	0	0
ENSG00000199645	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199646	0	0	0	0	0	0	0	3	0	0	0	2	0	1
ENSG00000199652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199664	1	1	0	0	0	0	1	0	1	0	0	1	0	2
ENSG00000199666	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199667	2	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSG00000199668	0	0	2	1	0	0	0	0	1	0	0	0	1	0
ENSG00000199672	2	0	0	1	2	0	1	2	4	1	1	4	0	0
ENSG00000199673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199674	0	0	2	0	0	2	0	2	0	0	0	0	0	0
ENSG00000199676	2	1	0	2	6	2	0	5	0	0	2	1	0	0
ENSG00000199677	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199683	0	0	0	0	0	1	1	0	0	0	0	0	0	7
ENSG00000199687	1	0	0	0	2	0	0	2	2	0	14	0	0	1
ENSG00000199691	17	2	9	2	3	6	2	2	12	5	2	13	7	5
ENSG00000199695	2	0	2	0	0	0	0	0	2	0	0	3	0	0
ENSG00000199697	2	0	0	0	0	0	0	0	4	0	1	2	0	1
ENSG00000199698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199701	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199702	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199704	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199705	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199709	3	1	2	3	5	3	2	2	2	1	2	0	5	0
ENSG00000199710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199711	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000199712	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199713	0	0	0	0	0	0	0	0	4	0	0	1	1	0
ENSG00000199715	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199716	0	0	1	0	0	0	0	0	2	0	0	1	0	0
ENSG00000199719	3	0	3	0	0	1	2	2	2	0	0	3	0	1
ENSG00000199728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199731	2	0	1	0	1	0	2	1	1	0	0	5	1	0
ENSG00000199732	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000199733	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199735	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000199739	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199740	0	0	0	0	1	0	0	1	0	0	1	2	0	0
ENSG00000199744	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199751	2	1	0	0	0	0	2	0	2	0	0	0	0	5
ENSG00000199753	54	59	38	18	22	177	81	73	52	4	34	63	46	403
ENSG00000199755	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199756	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000199762	1	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000199764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199771	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199773	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199781	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000199782	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199783	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199785	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199786	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199787	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199791	0	0	0	0	0	0	1	1	0	0	0	0	0	1
ENSG00000199792	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199798	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199801	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199804	16	6	5	2	1	19	19	23	16	1	9	17	3	13
ENSG00000199805	0	0	0	0	0	0	0	4	3	0	0	2	0	9
ENSG00000199806	0	0	0	1	0	0	2	0	0	1	0	1	0	0
ENSG00000199809	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199814	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199815	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199824	2	0	0	0	1	0	2	3	0	0	0	4	0	2
ENSG00000199827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199836	1	0	7	2	1	5	2	0	0	1	3	21	0	12
ENSG00000199837	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ENSG00000199839	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199846	2	0	0	3	0	4	0	2	2	0	1	2	0	1
ENSG00000199849	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199851	1	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199855	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199856	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199858	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199865	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000199866	1	1	0	1	0	1	7	2	0	0	0	1	0	0
ENSG00000199867	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199872	0	0	1	0	3	2	1	0	3	0	1	2	0	0
ENSG00000199874	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199875	0	0	0	0	0	0	1	1	1	0	0	1	2	0
ENSG00000199878	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000199879	0	1	2	0	0	0	0	2	0	0	0	0	1	17
ENSG00000199880	2	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000199881	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ENSG00000199883	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000199884	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199886	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199890	6	1	2	2	1	1	1	4	2	0	0	3	1	0
ENSG00000199892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199894	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199895	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199899	3	0	2	0	0	22	0	0	1	0	1	2	5	6
ENSG00000199900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199903	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199905	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199906	23	7	6	8	12	11	19	11	6	5	8	14	4	15
ENSG00000199910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199913	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199914	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199924	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199929	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199932	0	0	0	0	0	0	0	0	0	0	0	0	0	1
