TCGA.95.A4VK	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7624	TCGA.55.7281	TCGA.55.A48Z	TCGA.69.7974	TCGA.69.A59K
ENSG00000231908	30	19	12	19	14	5	24	13	13	23	52
ENSG00000231909	0	0	0	0	0	0	4	0	0	1	0
ENSG00000231910	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231911	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231912	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231913	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231914	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231915	0	0	0	0	0	0	1	0	0	0	1
ENSG00000231916	1	1	0	23	14	1	0	5	2	0	11
ENSG00000231918	0	0	0	2	0	0	0	0	0	0	0
ENSG00000231920	43	17	32	17	24	3	35	8	48	18	19
ENSG00000231922	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231923	0	1	0	0	0	1	0	0	0	0	0
ENSG00000231924	0	1	0	0	0	0	15053	0	0	1	31
ENSG00000231925	15426	9439	17293	14665	8166	27952	31645	20088	24408	28487	9838
ENSG00000231926	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231927	2	0	1	2	0	3	2	0	3	0	0
ENSG00000231929	0	0	0	0	0	0	3	1	0	1	0
ENSG00000231930	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231931	1	0	0	0	0	0	0	0	0	0	1
ENSG00000231933	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231934	0	0	0	0	0	0	0	0	2	0	0
ENSG00000231937	3	0	2	0	0	0	14	2	0	0	0
ENSG00000231940	2	7	9	4	0	17	9	9	10	5	22
ENSG00000231942	3	2	6	3	0	7	3	1	3	2	10
ENSG00000231943	0	2	20	0	0	11	0	5	1	3	1
ENSG00000231944	3	1	0	1	1	1	0	0	2	0	1
ENSG00000231947	0	0	0	0	0	0	0	1	0	0	0
ENSG00000231948	186	3	12	80	1	11	3	8	8	5	20
ENSG00000231949	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231951	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231952	36	5	15	12	12	5	11	7	63	17	7
ENSG00000231953	0	0	0	0	0	0	1	0	0	0	0
ENSG00000231954	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231955	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231956	4	0	1	2	0	0	0	1	0	1	5
ENSG00000231957	0	0	0	0	0	0	0	0	0	0	6
ENSG00000231961	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231963	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231964	23	16	13	17	1	12	41	17	36	44	34
ENSG00000231965	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231966	0	0	4	2	1	3	17	4	7	5	9
ENSG00000231967	1	1	5	1	0	2	5	0	0	2	2
ENSG00000231969	0	8	11	5	3	5	5	5	4	11	6
ENSG00000231970	4	1	4	1	3	0	9	0	5	0	0
ENSG00000231971	0	5	5	1	0	2	1	2	4	8	4
ENSG00000231976	0	0	0	25	1	0	5	0	0	0	1
ENSG00000231977	0	2	0	0	0	0	0	4	3	4	22
ENSG00000231978	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231979	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231980	7	8	0	0	1	2	0	0	0	32	2
ENSG00000231981	0	0	0	0	0	1	1	1	1	0	1
ENSG00000231982	3	5	8	4	2	0	6	0	7	8	10
ENSG00000231983	2	0	1	0	0	0	0	0	0	1	0
ENSG00000231984	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231985	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231986	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231987	0	0	0	0	0	0	0	0	0	0	1
ENSG00000231988	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231989	2	2	0	5	1	8	3	3	0	2	14
ENSG00000231990	339	4	0	282	0	0	2	4	0	15	106
ENSG00000231991	468	180	318	159	174	436	2291	827	244	630	747
ENSG00000231992	1	0	0	1	0	0	0	0	0	1	2
ENSG00000231993	23	9	41	7	12	32	3	12	16	96	22
ENSG00000231995	0	0	1	0	9	0	0	0	0	2	3
ENSG00000231996	0	0	0	0	0	0	0	1	0	0	3
ENSG00000231999	23	36	7	11	5	18	16	16	23	43	40
ENSG00000232000	2	6	2	5	0	9	17	4	24	5	8
ENSG00000232001	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232002	0	0	0	0	0	0	0	0	0	0	2
ENSG00000232003	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232004	26	8	4	3	2	32	14	23	8	17	46
ENSG00000232006	0	12	1	0	0	0	120	1	60	39	8
ENSG00000232009	0	0	0	0	1	0	0	0	0	0	0
ENSG00000232010	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232015	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232019	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232021	12	17	2	13	4	9	2	4	25	11	8
ENSG00000232022	17	9	49	30	3	24	65	39	25	52	137
ENSG00000232023	0	2	0	0	0	0	58	0	25	0	56
ENSG00000232024	83	38	40	49	30	141	85	56	83	216	233
ENSG00000232027	2	3	4	3	1	3	7	7	4	10	6
ENSG00000232028	1	2	5	0	1	0	2	1	2	1	0
ENSG00000232029	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232030	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232031	0	0	2	0	0	0	0	0	1	0	0
ENSG00000232032	1	0	1	0	0	0	0	0	0	1	1
ENSG00000232034	3	1	2	0	0	39	6	0	4	8	1
ENSG00000232035	0	0	1	0	0	0	0	0	0	1	1
ENSG00000232036	0	1	0	0	0	1	0	0	0	1	0
ENSG00000232037	9	8	6	11	1	15	13	16	2	10	10
ENSG00000232039	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232040	253	75	195	44	39	136	473	134	257	76	269
ENSG00000232041	0	0	0	0	0	2	0	0	0	0	1
ENSG00000232042	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232043	61	2	46	9	26	10	38	23	50	160	297
ENSG00000232044	51	48	34	0	0	174	10	5	2	4	4
ENSG00000232046	5	3	4	1	0	2	1	1	7	2	54
ENSG00000232048	0	0	0	0	0	0	0	0	0	0	2
ENSG00000232050	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232053	0	5	0	0	2	1	0	0	6	3	1
ENSG00000232054	2	3	1	0	0	1	2	1	1	0	11
ENSG00000232056	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232057	0	3	2	0	1	0	0	0	0	0	0
ENSG00000232058	0	0	0	0	0	0	0	0	0	0	2
ENSG00000232059	13	6	10	3	5	13	3	1	5	5	15
ENSG00000232060	1	1	2	1	1	3	7	3	0	3	12
ENSG00000232063	10	7	17	6	1	5	3	12	2	5	8
ENSG00000232064	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232065	2	2	3	25	2	7	4	8	12	6	13
ENSG00000232068	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232069	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232070	9	0	4	1	6	11	4	1	5	3	9
ENSG00000232072	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232073	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232075	13	2	3	4	1	2	10	4	19	6	13
ENSG00000232077	4	3	2	0	0	0	1	0	2	4	0
ENSG00000232079	0	0	5	1	0	0	4	0	0	7	27
ENSG00000232080	4	0	0	0	0	0	0	0	3	0	0
ENSG00000232081	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232082	116	4	13	21	19	22	7	33	25	39	24
ENSG00000232083	2	0	5	3	0	3	0	2	0	2	5
ENSG00000232084	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232085	0	0	0	1	0	2	0	0	0	0	0
ENSG00000232086	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232087	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232089	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232090	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232091	0	0	0	0	0	0	2	0	0	0	0
ENSG00000232093	181	18	38	59	36	7	103	32	97	105	52
ENSG00000232096	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232097	2	0	6	2	0	2	0	3	2	2	5
ENSG00000232098	142	37	344	246	142	214	338	86	240	269	736
ENSG00000232100	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232101	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232102	0	0	1	0	0	0	0	0	0	0	0
ENSG00000232104	129	8	44	11	8	55	9	7	56	39	32
ENSG00000232105	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232109	2	0	0	1	0	0	1	0	0	0	0
ENSG00000232110	2	7	2	1	1	0	15	2	25	4	1
ENSG00000232111	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232112	2636	3275	3421	2932	1442	1293	1826	4268	2559	4087	2758
ENSG00000232113	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232114	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232115	0	0	0	1	0	0	0	0	0	0	0
ENSG00000232117	6	1	0	1	0	1	1	0	1	0	1
ENSG00000232118	7	2	7	3	2	8	11	4	7	4	5
ENSG00000232119	1499	1032	1919	892	876	1388	1571	1939	3004	1774	1911
ENSG00000232120	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232121	0	0	0	0	0	0	0	0	0	0	2
ENSG00000232124	0	0	0	0	0	0	0	1	0	1	0
ENSG00000232125	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232128	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232130	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232131	0	0	0	0	0	0	4	0	2	1	3
ENSG00000232132	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232133	5	0	3	1	1	1	2	8	3	12	12
ENSG00000232134	25	5	13	16	4	4	6	22	18	5	36
ENSG00000232135	0	0	0	0	0	0	0	0	0	1	1
ENSG00000232136	0	0	1	0	0	1	0	1	0	1	0
ENSG00000232138	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232139	4	0	0	2	0	1	2	0	1	0	1
ENSG00000232140	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232142	1	0	1	0	0	1	0	0	0	1	4
ENSG00000232144	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232145	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232148	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232149	43	0	27	9	6	4	16	4	29	11	43
ENSG00000232150	2	1	5	6	1	12	11	13	6	9	32
ENSG00000232153	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232154	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232155	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232158	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232159	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232160	111	45	87	55	26	71	101	88	154	131	184
ENSG00000232161	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232162	1	0	0	0	0	0	0	0	0	2	0
ENSG00000232163	0	0	0	0	1	0	2	0	0	3	1
ENSG00000232164	0	0	0	1	0	0	0	0	0	0	1
ENSG00000232165	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232166	0	0	0	0	0	0	0	0	0	0	2
ENSG00000232167	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232168	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232170	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232172	1	1	1	1	1	1	0	2	0	1	27
ENSG00000232173	0	0	0	0	0	4	2	0	1	0	0
ENSG00000232174	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232175	1	1	0	2	0	0	0	0	0	0	0
ENSG00000232176	7	2	3	7	3	10	9	9	9	4	61
ENSG00000232177	7	0	48	6	237	9	48	9	5	3	317
ENSG00000232179	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232183	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232184	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232185	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232186	32	7	37	17	8	12	6	9	51	12	58
ENSG00000232187	49	50	59	53	12	97	137	156	61	174	1108
ENSG00000232188	1	4	1	15	0	3	7	0	2	1	0
ENSG00000232190	1	1	0	0	0	0	5	0	0	0	2
ENSG00000232192	13	19	2	10	0	67	0	7	13	28	1
ENSG00000232193	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232194	13	1	2	3	0	6	131	1	0	1	3
ENSG00000232195	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232196	3	0	1	3	5	2	10	2	10	10	2
ENSG00000232197	0	1	0	0	0	0	2	0	0	0	0
ENSG00000232198	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232199	0	0	1	0	0	0	0	0	0	0	3
ENSG00000232200	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232202	12	2	0	4	2	6	3	2	0	4	2
ENSG00000232203	0	0	2	1	0	1	0	6	4	2	4
ENSG00000232204	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232205	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232208	0	0	0	0	0	0	0	5	4	2	0
ENSG00000232211	0	0	0	0	0	1	1	0	0	0	0
ENSG00000232212	6	1	0	1	0	0	0	2	1	0	2
ENSG00000232215	0	2	0	0	0	0	3	0	0	0	0
ENSG00000232216	38	232	49	21	103	413	120	23	308	128	995
ENSG00000232217	0	0	0	0	0	0	0	1	0	2	11
ENSG00000232218	3	9	3	0	3	6	4	3	2	11	19
ENSG00000232220	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232223	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232225	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232226	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232227	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232228	3	0	1	2	1	2	1	2	2	1	9
ENSG00000232229	298	74	775	208	183	286	250	98	232	191	18
ENSG00000232230	0	0	0	0	1	0	0	1	0	0	0
ENSG00000232233	2	0	7	4	2	2	10	0	9	5	17
ENSG00000232234	0	0	0	0	0	0	0	0	0	1	1
ENSG00000232235	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232237	32	9	68	67	5	12	16	187	29	172	126
ENSG00000232238	0	0	0	0	0	0	1	0	0	0	26
ENSG00000232239	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232240	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232241	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232242	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232243	0	1	0	0	0	0	5	0	4	0	1
ENSG00000232245	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232249	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232252	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232254	0	1	0	0	0	0	0	0	0	0	3
ENSG00000232258	0	2	9	1	0	0	1	3	8	3	1
ENSG00000232259	7	0	16	11	0	14	23	12	2	142	15
ENSG00000232260	1	2	2	2	1	3	2	3	2	4	16
ENSG00000232261	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232263	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232264	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232265	2	0	0	0	0	0	50	1	1	2	7
ENSG00000232267	0	0	0	0	0	0	3	0	0	0	8
ENSG00000232268	0	0	0	1	0	0	1	0	0	0	0
ENSG00000232271	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232273	3	0	11	2	1	2	5	0	4	6	85
ENSG00000232277	1	0	0	0	0	0	0	0	0	1	0
ENSG00000232281	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232282	0	0	1	0	0	0	0	0	1	0	1
ENSG00000232283	1	0	1	1	1	0	1	2	0	0	8
ENSG00000232284	70	9	22	7	4	9	1	37	43	13	105
ENSG00000232285	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232286	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232287	3	0	0	0	0	1	0	0	0	5	1
ENSG00000232290	2	0	0	1	0	0	1	0	1	2	0
ENSG00000232292	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232293	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232294	0	1	0	0	0	0	0	2	1	0	0
ENSG00000232295	11	1	9	1	1	14	14	4	5	11	13
ENSG00000232296	0	0	0	0	0	0	0	0	1	1	3
ENSG00000232298	38	0	4	6	1	1	10	1	4	5	7
ENSG00000232299	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232300	10	2	9	0	1	15	2	7	3	14	2
ENSG00000232301	0	0	0	0	0	1	0	0	0	1	0
ENSG00000232303	12	2	14	6	5	19	11	2	8	10	116
ENSG00000232305	0	0	2	0	0	0	0	0	1	0	0
ENSG00000232306	90	0	2	6	3	0	0	0	3	1	0
ENSG00000232307	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232309	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232310	11	16	12	4	8	10	3	23	17	36	23
ENSG00000232311	5	1	2	5	1	1	3	5	8	4	10
ENSG00000232314	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232316	1	0	0	0	3	0	152	0	3	0	0
ENSG00000232320	10	6	15	13	2	12	12	17	11	65	39
ENSG00000232325	0	1	0	0	0	0	0	1	0	1	0
ENSG00000232327	0	0	0	11	0	0	0	0	0	0	0
ENSG00000232328	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232332	0	0	0	0	0	0	1	0	0	0	1
ENSG00000232333	7	1	2	4	1	9	7	1	5	5	18
ENSG00000232334	0	0	13	1	0	5	0	0	1	2	5
ENSG00000232335	0	0	0	0	0	2	1	1	1	2	1
ENSG00000232337	0	0	0	0	0	1	0	0	0	0	0
ENSG00000232341	1	0	6	4	28	3	6	8	3	1	9
ENSG00000232342	3	0	1	1	0	8	4	1	4	9	1
ENSG00000232344	8	3	26	5	9	6	6	3	7	8	25
ENSG00000232346	21	10	25	16	9	22	33	23	9	15	131
ENSG00000232347	7	0	2	0	3	1	3	0	4	1	8
ENSG00000232349	0	0	0	0	0	1	0	0	1	0	0
ENSG00000232350	2	0	0	1	0	0	0	0	0	1	0
ENSG00000232352	41	8	19	27	7	3	14	17	10	17	53
ENSG00000232353	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232354	270	5	181	33	16	21	4	11	40	208	85
ENSG00000232355	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232358	0	0	0	0	0	0	2	0	0	0	0
ENSG00000232359	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232360	1	0	1	0	0	1	0	0	1	0	0
ENSG00000232361	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232362	1	1	0	1	0	0	1	0	1	1	4
ENSG00000232363	1	3	2	4	1	0	5	0	16	4	4
ENSG00000232366	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232368	6	10	8	24	7	24	22	67	52	84	415
ENSG00000232369	8	0	2	2	1	8	7	2	5	2	15
ENSG00000232370	0	0	0	3	0	1	0	0	0	0	6
ENSG00000232373	0	0	2	0	0	3	2	0	2	0	0
ENSG00000232374	0	0	0	1	0	0	0	1	0	2	3
ENSG00000232375	0	1	0	0	0	0	2	0	0	0	0
ENSG00000232377	1	0	0	0	1	2	2	2	1	0	4
ENSG00000232378	0	0	0	1	0	0	0	0	0	1	2
ENSG00000232379	0	0	1	0	1	0	0	0	0	1	1
ENSG00000232380	4	1	1	0	3	4	10	4	1	10	20
ENSG00000232381	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232382	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232383	1	3	2	1	0	0	4	4	1	1	21
ENSG00000232385	7	5	3	15	0	10	2	19	10	4	37
ENSG00000232386	105	8	65	62	9	20	39	4	36	160	66
ENSG00000232387	6	1	0	2	3	3	2	3	6	12	19
ENSG00000232388	1205	901	1515	1679	1337	1084	719	1012	1279	926	346
ENSG00000232389	0	1	0	2	0	4	1	3	2	4	8
ENSG00000232390	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232391	0	0	0	0	0	0	0	1	0	0	3
ENSG00000232392	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232393	0	0	2	1	0	2	2	3	2	1	12
ENSG00000232394	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232395	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232396	0	0	1	1	1	0	0	0	1	0	0
ENSG00000232398	11	2	3	2	0	7	1	2	3	0	3
ENSG00000232399	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232400	27	2	91	13	49	1	1	13	11	43	8
ENSG00000232401	5	0	3	0	0	0	1	0	0	0	1
ENSG00000232403	1	0	0	0	2	2	0	1	0	1	0
ENSG00000232406	9	1	13	0	5	12	3	2	23	10	7
ENSG00000232407	0	0	1	0	1	0	0	0	1	0	2
ENSG00000232408	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232409	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232411	0	1	2	1	0	0	1	1	1	10	9
ENSG00000232412	10	1	14	7	1	1	4	2	30	2	3
ENSG00000232413	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232415	65	98	94	69	27	28	1	52	57	128	20
ENSG00000232416	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232418	0	0	0	0	0	0	1	0	0	0	0
ENSG00000232419	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232420	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232422	1	0	2	0	0	0	1	0	1	0	4
ENSG00000232423	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232424	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232429	3	1	2	2	0	2	2	3	0	1	13
ENSG00000232430	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232431	0	0	0	25	0	0	0	1	0	0	0
ENSG00000232433	3	0	0	0	0	0	1	0	0	0	0
ENSG00000232434	525	92	727	1204	248	220	188	166	303	209	513
ENSG00000232436	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232437	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232439	10	2	5	1	2	3	1	1	5	12	8
ENSG00000232442	312	94	358	240	138	95	48	42	245	232	98
ENSG00000232444	0	0	0	0	0	0	1	0	0	0	1
ENSG00000232445	7	11	112	72	87	367	89	13	68	230	205
ENSG00000232446	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232447	0	0	0	0	0	0	0	0	1	0	1
ENSG00000232448	0	2	0	4	0	0	0	0	1	0	1
ENSG00000232450	35	3	39	32	27	25	24	23	31	17	37
ENSG00000232451	0	2	0	0	0	1	0	1	0	0	0
ENSG00000232453	231	59	21	24	15	32	116	61	35	59	44
ENSG00000232454	0	0	1	0	3	6	7	0	2	3	10
ENSG00000232455	0	0	0	1	0	0	4	1	1	0	0
ENSG00000232456	0	1	1	3	2	0	2	0	1	0	1
ENSG00000232457	11	0	12	34	4	24	10	4	4	31	7
ENSG00000232458	0	0	0	0	0	1	0	2	3	2	0
ENSG00000232459	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232460	1	0	3	0	0	2	1	2	0	0	1
ENSG00000232463	2	0	0	0	0	1	0	0	0	1	0
ENSG00000232464	0	0	0	0	0	0	0	0	1	1	1
ENSG00000232465	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232466	1	0	0	1	0	0	1	0	5	1	1
ENSG00000232467	0	0	0	0	1	0	2	1	1	0	8
ENSG00000232470	20	3	5	7	2	6	3	1	8	3	3
ENSG00000232471	1	0	0	1	0	0	1	0	0	0	0
ENSG00000232472	92	80	73	89	41	151	53	95	80	85	234
ENSG00000232474	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232475	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232479	16	1	2	5	3	5	12	3	4	8	13
ENSG00000232480	11	2	14	2	1	39	4	14	3	28	6
ENSG00000232482	2	0	2	0	0	0	1	0	1	1	6
ENSG00000232485	33	15	17	43	9	23	37	4	14	29	86
ENSG00000232486	1	1	0	1	0	0	1	0	0	1	1
ENSG00000232487	0	0	0	0	0	0	0	0	2	1	0
ENSG00000232489	9	0	8	4	4	9	3	5	1	5	2
ENSG00000232490	0	0	0	0	0	0	0	0	0	4	15
ENSG00000232491	3	1	6	1	1	0	3	1	7	1	1
ENSG00000232492	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232493	1	1	1	1	2	2	0	3	2	3	2
ENSG00000232494	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232496	1	1	0	0	0	1	3	0	2	1	10
ENSG00000232497	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232499	14	0	11	4	4	27	8	15	11	11	63
ENSG00000232500	0	0	0	0	0	0	2	0	0	0	0
ENSG00000232502	1	0	1	0	0	0	0	0	0	39	4
ENSG00000232503	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232504	77	8	61	7	1	124	0	24	14	206	13
ENSG00000232508	0	0	0	0	9	0	28	0	2	0	2
ENSG00000232511	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232512	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232514	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232515	0	0	0	0	1	0	0	0	1	0	0
ENSG00000232517	0	0	0	2	0	3	1	2	2	4	0
ENSG00000232518	0	1	1	1	0	1	0	1	0	5	5
ENSG00000232519	5	1	2	2	2	1	2	0	2	0	3
ENSG00000232520	0	0	0	1	0	1	0	0	1	1	5
ENSG00000232522	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232524	1	1	0	1	1	0	0	2	1	1	4
ENSG00000232525	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232526	0	0	0	0	1	2	0	0	2	2	0
ENSG00000232527	6	7	9	10	5	1	52	26	9	12	15
ENSG00000232528	1	1	3	0	1	6	1	2	8	8	1
ENSG00000232529	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232530	2	1	1	8	2	1	0	1	0	2	1
ENSG00000232531	0	0	2	0	1	1	17	2	15	1	5
ENSG00000232533	292	220	156	297	89	131	223	251	269	191	509
ENSG00000232535	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232536	11	0	4	6	6	2	7	1	7	2	8
ENSG00000232537	0	0	0	0	0	0	2	0	0	0	0
ENSG00000232539	0	1	1	0	0	0	0	0	2	0	1
ENSG00000232540	0	0	0	0	0	0	1	0	1	0	1
ENSG00000232542	0	0	3	0	0	2	0	9	0	5	1
ENSG00000232543	0	0	0	0	0	0	0	0	1	0	0
ENSG00000232545	28	1	13	11	10	18	11	1	12	58	10
ENSG00000232546	49	7	65	7	13	17	9	8	32	36	37
ENSG00000232548	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232549	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232551	0	0	0	0	0	0	0	0	0	1	1
ENSG00000232553	2	1	1	0	0	0	0	1	2	1	11
ENSG00000232554	0	1	0	0	0	9	0	1	0	1	0
ENSG00000232555	0	3	0	0	0	1	11	0	6	0	1
ENSG00000232556	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232557	0	0	0	0	1	1	0	0	0	0	1
ENSG00000232558	0	0	0	0	0	0	0	0	0	0	1
ENSG00000232560	1	0	0	0	9	0	0	1	0	0	1
ENSG00000232562	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232563	0	0	0	0	0	0	0	0	5	0	0
ENSG00000232564	8	1	2	5	1	6	9	0	2	5	11
ENSG00000232568	0	0	1	1	0	0	0	0	0	2	2
ENSG00000232573	382	250	2005	927	190	313	169	506	566	369	864
